157.82,158.32,158.41,158.21,156.46,154.25,152.66,149.29,147.96,144.99,143.07,139.53,138.80,136.06,136.90,134.88,136.89,133.79,134.00,135.74,134.16,134.92,135.44,135.43,136.20,138.44,139.58,141.66,146.27,147.12,149.90,153.09,155.22,156.59,158.29,158.44,158.55
157.32,157.82,158.06,156.68,154.95,153.03,151.47,148.09,146.89,143.90,141.80,138.35,137.73,134.76,135.54,132.84,134.84,132.14,132.16,133.83,132.31,133.83,133.90,134.20,135.17,137.54,138.54,140.85,145.36,146.30,148.91,151.87,153.73,156.29,157.75,158.16,158.24
155.97,156.74,157.78,156.44,154.71,152.82,151.24,147.67,146.15,143.30,141.32,138.11,136.69,134.06,134.54,132.06,133.59,130.95,131.22,132.56,131.03,132.73,133.11,132.80,134.22,136.50,138.11,140.10,144.30,145.45,147.73,150.98,153.10,155.80,156.49,157.47,158.01
155.74,156.60,157.70,156.17,154.38,152.62,151.04,147.27,145.75,142.52,140.42,136.56,135.42,132.66,133.30,130.90,132.95,129.82,130.23,132.07,130.69,131.92,131.81,132.20,133.60,135.90,136.81,139.08,143.70,145.14,147.74,150.91,152.71,155.25,156.34,157.21,157.75
155.32,156.36,157.19,156.35,154.53,152.40,150.02,146.96,145.37,142.15,139.83,135.97,135.17,132.30,132.87,130.65,132.29,129.69,130.02,131.45,129.90,131.26,131.12,131.34,132.63,135.11,136.35,138.49,143.43,144.57,147.37,150.38,152.12,154.70,156.00,157.04,157.33
154.91,155.92,156.95,155.69,153.86,151.94,149.74,146.22,144.92,141.82,139.58,135.77,134.74,131.57,132.20,129.57,131.85,129.17,129.15,130.79,129.28,130.85,130.71,131.28,132.74,135.59,136.18,138.33,142.92,144.24,147.04,150.08,151.94,154.36,155.53,156.49,157.14
154.92,155.91,156.79,155.34,153.67,151.56,149.67,146.32,144.30,141.34,138.94,135.01,133.92,131.34,131.77,129.21,131.44,128.53,128.97,130.65,128.80,130.42,130.48,130.63,131.73,134.40,135.56,137.83,142.74,144.14,146.91,150.27,151.83,154.30,155.49,156.49,157.04
155.14,155.70,156.71,155.22,153.65,151.65,149.54,145.51,144.20,141.14,138.94,134.74,133.92,130.98,131.65,129.11,131.15,128.11,128.39,130.19,128.84,129.87,129.90,130.18,131.50,133.90,135.31,137.73,142.83,143.87,146.95,150.01,151.69,154.02,155.53,156.39,156.85
154.98,155.56,156.47,155.07,153.30,151.24,149.30,145.47,144.03,140.85,138.61,134.79,134.05,130.79,131.48,128.99,130.92,127.90,128.02,129.72,127.96,129.75,129.65,130.11,131.28,133.94,135.26,137.51,142.22,143.88,146.61,149.78,151.71,154.06,155.54,156.21,156.72
154.72,155.38,156.55,155.18,153.32,151.29,149.37,145.65,143.97,140.62,138.25,134.39,133.44,130.54,131.28,128.39,130.67,127.52,127.79,129.48,127.81,129.26,129.05,129.47,130.66,133.49,134.80,137.12,142.21,143.84,147.06,149.87,151.67,154.04,155.37,156.26,156.79
154.86,155.74,156.62,155.30,153.40,151.26,149.11,145.34,143.80,140.57,138.20,134.35,133.34,130.14,130.99,128.07,130.10,127.18,127.43,129.03,127.37,128.84,128.91,129.25,130.53,133.09,134.78,137.12,141.89,143.78,146.15,149.88,151.75,154.01,155.40,156.48,156.93
154.77,155.79,156.80,155.19,153.20,151.12,148.87,145.30,143.89,140.67,138.14,134.30,133.25,130.69,130.98,128.78,129.85,126.85,127.46,128.47,127.33,128.75,128.86,129.62,131.05,133.05,134.55,137.15,142.12,143.76,146.51,149.88,151.86,154.13,155.27,156.25,156.98
154.81,155.78,156.57,155.23,153.16,151.00,149.23,145.61,144.02,140.42,138.00,133.72,132.78,130.21,130.98,128.47,129.86,126.47,126.95,128.61,126.93,128.41,128.58,128.94,130.69,132.97,134.49,136.73,141.97,143.81,146.70,149.90,151.57,153.86,155.27,156.29,156.76
154.70,155.46,156.57,155.29,153.34,151.12,149.48,145.40,143.95,140.38,138.13,133.87,132.86,130.08,130.60,127.77,129.69,126.68,126.82,128.68,126.99,128.36,128.44,128.93,130.40,132.88,134.39,137.04,142.06,143.49,146.48,149.80,151.59,153.85,155.33,156.39,156.70
155.09,155.42,156.50,155.08,153.33,151.00,149.61,145.37,143.96,140.56,138.17,134.25,133.36,130.71,131.20,128.09,129.80,126.64,127.40,129.04,126.96,128.70,128.98,129.14,130.52,133.41,134.95,137.28,142.23,143.87,146.86,149.81,151.91,153.93,155.51,156.35,156.60
154.54,155.48,156.44,154.96,153.03,151.22,149.39,145.61,144.27,140.69,138.19,134.84,133.67,130.69,131.03,128.09,130.12,127.04,127.50,128.77,126.95,128.71,128.70,129.24,130.30,133.11,134.55,137.38,142.22,144.04,146.83,149.92,151.64,153.76,155.06,156.10,156.63
154.51,155.44,156.30,155.00,153.32,151.64,149.31,145.27,143.91,140.69,138.37,134.84,133.93,130.33,130.92,127.97,130.35,127.63,127.62,128.68,127.52,128.96,128.93,129.39,130.51,133.31,134.68,137.44,142.33,143.40,146.43,149.76,151.62,153.64,155.17,156.14,156.59
154.59,155.39,156.40,154.80,153.04,151.66,149.30,145.21,143.97,140.67,138.39,134.75,134.24,130.50,130.95,128.72,130.95,127.82,127.64,129.53,127.50,129.31,129.69,130.06,130.84,133.75,134.73,137.36,142.54,143.68,146.20,149.51,151.40,153.70,155.39,156.07,156.54
154.43,155.27,156.27,154.89,153.11,151.40,149.09,145.72,144.10,140.84,138.98,135.06,134.16,130.82,131.45,129.09,131.00,128.16,127.67,129.32,127.91,129.31,129.56,129.64,130.91,133.14,134.89,137.32,142.95,143.99,146.24,149.71,151.57,153.84,154.92,156.05,156.46
154.47,155.48,156.32,154.80,153.52,151.56,149.05,145.39,143.81,141.05,138.75,134.52,133.49,130.96,131.54,129.26,130.68,128.17,128.15,129.66,128.30,129.63,129.80,129.57,131.04,133.28,134.62,137.57,142.31,143.76,146.14,149.84,151.44,153.89,155.06,156.03,156.56
154.58,155.80,156.36,154.88,153.46,151.24,149.07,145.28,143.95,141.21,138.71,134.50,133.97,131.11,131.79,129.73,131.35,128.32,128.99,130.30,128.82,130.28,130.20,130.13,131.31,133.56,134.96,137.25,142.41,144.05,146.94,149.73,151.42,153.93,155.13,156.01,156.64
154.52,155.34,156.36,154.97,153.79,151.40,149.20,145.64,144.69,142.01,138.73,135.18,134.40,131.52,131.94,129.72,131.48,128.55,128.86,130.31,128.56,129.97,130.14,130.17,131.49,134.13,135.25,137.63,142.90,144.33,146.80,149.72,151.44,154.02,155.02,156.08,156.45
154.72,155.41,156.34,155.07,153.90,151.48,149.54,145.81,144.74,141.29,138.73,135.65,134.41,131.53,132.13,129.91,131.65,128.15,128.91,130.12,128.58,130.04,130.03,130.41,131.65,134.36,135.69,137.74,142.46,143.97,146.94,149.96,151.86,154.01,155.11,156.21,156.55
155.00,155.70,156.29,154.99,153.47,151.58,149.49,146.15,144.97,141.34,139.46,135.85,134.29,132.04,132.76,130.06,131.70,129.54,129.23,130.61,129.38,131.04,131.00,130.95,132.40,134.55,135.72,138.38,142.77,144.11,147.16,150.31,151.63,154.10,155.31,156.42,156.53
154.85,155.39,156.36,155.23,153.34,151.63,149.90,146.17,144.97,142.06,140.09,136.24,134.53,132.36,132.78,130.14,132.05,129.35,129.11,131.21,129.33,131.03,130.63,131.07,132.71,134.83,136.21,139.25,143.40,144.39,147.11,150.59,151.73,154.07,155.21,156.01,156.67
154.91,155.53,156.40,155.28,153.36,151.63,149.65,146.16,144.99,142.16,139.85,136.01,134.59,132.35,133.02,130.67,132.73,129.87,129.88,131.40,129.59,131.11,130.99,131.35,132.32,134.93,135.92,138.58,143.50,144.51,147.22,150.41,151.98,154.03,155.42,156.04,156.67
154.83,155.61,156.44,155.19,153.47,151.64,149.73,146.37,145.04,141.98,140.17,136.53,135.39,133.30,133.94,131.37,133.19,130.67,131.04,131.93,130.72,132.35,131.75,132.01,133.41,135.54,136.43,139.03,143.99,144.86,147.42,150.46,152.11,154.02,155.46,156.23,156.77
154.69,155.59,156.66,155.26,153.56,151.58,150.02,146.86,145.37,142.56,140.97,137.50,136.44,134.15,135.03,132.24,134.06,131.36,131.69,132.68,131.80,132.67,132.30,133.02,134.13,136.64,137.32,140.08,144.77,145.29,147.58,150.44,152.18,154.26,155.28,156.20,156.71
154.78,155.55,156.53,155.41,153.77,151.83,150.58,147.18,145.76,142.93,141.70,138.21,137.61,135.01,135.59,133.47,135.17,132.75,133.04,134.18,133.15,133.71,133.53,134.61,135.23,137.55,138.19,140.71,144.92,145.73,148.04,151.19,152.44,154.39,155.39,156.29,156.83
155.36,155.80,156.85,155.30,154.16,152.53,150.67,147.76,146.62,143.81,143.05,139.32,139.42,136.30,137.00,135.21,136.57,134.70,135.00,135.62,134.85,135.39,135.35,135.96,136.69,138.65,139.78,141.72,145.57,146.62,148.31,151.32,152.48,154.72,155.66,156.39,156.91
155.18,155.73,156.68,155.22,154.24,152.99,150.96,148.34,147.47,145.47,144.35,142.17,141.99,139.16,139.30,138.05,138.47,137.34,137.43,137.29,137.30,138.49,138.74,139.47,140.23,141.90,143.01,143.07,145.83,147.07,148.67,151.81,152.61,154.89,155.51,156.48,156.99
155.13,155.68,157.07,155.50,154.26,153.39,151.76,149.94,148.73,147.18,145.15,143.00,141.97,140.13,139.94,138.48,139.06,137.26,137.31,138.04,137.53,138.87,139.74,139.81,141.10,142.45,144.27,144.85,147.05,148.96,151.03,152.23,153.07,154.92,155.45,156.43,157.35
154.93,156.01,157.20,156.71,154.81,153.64,151.64,149.46,148.04,146.36,143.75,141.55,140.66,138.45,138.60,137.05,137.97,135.50,135.82,136.95,136.00,136.77,137.65,137.80,139.17,140.81,142.57,143.54,146.44,148.25,150.51,152.24,153.80,154.36,155.39,156.52,157.26
155.98,156.59,157.19,156.63,154.63,152.89,150.89,148.52,147.10,144.81,141.71,138.62,137.27,134.60,135.25,133.17,134.78,131.78,132.07,134.05,132.48,132.80,133.24,133.59,134.72,136.76,139.43,141.70,145.54,147.26,150.06,152.10,153.71,154.31,156.42,156.85,157.34
155.90,156.49,156.62,156.31,154.39,152.07,149.97,146.19,144.99,141.96,139.79,136.25,135.16,132.47,132.86,130.88,132.75,129.64,129.77,131.36,129.56,130.58,130.95,131.09,131.99,134.29,135.94,138.62,143.45,144.56,147.74,151.00,153.32,154.69,156.38,156.64,156.70
155.91,156.39,156.78,155.09,153.41,151.20,149.60,145.65,144.40,141.39,139.31,135.62,134.81,131.59,132.11,129.63,131.38,128.46,128.59,130.00,128.48,130.09,130.20,130.61,131.66,134.28,135.51,138.25,143.00,144.19,147.03,150.27,152.27,154.72,156.24,156.66,156.86
154.73,155.60,156.46,155.07,153.32,151.29,149.66,145.73,144.22,141.37,139.12,135.81,134.20,131.41,131.85,129.16,130.68,127.85,128.09,129.32,127.83,129.26,130.09,129.73,131.37,133.76,135.34,137.69,142.30,143.71,146.33,149.65,151.81,154.57,155.40,156.46,156.70
154.59,155.55,156.58,155.11,153.16,151.33,149.81,145.78,144.17,140.80,138.44,134.44,133.30,130.45,131.09,128.46,130.53,127.25,127.55,129.30,127.75,129.12,129.14,129.62,130.98,133.46,134.61,137.18,142.04,143.73,146.50,149.67,151.58,154.19,155.31,156.20,156.67
154.38,155.28,156.32,155.37,153.40,151.29,148.92,145.63,144.21,140.55,138.18,134.28,133.15,130.50,130.89,128.46,130.38,127.46,127.82,128.97,127.36,128.82,128.77,129.05,130.41,133.07,134.45,136.76,141.83,143.21,146.07,149.34,151.20,153.64,155.13,155.91,156.46
154.25,154.97,156.17,154.86,153.10,151.11,148.79,145.16,143.73,140.47,138.29,134.26,133.16,129.88,130.60,127.97,130.07,127.17,126.91,128.69,127.20,128.79,128.65,129.25,130.82,133.86,134.61,136.87,141.54,142.99,145.78,149.07,151.00,153.49,154.63,155.71,156.41
154.19,155.16,156.12,154.75,152.86,150.69,148.76,145.41,143.49,140.31,137.80,133.88,132.75,130.10,130.25,127.72,129.62,126.78,127.09,128.69,126.80,128.55,128.89,129.06,130.21,132.89,134.08,136.55,141.49,143.03,145.77,149.35,151.10,153.49,154.76,155.79,156.36
154.52,155.17,156.09,154.69,153.00,150.97,148.67,144.80,143.34,140.21,137.95,133.73,132.79,129.71,130.27,127.85,129.80,126.65,126.90,128.47,127.12,128.30,128.33,128.77,130.07,132.52,133.95,136.61,141.69,142.88,145.91,149.26,150.97,153.40,155.08,155.77,156.23
154.45,155.12,156.15,154.65,152.78,150.81,148.51,144.71,143.22,140.09,137.68,133.93,133.11,129.75,130.47,127.76,129.83,126.77,126.76,128.42,126.76,128.62,128.45,128.81,130.19,132.52,134.14,136.53,141.43,143.03,145.77,148.99,151.12,153.62,154.92,155.72,156.22
154.40,154.96,156.10,154.74,152.94,150.76,148.81,145.02,143.41,139.97,137.48,133.66,132.62,129.67,130.24,127.46,129.66,126.51,126.73,128.46,126.95,128.20,128.01,128.36,129.59,132.50,133.71,136.25,141.46,143.19,146.40,149.16,151.07,153.45,154.96,155.76,156.27
154.36,155.35,156.24,154.94,153.00,150.70,148.60,144.81,143.20,139.85,137.54,133.67,132.49,129.40,130.27,127.41,129.26,126.37,126.64,128.23,126.56,128.09,128.08,128.41,129.69,132.41,133.85,136.23,141.09,142.98,145.71,149.14,151.20,153.50,154.92,155.95,156.43
154.44,155.45,156.41,154.90,152.94,150.68,148.48,144.97,143.38,140.00,137.49,133.71,132.83,130.09,130.23,127.93,129.15,126.35,126.74,127.84,126.58,128.21,128.01,128.73,130.26,132.46,133.81,136.43,141.40,143.05,145.95,149.34,151.37,153.74,154.90,155.93,156.59
154.43,155.38,156.23,154.83,152.68,150.65,148.67,145.19,143.57,139.88,137.47,133.36,132.31,129.66,130.46,127.79,129.30,125.83,126.36,128.00,126.32,127.82,127.95,128.19,129.99,132.22,133.83,136.05,141.45,143.23,146.10,149.50,151.19,153.48,154.88,155.87,156.44
154.43,155.26,156.32,154.99,153.01,150.62,149.06,145.19,143.52,140.03,137.69,133.40,132.39,129.66,130.08,127.19,129.20,126.12,126.27,128.17,126.37,127.89,128.07,128.39,129.82,132.47,133.87,136.49,141.38,143.08,146.05,149.54,151.29,153.61,155.16,156.01,156.44
154.78,155.21,156.18,154.66,153.00,150.76,149.25,144.98,143.52,140.03,137.81,133.77,133.09,130.30,130.84,127.70,129.44,126.22,126.83,128.56,126.56,128.28,128.47,128.75,130.06,132.90,134.39,137.07,141.81,143.34,146.36,149.51,151.44,153.69,155.25,156.01,156.30
154.25,155.18,156.07,154.59,152.88,150.83,149.12,145.13,143.95,140.60,137.89,134.45,133.39,130.12,130.45,127.77,129.86,126.51,127.04,128.37,126.65,128.34,128.39,128.86,129.97,132.80,134.13,137.00,141.77,143.79,146.58,149.52,151.36,153.31,154.86,155.85,156.32
154.38,155.11,156.09,154.78,153.03,151.46,148.96,144.94,143.63,140.25,138.05,134.31,133.47,130.11,130.53,127.68,129.86,127.25,127.18,128.42,127.23,128.61,128.69,128.96,130.16,133.06,134.40,137.16,141.94,143.08,146.16,149.48,151.21,153.49,154.90,155.88,156.32
154.27,155.21,156.23,154.57,152.78,151.37,149.06,144.97,143.56,140.43,138.08,134.60,133.89,130.18,130.72,128.42,130.65,127.52,127.19,129.38,127.18,129.03,129.24,129.79,130.60,133.41,134.41,137.23,142.08,143.42,145.99,149.32,151.23,153.46,155.18,155.85,156.23
154.18,155.11,156.15,154.66,152.89,151.23,148.71,145.45,143.90,140.71,138.53,134.76,133.77,130.57,131.21,128.91,130.63,127.68,127.53,129.02,127.43,129.09,129.34,129.49,130.75,132.83,134.61,137.08,142.58,143.75,146.00,149.42,151.40,153.74,154.93,155.96,156.42
154.30,155.23,156.23,154.65,153.31,151.38,148.93,145.20,143.53,140.84,138.45,134.27,133.14,130.62,131.32,129.04,130.36,127.88,127.73,129.48,127.87,129.41,129.41,129.44,130.85,133.01,134.47,137.08,141.83,143.58,146.07,149.44,151.22,153.73,154.96,155.91,156.37
154.37,155.75,156.09,154.74,153.30,150.97,149.03,145.14,143.74,141.04,138.57,134.39,133.77,131.05,131.72,129.60,131.05,128.16,128.91,130.11,128.56,130.18,129.95,130.03,131.22,133.41,134.67,136.92,142.25,143.98,146.64,149.69,151.30,153.71,154.96,155.99,156.44
154.52,155.16,156.22,154.91,153.58,151.19,149.18,145.53,144.65,141.79,138.50,135.10,134.36,131.35,131.69,129.42,131.17,128.51,128.59,130.37,128.42,129.81,130.04,129.99,131.18,134.02,135.05,137.52,142.78,144.23,146.66,149.67,151.34,153.85,154.83,155.96,156.32
154.53,155.47,156.17,154.92,153.69,151.45,149.28,145.70,144.55,141.04,138.57,135.59,134.19,131.28,131.90,129.77,131.41,128.03,128.68,130.27,128.48,130.06,129.96,130.30,131.42,134.24,135.37,137.60,142.29,143.77,146.79,149.90,151.66,153.85,154.96,156.12,156.37
154.79,155.56,156.22,155.03,153.41,151.44,149.33,145.97,144.83,141.11,139.41,135.73,134.27,131.78,132.68,130.00,131.48,129.22,129.09,130.49,129.32,130.91,130.73,130.78,132.25,134.45,135.69,138.25,142.63,144.06,147.01,150.19,151.38,154.02,155.27,156.28,156.49
154.72,155.38,156.36,155.08,153.28,151.64,149.76,146.08,144.93,142.01,140.14,136.09,134.39,132.06,132.79,129.92,131.69,129.25,129.02,131.08,129.22,130.79,130.58,130.79,132.39,134.77,136.17,139.18,143.30,144.28,147.11,150.43,151.72,154.12,155.27,156.08,156.57
154.72,155.45,156.42,155.33,153.34,151.59,149.50,145.95,144.81,141.93,139.69,135.94,134.55,132.28,132.97,130.49,132.52,129.78,129.82,131.37,129.59,130.98,130.91,131.16,132.45,134.88,135.87,138.46,143.54,144.31,147.18,150.40,151.97,153.94,155.36,156.01,156.70
154.77,155.59,156.47,155.07,153.35,151.50,149.54,146.23,144.98,141.97,140.05,136.34,135.42,133.03,133.74,131.57,133.07,130.72,131.17,132.01,130.58,132.16,131.75,132.06,133.32,135.59,136.38,138.91,143.80,144.74,147.40,150.45,151.91,154.15,155.32,156.23,156.72
