236.79,237.42,237.36,237.52,237.10
236.63,237.04,237.39,237.56,237.28
236.34,236.93,237.28,237.54,237.24
236.30,236.92,237.21,237.49,237.09
236.37,236.86,237.16,237.41,236.95
236.32,236.86,237.14,237.32,236.92
236.40,237.02,237.21,237.25,236.76
236.40,236.99,237.19,237.25,236.95
236.27,236.97,237.23,237.21,236.75
236.37,236.89,237.15,237.16,236.83
236.32,236.95,237.11,237.16,236.84
236.30,236.77,237.12,237.15,236.79
236.39,236.86,237.11,237.23,236.75
236.27,236.91,237.02,237.27,236.79
236.29,236.83,237.03,237.22,236.66
236.33,236.92,237.09,237.31,236.83
236.29,236.95,237.06,237.18,236.76
236.36,236.89,237.04,237.23,236.66
236.41,236.83,237.11,237.21,236.74
236.38,237.02,237.20,237.24,236.89
236.47,236.93,237.29,237.20,236.71
236.47,237.15,237.43,237.40,236.98
236.83,237.30,237.42,237.47,237.05
236.67,237.18,237.33,237.54,237.08
236.71,237.08,237.36,237.40,237.06
236.41,236.89,237.33,237.29,237.10
236.66,237.11,237.43,237.42,237.05
236.72,237.06,237.39,237.42,237.15
236.73,237.09,237.29,237.53,237.24
236.62,236.98,237.27,237.53,237.22
236.63,237.17,237.37,237.42,237.08
