85.89,87.05,87.69,88.21,88.82,89.09,89.45,89.75,89.94,90.30,90.30,89.94,89.75,89.45,89.09,88.82,88.21,87.69,87.05,85.89
86.00,87.00,87.64,88.30,88.88,89.11,89.53,89.75,90.05,90.31,90.31,90.05,89.75,89.53,89.11,88.88,88.30,87.64,87.00,86.00
85.88,86.98,87.63,88.30,88.84,89.14,89.47,89.66,89.99,90.24,90.24,89.99,89.66,89.47,89.14,88.84,88.30,87.63,86.98,85.88
86.00,87.14,87.79,88.37,88.96,89.13,89.51,89.75,89.93,90.27,90.27,89.93,89.75,89.51,89.13,88.96,88.37,87.79,87.14,86.00
86.24,87.19,87.68,88.38,88.86,89.10,89.43,89.72,90.01,90.21,90.21,90.01,89.72,89.43,89.10,88.86,88.38,87.68,87.19,86.24
86.07,87.03,87.59,88.29,88.72,89.11,89.34,89.66,90.00,90.25,90.25,90.00,89.66,89.34,89.11,88.72,88.29,87.59,87.03,86.07
85.92,86.95,87.57,88.20,88.78,89.08,89.41,89.78,90.01,90.22,90.22,90.01,89.78,89.41,89.08,88.78,88.20,87.57,86.95,85.92
85.73,86.87,87.52,88.20,88.73,89.09,89.45,89.67,90.06,90.18,90.18,90.06,89.67,89.45,89.09,88.73,88.20,87.52,86.87,85.73
85.78,86.83,87.53,88.12,88.86,89.04,89.49,89.75,89.99,90.36,90.36,89.99,89.75,89.49,89.04,88.86,88.12,87.53,86.83,85.78
85.73,86.83,87.52,88.24,88.75,89.13,89.37,89.71,89.97,90.31,90.31,89.97,89.71,89.37,89.13,88.75,88.24,87.52,86.83,85.73
85.72,86.89,87.51,88.20,88.78,89.00,89.40,89.72,90.01,90.29,90.29,90.01,89.72,89.40,89.00,88.78,88.20,87.51,86.89,85.72
85.85,86.78,87.48,88.26,88.79,89.10,89.48,89.64,89.92,90.33,90.33,89.92,89.64,89.48,89.10,88.79,88.26,87.48,86.78,85.85
85.83,86.89,87.71,88.18,88.72,89.09,89.34,89.75,90.04,90.26,90.26,90.04,89.75,89.34,89.09,88.72,88.18,87.71,86.89,85.83
85.94,86.89,87.55,88.23,88.68,89.09,89.47,89.69,90.07,90.21,90.21,90.07,89.69,89.47,89.09,88.68,88.23,87.55,86.89,85.94
85.95,86.88,87.51,88.20,88.73,89.12,89.50,89.68,89.91,90.27,90.27,89.91,89.68,89.50,89.12,88.73,88.20,87.51,86.88,85.95
85.77,86.83,87.56,88.21,88.71,89.10,89.43,89.68,90.01,90.27,90.27,90.01,89.68,89.43,89.10,88.71,88.21,87.56,86.83,85.77
85.72,86.83,87.60,88.27,88.67,89.10,89.43,89.65,90.11,90.24,90.24,90.11,89.65,89.43,89.10,88.67,88.27,87.60,86.83,85.72
85.80,86.82,87.44,88.31,88.75,89.10,89.32,89.62,89.91,90.27,90.27,89.91,89.62,89.32,89.10,88.75,88.31,87.44,86.82,85.80
85.77,86.94,87.59,88.19,88.75,89.07,89.42,89.76,89.99,90.14,90.14,89.99,89.76,89.42,89.07,88.75,88.19,87.59,86.94,85.77
85.79,86.92,87.55,88.25,88.74,88.99,89.44,89.70,90.07,90.19,90.19,90.07,89.70,89.44,88.99,88.74,88.25,87.55,86.92,85.79
85.91,86.85,87.55,88.17,88.76,89.15,89.46,89.84,89.98,90.26,90.26,89.98,89.84,89.46,89.15,88.76,88.17,87.55,86.85,85.91
85.89,86.89,87.71,88.25,88.73,89.12,89.46,89.68,90.02,90.23,90.23,90.02,89.68,89.46,89.12,88.73,88.25,87.71,86.89,85.89
85.73,87.03,87.65,88.26,88.75,88.99,89.38,89.81,90.03,90.27,90.27,90.03,89.81,89.38,88.99,88.75,88.26,87.65,87.03,85.73
85.85,87.04,87.61,88.21,88.87,89.07,89.35,89.72,90.01,90.37,90.37,90.01,89.72,89.35,89.07,88.87,88.21,87.61,87.04,85.85
85.88,86.98,87.50,88.26,88.84,89.11,89.40,89.79,90.01,90.23,90.23,90.01,89.79,89.40,89.11,88.84,88.26,87.50,86.98,85.88
85.82,86.83,87.55,88.26,88.85,89.12,89.44,89.70,90.02,90.27,90.27,90.02,89.70,89.44,89.12,88.85,88.26,87.55,86.83,85.82
85.88,86.98,87.60,88.28,88.96,89.20,89.49,89.77,90.00,90.35,90.35,90.00,89.77,89.49,89.20,88.96,88.28,87.60,86.98,85.88
85.93,86.99,87.68,88.40,88.88,89.20,89.47,89.72,90.06,90.29,90.29,90.06,89.72,89.47,89.20,88.88,88.40,87.68,86.99,85.93
85.94,87.01,87.79,88.49,89.02,89.13,89.40,89.77,90.05,90.23,90.23,90.05,89.77,89.40,89.13,89.02,88.49,87.79,87.01,85.94
86.11,87.19,87.76,88.45,88.86,89.16,89.46,89.84,90.05,90.27,90.27,90.05,89.84,89.46,89.16,88.86,88.45,87.76,87.19,86.11
86.32,87.19,87.79,88.48,88.91,89.06,89.55,89.76,90.04,90.31,90.31,90.04,89.76,89.55,89.06,88.91,88.48,87.79,87.19,86.32
87.88,88.84,89.48,89.96,90.51,90.83,91.09,91.49,91.73,91.86,91.86,91.73,91.49,91.09,90.83,90.51,89.96,89.48,88.84,87.88
88.00,88.87,89.48,89.99,90.45,90.76,91.01,91.38,91.72,92.01,92.01,91.72,91.38,91.01,90.76,90.45,89.99,89.48,88.87,88.00
87.91,88.94,89.51,90.01,90.56,90.72,91.06,91.37,91.68,91.90,91.90,91.68,91.37,91.06,90.72,90.56,90.01,89.51,88.94,87.91
87.96,88.94,89.49,89.94,90.53,90.85,91.19,91.39,91.72,91.96,91.96,91.72,91.39,91.19,90.85,90.53,89.94,89.49,88.94,87.96
87.94,88.94,89.41,89.96,90.57,90.92,91.07,91.44,91.76,91.86,91.86,91.76,91.44,91.07,90.92,90.57,89.96,89.41,88.94,87.94
87.99,88.91,89.56,89.93,90.46,90.75,91.16,91.38,91.75,91.94,91.94,91.75,91.38,91.16,90.75,90.46,89.93,89.56,88.91,87.99
87.83,88.88,89.40,89.91,90.47,90.70,91.00,91.44,91.66,91.93,91.93,91.66,91.44,91.00,90.70,90.47,89.91,89.40,88.88,87.83
87.74,88.91,89.41,89.88,90.42,90.80,91.04,91.46,91.70,91.97,91.97,91.70,91.46,91.04,90.80,90.42,89.88,89.41,88.91,87.74
87.83,88.79,89.48,89.90,90.51,90.79,91.04,91.47,91.67,91.93,91.93,91.67,91.47,91.04,90.79,90.51,89.90,89.48,88.79,87.83
87.90,88.78,89.43,89.89,90.35,90.77,91.01,91.38,91.75,91.88,91.88,91.75,91.38,91.01,90.77,90.35,89.89,89.43,88.78,87.90
87.85,88.71,89.44,89.81,90.48,90.75,91.01,91.48,91.76,91.92,91.92,91.76,91.48,91.01,90.75,90.48,89.81,89.44,88.71,87.85
87.68,88.73,89.34,89.80,90.46,90.80,90.93,91.38,91.74,91.95,91.95,91.74,91.38,90.93,90.80,90.46,89.80,89.34,88.73,87.68
87.82,88.79,89.40,89.93,90.38,90.73,91.01,91.34,91.65,91.88,91.88,91.65,91.34,91.01,90.73,90.38,89.93,89.40,88.79,87.82
87.89,88.80,89.38,89.94,90.44,90.67,91.07,91.35,91.59,91.85,91.85,91.59,91.35,91.07,90.67,90.44,89.94,89.38,88.80,87.89
87.92,88.75,89.38,89.93,90.34,90.73,91.03,91.31,91.69,91.90,91.90,91.69,91.31,91.03,90.73,90.34,89.93,89.38,88.75,87.92
87.71,88.75,89.36,89.89,90.36,90.74,91.09,91.42,91.72,91.92,91.92,91.72,91.42,91.09,90.74,90.36,89.89,89.36,88.75,87.71
87.84,88.73,89.40,89.92,90.37,90.70,91.00,91.44,91.71,91.96,91.96,91.71,91.44,91.00,90.70,90.37,89.92,89.40,88.73,87.84
87.66,88.79,89.33,89.84,90.38,90.68,91.05,91.39,91.69,91.96,91.96,91.69,91.39,91.05,90.68,90.38,89.84,89.33,88.79,87.66
87.74,88.71,89.33,89.96,90.37,90.78,90.96,91.33,91.70,91.91,91.91,91.70,91.33,90.96,90.78,90.37,89.96,89.33,88.71,87.74
87.84,88.71,89.41,89.98,90.35,90.77,91.01,91.35,91.77,91.94,91.94,91.77,91.35,91.01,90.77,90.35,89.98,89.41,88.71,87.84
87.89,88.80,89.41,89.84,90.40,90.69,91.07,91.40,91.68,91.88,91.88,91.68,91.40,91.07,90.69,90.40,89.84,89.41,88.80,87.89
88.03,88.83,89.36,89.97,90.44,90.83,91.03,91.40,91.72,91.90,91.90,91.72,91.40,91.03,90.83,90.44,89.97,89.36,88.83,88.03
87.94,88.86,89.47,89.97,90.38,90.74,90.93,91.50,91.71,91.84,91.84,91.71,91.50,90.93,90.74,90.38,89.97,89.47,88.86,87.94
88.10,88.80,89.55,89.98,90.44,90.85,91.06,91.36,91.74,91.84,91.84,91.74,91.36,91.06,90.85,90.44,89.98,89.55,88.80,88.10
87.95,88.82,89.43,90.00,90.47,90.76,91.11,91.46,91.68,91.94,91.94,91.68,91.46,91.11,90.76,90.47,90.00,89.43,88.82,87.95
87.80,88.79,89.37,90.15,90.42,90.77,91.08,91.46,91.68,91.93,91.93,91.68,91.46,91.08,90.77,90.42,90.15,89.37,88.79,87.80
87.78,88.78,89.48,89.97,90.58,90.98,91.26,91.44,91.67,91.90,91.90,91.67,91.44,91.26,90.98,90.58,89.97,89.48,88.78,87.78
87.90,89.00,89.56,90.13,90.52,90.79,91.15,91.47,91.76,91.97,91.97,91.76,91.47,91.15,90.79,90.52,90.13,89.56,89.00,87.90
87.97,88.94,89.70,90.16,90.52,90.94,91.06,91.41,91.79,91.90,91.90,91.79,91.41,91.06,90.94,90.52,90.16,89.70,88.94,87.97
88.08,89.11,89.68,90.15,90.72,90.89,91.13,91.39,91.80,91.96,91.96,91.80,91.39,91.13,90.89,90.72,90.15,89.68,89.11,88.08
88.24,89.35,89.71,90.21,90.67,90.89,91.19,91.41,91.70,91.90,91.90,91.70,91.41,91.19,90.89,90.67,90.21,89.71,89.35,88.24
