167.61,168.16,166.81,164.82,164.00,161.58,161.86,161.38,160.12,159.29,158.30,157.10,156.95,156.58,155.67,155.31,155.37,155.08,154.53,154.18,154.23,154.00,153.30,153.16,153.62,153.55,154.69,153.73,153.01,153.31,153.23,154.82,153.77,152.93,152.85,154.54,154.72,153.13,152.69,151.12,152.39,153.05,152.66,151.70,151.37,150.74,151.24,151.34,150.92,150.92,151.46,151.73,151.45,151.75,151.57,151.61,150.74,151.23,151.86,151.92,152.93,152.63,152.02,152.55,152.65,154.44,153.30,152.94,152.56,154.71,155.12,153.96,153.62,152.46,153.64,154.12,154.46,153.70,153.33,152.86,153.51,153.80,153.92,154.26,155.13,155.43,155.30,155.99,156.55,157.05,156.87,158.10,158.89,159.33,161.10,161.74,162.00,164.06,164.44,166.84,167.41,167.60
166.41,166.59,165.92,163.62,162.49,160.01,159.82,159.36,157.83,157.18,155.85,155.00,154.25,153.97,153.11,152.75,152.72,152.41,151.92,151.73,151.67,152.03,150.53,150.38,150.47,150.87,152.09,151.68,150.39,150.51,150.98,152.47,152.11,150.18,150.05,152.00,152.75,150.84,149.86,149.08,150.20,150.85,150.00,149.82,149.17,148.41,148.75,148.69,148.57,148.91,149.30,149.16,148.94,148.92,149.13,149.59,148.38,148.40,148.93,149.48,150.55,150.31,149.65,149.56,150.59,152.29,152.11,150.17,150.00,152.27,152.93,151.38,150.60,150.17,151.13,152.27,151.46,151.23,151.04,150.49,150.99,151.35,150.98,151.74,152.02,152.64,152.84,153.59,154.15,155.07,154.39,155.15,156.41,157.14,159.03,159.73,159.82,161.54,162.82,164.95,165.74,166.17
165.53,165.71,164.63,162.33,161.03,158.73,158.82,157.80,156.11,155.37,154.56,153.73,153.11,152.40,151.40,150.75,150.84,150.13,149.82,149.48,149.37,149.82,149.28,148.61,148.54,148.87,150.35,149.79,148.95,148.63,148.84,150.76,150.16,148.52,148.40,150.42,150.82,148.87,149.07,147.71,148.57,148.73,148.41,147.53,147.36,147.47,147.65,147.24,147.17,147.07,147.40,146.93,146.96,147.26,147.52,147.89,147.31,147.20,147.27,147.89,149.32,148.83,147.97,148.05,148.34,150.78,150.06,148.66,148.44,150.55,151.25,149.52,149.55,148.49,149.77,149.79,149.51,148.89,148.97,149.30,149.40,149.52,149.58,149.92,150.40,150.31,151.04,151.41,152.17,153.14,152.91,153.96,154.80,155.75,157.90,158.48,158.82,160.47,161.59,164.11,164.67,164.84
163.16,163.04,162.64,159.43,158.05,156.00,155.52,154.21,152.12,151.43,151.19,149.32,149.53,148.22,147.43,146.75,146.34,146.28,145.23,144.70,145.28,145.82,144.80,144.47,143.84,144.29,146.65,146.31,145.06,145.06,144.91,147.46,146.90,144.95,144.63,145.67,147.22,145.20,144.76,143.74,144.82,144.85,143.61,142.83,143.92,143.38,144.07,143.26,142.77,142.54,142.60,142.89,142.88,142.45,142.64,143.85,143.00,142.84,142.70,142.64,145.18,145.29,144.40,143.78,144.14,146.87,146.94,144.59,144.45,146.16,147.46,145.57,145.00,144.62,145.68,145.42,144.26,144.13,145.20,144.67,145.53,144.82,144.85,145.18,145.89,146.07,146.41,146.60,147.53,149.05,148.76,149.49,150.71,151.50,154.81,155.47,155.32,156.94,158.78,161.78,162.26,162.66
161.13,160.81,160.46,156.40,154.64,152.55,153.14,149.93,148.25,147.81,147.80,145.40,145.51,144.28,143.88,142.92,141.95,141.52,141.26,140.98,140.69,141.39,140.64,141.42,140.04,140.10,142.25,142.98,141.48,141.56,141.56,143.94,144.03,141.34,141.55,142.47,143.92,140.69,140.79,140.20,141.83,140.11,139.49,139.51,140.62,139.01,139.64,139.26,138.54,138.55,137.74,138.10,138.55,138.08,138.31,139.73,138.92,140.15,138.31,138.78,140.77,142.07,140.38,140.64,140.63,143.47,143.38,141.09,141.25,142.48,144.69,141.18,141.20,140.96,142.24,140.63,140.30,140.48,142.09,140.59,141.24,141.20,140.97,141.20,141.32,141.89,142.33,142.81,143.66,145.09,145.00,146.43,146.88,147.66,150.93,152.58,152.45,154.48,156.00,159.77,160.54,160.50
158.43,157.99,157.69,153.20,151.12,149.08,149.30,145.64,143.83,143.30,141.71,140.75,140.09,140.50,138.44,138.06,136.94,136.37,136.67,135.39,135.70,136.57,136.50,136.50,135.48,135.13,137.61,138.95,137.17,137.03,136.90,139.74,139.49,136.62,137.12,138.16,139.90,135.48,136.56,136.26,137.19,134.88,133.78,135.42,134.78,134.18,134.29,135.36,133.93,133.37,133.09,133.24,134.25,132.75,133.41,134.62,134.51,134.91,133.69,133.48,136.03,137.99,136.36,136.13,135.80,138.80,139.37,136.48,137.11,138.66,140.13,136.47,137.14,137.16,138.38,135.76,135.12,136.51,136.34,136.15,136.11,137.20,135.96,136.50,136.26,137.50,138.16,137.82,138.78,140.70,140.64,141.41,142.75,143.53,146.38,148.99,149.00,150.70,153.11,157.10,158.09,158.21
155.78,155.07,155.28,149.10,147.07,145.45,145.63,140.53,138.80,138.08,136.63,135.52,134.22,133.52,132.88,133.14,133.15,132.21,131.47,129.59,129.81,130.77,131.08,131.52,131.23,129.21,131.30,134.03,132.48,132.67,131.52,134.87,133.66,131.71,132.60,133.94,135.17,129.94,131.67,131.52,133.03,128.94,128.62,129.82,129.15,128.77,128.14,127.89,127.06,128.53,129.16,128.76,128.76,126.96,127.71,128.61,129.05,129.42,129.27,127.90,129.98,132.63,131.20,131.32,130.90,134.66,133.72,131.52,132.70,133.98,135.93,130.88,132.55,132.23,133.76,130.12,129.75,131.55,130.95,130.41,129.75,129.80,129.60,130.85,132.22,132.80,133.28,131.98,133.18,134.73,135.49,136.86,138.07,138.38,141.22,144.96,144.64,146.41,149.63,154.19,154.88,155.50
151.27,150.72,151.29,142.45,139.74,137.58,137.84,131.75,130.31,130.41,128.54,126.39,125.85,123.61,124.35,125.81,124.13,123.89,122.68,121.20,121.13,121.79,122.17,123.72,123.83,120.23,121.45,126.30,125.12,125.07,123.91,128.37,127.46,125.16,125.87,127.24,129.23,122.31,123.95,123.46,124.43,119.92,119.60,121.83,120.93,119.43,119.42,117.10,118.88,120.49,120.49,120.66,119.56,118.47,118.48,119.74,120.24,121.56,122.08,118.99,119.77,125.17,123.43,124.28,123.31,127.69,127.13,125.16,126.34,127.32,130.02,123.16,125.51,124.42,125.72,120.99,120.78,123.62,122.70,121.59,121.67,119.77,121.16,123.54,123.58,124.71,124.80,124.21,124.32,125.82,127.01,129.04,130.62,129.82,131.78,138.23,137.92,139.46,144.27,149.53,150.79,150.95
148.16,147.71,147.72,139.26,136.66,134.81,133.34,127.18,125.43,125.85,122.74,120.61,119.56,118.01,118.37,120.53,117.43,117.31,116.97,115.96,115.18,115.28,116.09,117.51,119.34,115.02,114.41,121.06,119.89,120.54,117.72,122.05,121.22,119.42,120.15,120.72,122.48,116.77,119.16,118.73,117.88,114.29,114.73,117.13,114.61,113.28,112.51,111.71,113.15,115.60,113.40,113.42,114.09,112.98,113.13,112.80,113.86,115.01,117.42,113.41,113.41,119.76,119.07,119.78,117.00,121.63,121.06,119.44,120.48,121.00,123.41,117.84,120.03,119.94,119.38,115.54,116.11,118.76,116.38,115.19,114.82,114.09,115.43,118.63,116.44,117.78,118.89,118.75,118.99,119.52,121.43,123.18,126.15,125.20,126.82,134.44,134.80,136.36,140.19,146.51,147.12,147.90
147.20,146.01,145.99,137.76,135.29,133.76,130.86,125.83,124.38,124.85,120.40,118.65,117.09,115.76,115.68,117.80,114.59,115.07,114.47,112.49,111.92,111.97,115.03,115.39,118.30,113.31,112.46,117.83,117.35,117.40,114.96,118.92,118.23,116.75,117.28,117.63,119.24,114.04,116.36,116.13,114.01,111.98,112.66,115.70,111.57,110.50,109.60,109.04,109.86,112.98,110.56,111.61,111.46,109.61,108.88,109.44,112.97,112.98,116.27,111.67,110.74,116.63,115.97,116.66,114.17,119.03,118.08,116.89,117.73,118.08,119.75,115.08,117.09,117.02,115.74,113.58,114.50,117.37,113.48,112.70,111.63,111.67,112.74,116.30,113.97,115.49,116.12,115.38,115.67,116.81,120.47,121.48,125.50,124.03,125.13,132.59,133.31,134.97,138.51,145.16,145.81,146.60
