215.96,216.20,216.30,216.23,215.92
215.90,216.16,216.36,216.23,216.01
215.97,216.20,216.36,216.23,216.16
215.82,216.12,216.33,216.19,216.00
215.90,216.16,216.31,216.19,216.00
215.86,216.26,216.43,216.21,215.88
215.89,216.24,216.34,216.14,215.83
215.98,216.23,216.35,216.09,215.89
215.90,216.23,216.38,216.11,215.84
215.81,216.04,216.25,216.12,215.85
215.84,216.10,216.23,216.11,215.83
215.81,216.02,216.20,215.99,215.85
215.88,216.15,216.36,216.04,215.82
215.83,216.09,216.24,216.03,215.79
215.80,216.07,216.22,216.11,215.79
215.79,216.08,216.29,216.07,215.77
215.83,216.01,216.29,216.09,215.84
215.80,216.13,216.25,216.04,215.80
215.87,216.10,216.27,216.18,215.89
215.81,216.15,216.32,216.22,215.92
215.87,216.25,216.34,216.23,215.94
215.91,216.16,216.37,216.16,215.97
216.01,216.25,216.27,216.17,215.93
215.94,216.24,216.29,216.17,215.98
215.98,216.15,216.38,216.20,215.98
216.03,216.22,216.38,216.24,215.95
215.94,216.22,216.32,216.21,215.92
216.05,216.19,216.27,216.25,216.02
215.98,216.16,216.36,216.20,215.96
215.94,216.16,216.36,216.24,216.04
215.99,216.19,216.32,216.14,215.96
