261.24,261.86,261.99,261.71,260.52
261.17,261.81,262.08,261.68,260.52
261.41,262.02,262.13,261.82,260.47
261.74,262.20,262.30,261.83,260.46
261.63,261.99,262.07,261.99,261.00
261.23,261.83,262.19,262.19,261.44
261.13,261.78,262.02,261.87,261.42
261.00,261.71,261.96,261.88,261.09
261.02,261.69,261.90,261.51,260.32
261.01,261.65,262.03,261.65,260.41
260.95,261.73,261.95,261.66,260.40
260.97,261.81,261.90,261.63,260.29
260.99,261.79,261.85,261.65,260.39
260.93,261.74,261.88,261.58,260.45
261.04,261.74,261.84,261.50,260.42
260.99,261.76,261.81,261.67,260.37
261.05,261.72,261.97,261.57,260.37
261.00,261.64,261.80,261.46,260.26
261.00,261.70,261.98,261.59,260.37
261.09,261.84,261.95,261.63,260.35
261.28,261.97,262.09,261.64,260.57
261.26,261.86,262.16,261.79,260.57
261.19,261.91,262.10,261.71,260.53
261.24,261.91,262.02,261.65,260.47
261.16,261.83,261.91,261.80,260.50
261.16,261.96,262.07,261.82,260.58
261.36,261.97,262.06,261.92,260.91
261.19,262.08,262.12,261.76,260.68
261.41,262.04,262.32,261.84,260.69
261.36,262.09,262.28,262.00,260.87
261.52,262.06,262.15,262.05,260.77
