188.61,188.38,187.73,187.69,186.79,184.03,181.40,175.49,172.08,164.80,156.60,150.34,148.24,150.73,157.77,166.83,173.50,177.97,182.84,184.82,187.78,188.49,188.42,187.74,187.69
187.04,187.07,185.94,185.99,185.14,181.82,177.95,170.72,163.40,150.15,135.53,122.78,119.36,125.54,139.67,154.33,166.27,173.07,179.84,182.60,186.17,187.06,187.21,185.80,186.15
185.33,185.65,184.65,183.95,182.57,179.20,172.92,165.41,157.18,142.96,127.07,115.10,111.93,117.68,132.01,147.58,160.68,169.07,175.95,179.82,184.06,185.19,185.74,184.84,184.07
183.55,184.52,183.76,182.11,180.99,176.84,170.56,163.21,154.86,141.19,125.19,113.20,109.22,115.69,130.05,145.60,158.59,167.24,174.21,178.00,182.27,183.70,184.59,183.85,182.62
181.90,182.90,182.42,180.47,179.50,175.88,170.00,162.54,154.76,140.30,123.35,111.67,108.06,113.02,128.04,144.61,157.87,166.08,173.08,177.06,181.02,181.90,183.04,182.45,181.07
181.72,182.78,181.80,180.16,178.83,175.15,169.30,162.18,152.82,138.08,121.06,108.29,105.04,111.29,126.02,143.40,157.17,165.67,172.49,176.57,180.40,181.56,182.62,181.97,180.68
181.37,182.10,181.65,179.91,178.56,175.00,168.69,161.11,152.57,138.04,121.40,108.80,105.56,111.85,126.69,143.19,156.39,164.95,172.14,176.23,180.02,181.40,182.25,181.57,180.51
181.15,181.98,181.22,179.42,178.42,174.58,168.40,160.61,152.43,138.91,122.63,111.49,107.80,114.14,127.42,143.58,156.26,164.47,171.94,175.69,179.69,181.01,182.02,181.32,179.94
180.78,181.84,181.00,179.51,178.09,174.25,168.37,160.80,152.42,136.73,119.59,107.14,103.19,109.86,125.07,142.36,155.65,164.48,171.65,175.46,179.45,180.78,181.90,181.15,179.94
180.74,181.63,181.15,179.30,177.90,174.02,168.06,160.20,151.81,137.06,120.15,107.96,104.23,110.74,125.22,142.09,155.60,164.49,171.21,175.22,179.31,180.60,181.75,181.02,179.88
180.56,181.49,180.86,179.12,177.69,174.00,167.86,160.16,151.74,137.73,121.11,109.00,105.32,111.29,126.11,142.59,155.78,164.03,171.51,175.28,179.28,180.68,181.47,180.77,179.72
180.38,181.22,180.76,178.87,177.75,173.85,167.77,160.04,151.33,136.90,118.74,106.42,102.42,109.25,124.49,141.47,155.63,164.36,171.12,175.08,179.22,180.47,181.39,180.76,179.72
180.55,181.26,180.60,178.91,177.53,173.90,167.56,160.25,151.25,136.76,119.38,107.32,103.73,109.43,124.97,141.58,155.26,163.67,171.03,174.67,179.03,180.43,181.30,180.75,179.46
180.46,181.46,180.46,178.72,177.48,173.89,167.64,159.87,151.54,137.11,119.86,108.38,105.04,110.73,125.08,141.86,155.05,163.71,171.26,175.05,179.01,180.33,181.37,180.63,179.63
180.19,181.24,180.48,178.93,177.48,173.96,167.31,159.88,150.98,136.16,119.21,106.07,102.54,108.96,124.06,141.00,154.87,163.67,170.90,175.00,178.92,180.20,181.14,180.64,179.50
180.19,181.40,180.52,178.94,177.27,173.66,167.59,159.83,151.27,136.59,119.77,106.50,103.61,109.52,124.65,141.34,155.11,163.67,170.81,174.84,178.90,180.01,181.28,180.56,179.48
180.20,181.47,180.49,178.85,177.57,173.86,167.73,159.95,151.39,136.73,120.22,107.92,104.50,111.16,125.52,141.95,154.96,163.76,170.91,174.65,179.07,180.11,181.18,180.65,179.36
180.12,181.13,180.25,178.75,177.72,173.62,167.77,160.03,151.15,135.91,119.28,106.12,102.38,108.94,124.08,141.03,154.93,164.02,171.14,174.79,178.88,179.98,181.04,180.51,179.37
180.61,181.36,180.43,179.01,177.27,173.65,167.22,160.04,151.36,136.48,119.00,106.95,102.95,109.63,124.46,141.52,154.93,163.63,170.66,174.71,178.87,180.15,181.42,180.65,179.48
180.18,181.16,180.63,178.80,177.62,173.76,167.36,159.68,150.91,136.69,119.73,107.83,104.31,110.58,125.16,141.58,155.42,163.59,170.77,174.79,178.94,180.30,181.29,180.97,179.45
180.24,181.12,180.43,178.73,177.60,173.65,168.36,160.16,150.97,136.07,119.10,106.47,102.65,108.92,124.35,141.53,155.60,164.14,171.33,174.78,178.87,180.27,181.11,180.56,179.21
180.28,181.34,180.53,178.94,177.67,173.61,167.53,159.91,151.19,136.99,119.26,106.56,102.98,109.64,125.05,141.82,155.17,163.63,170.90,174.78,179.05,180.27,181.46,180.76,179.58
180.24,181.45,180.85,178.91,177.82,173.65,167.84,160.10,151.76,137.20,120.11,107.61,104.57,111.07,125.12,141.75,155.49,163.89,170.95,175.25,179.09,180.25,181.25,180.95,179.68
180.19,181.29,180.48,179.06,177.63,174.09,168.59,161.04,152.25,137.13,119.39,106.45,103.04,109.57,125.04,141.65,155.87,164.48,171.48,175.38,179.35,180.36,181.39,180.66,179.50
180.68,182.06,181.37,179.43,178.06,174.31,168.04,160.71,151.80,136.79,119.99,106.64,103.00,109.64,125.29,142.19,155.81,164.26,171.38,175.85,179.82,180.82,182.01,181.67,180.14
182.29,183.04,182.73,180.90,178.94,174.54,168.29,160.54,151.63,136.92,120.66,108.14,104.79,110.92,125.98,142.54,155.79,164.45,171.56,176.45,180.40,182.05,183.14,183.02,181.28
183.23,183.79,183.71,181.74,180.44,175.95,170.17,161.61,152.07,137.78,121.45,108.28,103.70,110.36,125.54,142.17,156.68,165.27,173.35,177.42,181.26,183.13,183.81,183.87,182.24
183.60,184.23,183.65,182.64,181.65,177.41,172.15,164.52,154.99,139.05,120.84,108.22,104.26,110.74,126.23,144.31,159.34,167.48,175.07,178.89,182.14,183.61,184.44,183.81,183.00
183.47,184.19,183.49,182.33,182.23,178.77,174.23,166.84,159.06,145.13,128.01,114.56,110.54,117.60,133.23,149.51,162.61,169.50,176.44,179.42,182.91,183.46,184.37,183.70,182.88
183.12,184.24,183.13,182.42,181.55,178.84,174.69,169.69,163.71,150.10,135.11,122.45,118.46,125.42,140.17,154.36,166.52,172.48,177.29,179.70,182.88,183.18,184.43,183.24,183.02
183.41,185.02,183.94,182.60,182.08,179.68,174.36,170.42,164.61,155.09,144.13,133.04,130.73,136.67,148.69,158.38,167.66,173.55,177.14,179.62,182.84,183.43,184.89,183.98,183.06
183.50,184.71,184.51,182.57,181.85,180.42,175.16,172.75,166.77,159.26,151.37,145.83,144.84,147.72,154.01,162.30,169.48,175.45,178.27,180.95,182.85,183.41,184.73,184.66,183.28
183.66,185.01,185.10,182.96,181.89,180.91,176.84,174.41,170.95,168.30,163.75,163.54,163.67,163.65,165.14,170.09,173.37,176.89,178.86,181.35,182.69,183.52,184.77,185.33,183.48
184.15,185.13,184.85,183.53,182.59,181.50,179.28,175.16,172.39,168.32,160.57,158.23,156.87,157.75,162.04,169.12,173.38,177.34,180.21,181.89,183.24,184.27,184.99,185.12,184.13
184.99,184.65,184.13,184.12,183.17,180.51,177.92,171.72,167.99,160.11,151.34,144.30,142.02,144.85,152.22,162.30,169.57,174.31,179.29,181.18,183.78,184.89,184.87,184.22,184.44
184.92,184.78,183.70,183.89,182.70,179.23,175.18,168.13,160.32,146.61,131.89,118.82,115.42,121.60,135.97,150.82,163.27,170.30,177.28,180.11,183.79,184.76,185.07,183.67,184.08
183.66,183.89,182.98,182.23,180.90,177.29,170.87,163.26,154.80,140.56,124.28,112.15,109.05,114.95,129.31,145.06,158.43,166.86,173.88,177.84,182.28,183.50,183.96,183.13,182.44
182.24,183.10,182.46,180.81,179.52,175.31,169.04,161.68,153.18,139.24,123.13,111.07,107.16,113.59,128.13,143.75,156.92,165.53,172.54,176.43,181.04,182.09,183.23,182.53,181.34
180.93,181.78,181.30,179.41,178.38,174.66,168.53,161.24,153.31,138.78,121.84,110.18,106.34,111.44,126.56,143.11,156.62,164.71,172.04,176.02,179.89,180.68,181.67,181.24,180.00
180.70,181.62,180.79,179.19,177.88,174.20,168.29,161.34,151.96,137.20,119.95,107.30,103.75,110.07,124.96,142.48,156.23,164.69,171.63,175.59,179.51,180.71,181.59,180.99,179.76
180.63,181.42,180.73,179.36,177.63,174.02,168.14,160.42,151.56,137.24,120.51,107.94,104.55,110.90,125.99,142.40,155.75,164.22,171.33,175.24,179.27,180.52,181.57,180.95,179.66
180.50,181.41,180.58,178.84,177.74,173.88,167.84,159.99,151.95,138.19,122.25,110.82,107.23,113.42,126.84,143.01,155.84,163.95,171.16,175.22,179.06,180.27,181.23,180.90,179.46
180.22,181.29,180.59,178.87,177.47,173.84,167.93,160.34,151.68,136.18,118.98,106.56,102.47,109.36,124.62,141.76,155.20,164.00,170.95,174.94,179.01,180.12,181.32,180.62,179.35
180.21,181.31,180.60,178.69,177.40,173.73,167.57,159.94,151.32,136.61,119.70,107.59,103.61,110.24,124.83,141.67,155.31,163.96,170.69,174.79,178.86,180.25,181.17,180.67,179.38
180.31,181.15,180.17,178.90,177.29,173.60,167.60,159.64,151.34,137.23,120.70,108.71,105.16,110.92,125.76,142.01,155.35,163.72,171.24,174.97,178.90,180.18,181.15,180.40,179.35
180.18,180.91,180.22,178.75,177.45,173.32,167.38,159.81,151.03,136.37,118.40,106.07,101.77,108.88,124.13,141.24,155.17,163.90,170.87,174.87,178.81,179.96,180.93,180.55,179.40
