181.95,181.99,181.91,181.89,181.82,181.52,181.01,180.57,179.61,178.28,177.37,176.72,176.81,177.35,178.76,179.71,180.29,180.77,181.30,181.67,181.89,181.94,182.01,181.96,181.86
181.77,181.85,181.87,181.72,181.41,181.09,180.48,179.96,178.93,177.50,176.45,175.79,175.70,176.70,178.19,179.22,179.84,180.47,181.03,181.42,181.67,181.79,181.88,181.85,181.71
181.59,181.44,181.52,181.45,181.15,180.83,180.24,179.70,178.68,177.31,176.49,175.64,175.56,176.64,178.08,179.04,179.69,180.33,180.85,181.20,181.54,181.60,181.47,181.49,181.45
181.53,181.38,181.41,181.37,181.02,180.72,180.18,179.71,178.68,177.30,176.61,175.81,175.65,176.62,178.00,179.02,179.64,180.32,180.75,181.10,181.48,181.51,181.42,181.44,181.39
181.37,181.20,181.26,181.19,180.87,180.59,179.99,179.62,178.56,177.23,176.27,175.54,175.40,176.44,177.95,178.92,179.53,180.14,180.63,181.05,181.35,181.40,181.23,181.27,181.16
181.34,181.22,181.20,181.19,180.87,180.55,179.98,179.57,178.55,177.28,176.27,175.53,175.48,176.44,178.00,178.96,179.48,180.02,180.55,180.94,181.27,181.33,181.24,181.23,181.15
181.30,181.17,181.22,181.15,180.86,180.56,180.06,179.56,178.63,177.37,176.61,175.84,175.79,176.76,178.02,178.91,179.50,180.11,180.54,181.01,181.30,181.31,181.21,181.22,181.16
181.26,181.11,181.20,181.14,180.90,180.55,179.95,179.58,178.51,177.24,176.28,175.53,175.31,176.43,177.95,178.89,179.48,180.06,180.58,180.92,181.24,181.26,181.14,181.18,181.12
181.28,181.12,181.20,181.18,180.81,180.47,179.95,179.52,178.56,177.20,176.32,175.52,175.44,176.50,177.95,178.93,179.47,180.01,180.50,180.90,181.21,181.28,181.18,181.21,181.20
181.29,181.13,181.20,181.16,180.87,180.50,179.98,179.54,178.62,177.55,176.65,175.74,175.64,176.65,178.11,179.02,179.45,180.02,180.54,180.95,181.21,181.24,181.15,181.20,181.15
181.30,181.14,181.18,181.13,180.83,180.49,179.95,179.52,178.55,177.31,176.36,175.39,175.29,176.48,177.95,178.93,179.41,179.95,180.50,180.88,181.20,181.26,181.19,181.21,181.14
181.28,181.17,181.24,181.15,180.90,180.48,179.92,179.44,178.48,177.26,176.22,175.42,175.30,176.34,177.93,178.87,179.45,179.98,180.48,180.89,181.21,181.25,181.17,181.20,181.15
181.31,181.09,181.17,181.09,180.81,180.47,179.95,179.53,178.62,177.32,176.41,175.58,175.49,176.47,177.99,179.01,179.48,179.98,180.48,180.90,181.21,181.25,181.11,181.17,181.12
181.29,181.10,181.16,181.09,180.87,180.56,179.98,179.59,178.56,177.21,176.31,175.43,175.27,176.40,177.91,178.93,179.46,180.05,180.53,180.88,181.18,181.22,181.13,181.18,181.12
181.30,181.16,181.13,181.08,180.79,180.52,179.99,179.47,178.50,177.25,176.25,175.41,175.31,176.34,177.89,178.89,179.42,180.01,180.45,180.92,181.24,181.27,181.19,181.17,181.12
181.23,181.10,181.13,181.09,180.81,180.48,179.98,179.47,178.57,177.29,176.36,175.57,175.42,176.45,177.93,178.94,179.45,179.99,180.50,180.86,181.19,181.23,181.14,181.18,181.10
181.22,181.10,181.19,181.10,180.81,180.53,179.92,179.49,178.53,177.24,176.29,175.45,175.32,176.40,177.90,178.97,179.41,180.02,180.49,180.92,181.21,181.20,181.08,181.19,181.04
181.25,181.12,181.17,181.10,180.81,180.45,179.92,179.62,178.58,177.21,176.25,175.38,175.28,176.44,177.90,178.93,179.43,179.98,180.52,180.90,181.22,181.28,181.15,181.19,181.10
181.20,181.06,181.10,181.05,180.75,180.46,179.93,179.55,178.56,177.31,176.35,175.63,175.37,176.55,177.98,178.95,179.55,180.02,180.55,180.89,181.14,181.21,181.09,181.17,181.07
181.27,181.13,181.15,181.09,180.80,180.56,180.00,179.57,178.56,177.25,176.25,175.39,175.58,176.37,177.90,178.93,179.45,180.13,180.56,180.91,181.21,181.27,181.13,181.20,181.13
181.33,181.19,181.22,181.12,180.85,180.56,179.98,179.57,178.61,177.34,176.31,175.44,175.33,176.32,177.87,178.92,179.53,180.09,180.63,180.95,181.27,181.28,181.20,181.22,181.12
181.40,181.29,181.36,181.21,180.83,180.60,180.05,179.55,178.52,177.28,176.37,175.49,175.47,176.49,177.96,178.96,179.45,180.07,180.58,180.97,181.28,181.35,181.28,181.33,181.22
181.52,181.41,181.50,181.37,180.99,180.65,180.05,179.59,178.49,177.19,176.33,175.54,175.43,176.46,177.91,178.94,179.46,179.96,180.63,181.04,181.42,181.52,181.49,181.52,181.44
181.58,181.45,181.52,181.45,181.02,180.72,180.17,179.71,178.61,177.23,176.30,175.49,175.32,176.39,177.98,179.02,179.52,180.18,180.78,181.08,181.50,181.58,181.53,181.52,181.47
181.55,181.42,181.47,181.38,181.20,180.82,180.31,179.92,178.82,177.48,176.49,175.59,175.48,176.46,178.10,179.18,179.66,180.40,180.85,181.20,181.55,181.50,181.44,181.48,181.43
181.58,181.37,181.43,181.36,181.18,180.88,180.32,180.08,179.07,177.81,176.87,175.81,175.68,176.78,178.36,179.39,179.89,180.49,180.91,181.25,181.53,181.58,181.38,181.44,181.35
181.48,181.38,181.40,181.35,181.12,180.84,180.42,180.12,179.32,178.16,177.00,176.16,176.05,177.18,178.55,179.64,180.06,180.48,180.96,181.27,181.47,181.50,181.40,181.43,181.39
181.50,181.39,181.37,181.36,181.12,180.87,180.37,180.14,179.32,178.36,177.41,176.76,176.55,177.67,178.81,179.80,180.14,180.50,180.96,181.22,181.50,181.49,181.43,181.41,181.35
181.57,181.45,181.46,181.38,181.16,180.92,180.41,180.18,179.37,178.48,177.64,177.17,176.88,177.93,179.09,179.96,180.20,180.56,180.95,181.33,181.47,181.52,181.47,181.47,181.42
181.55,181.41,181.47,181.38,181.12,180.99,180.51,180.26,179.46,178.52,177.85,177.26,177.25,178.18,179.27,180.03,180.38,180.62,181.09,181.33,181.53,181.52,181.47,181.51,181.42
181.59,181.38,181.45,181.45,181.21,181.03,180.64,180.35,179.79,179.04,178.50,177.79,177.92,178.75,179.63,180.27,180.64,180.72,181.19,181.37,181.57,181.57,181.40,181.45,181.49
181.62,181.38,181.47,181.59,181.36,181.15,181.00,180.84,180.65,180.22,180.22,179.86,179.94,180.06,180.67,180.75,180.98,181.04,181.25,181.40,181.72,181.64,181.43,181.49,181.53
181.62,181.43,181.48,181.57,181.56,181.29,181.20,181.05,180.80,180.30,180.30,179.97,179.88,179.96,180.52,180.72,180.90,181.11,181.26,181.49,181.70,181.65,181.49,181.54,181.56
181.69,181.72,181.69,181.65,181.65,181.38,181.12,180.95,180.43,179.71,179.40,179.00,178.85,179.00,179.92,180.31,180.55,180.98,181.13,181.48,181.65,181.69,181.71,181.68,181.66
181.66,181.63,181.65,181.58,181.49,181.27,180.73,180.35,179.44,178.13,177.21,176.55,176.57,177.16,178.62,179.53,180.07,180.47,181.03,181.41,181.54,181.63,181.71,181.67,181.53
181.68,181.72,181.67,181.56,181.26,180.95,180.28,179.78,178.78,177.43,176.40,175.57,175.53,176.54,178.06,179.12,179.62,180.28,180.81,181.25,181.52,181.63,181.68,181.71,181.62
181.49,181.31,181.39,181.29,181.02,180.75,180.11,179.55,178.53,177.21,176.39,175.52,175.48,176.46,177.98,178.94,179.54,180.20,180.74,181.12,181.47,181.50,181.35,181.39,181.31
181.39,181.31,181.31,181.29,180.99,180.59,180.01,179.61,178.57,177.23,176.57,175.67,175.53,176.52,177.90,178.91,179.53,180.19,180.62,181.00,181.33,181.41,181.32,181.30,181.28
181.25,181.09,181.15,181.05,180.80,180.48,179.93,179.45,178.48,177.10,176.14,175.38,175.29,176.36,177.84,178.84,179.40,180.03,180.54,180.93,181.24,181.24,181.12,181.20,181.07
181.27,181.11,181.09,181.08,180.76,180.46,179.87,179.48,178.45,177.15,176.20,175.40,175.32,176.35,177.84,178.86,179.40,179.95,180.49,180.90,181.16,181.20,181.18,181.12,181.12
181.20,181.07,181.08,181.06,180.83,180.49,180.03,179.51,178.55,177.29,176.51,175.75,175.63,176.67,177.93,178.81,179.42,180.02,180.49,180.88,181.21,181.20,181.10,181.18,181.06
181.20,181.02,181.14,181.02,180.76,180.47,179.87,179.51,178.43,177.19,176.19,175.44,175.26,176.33,177.86,178.83,179.41,179.96,180.50,180.88,181.18,181.22,181.09,181.09,181.09
181.22,181.13,181.15,181.11,180.77,180.43,179.90,179.47,178.51,177.13,176.31,175.43,175.39,176.40,177.92,178.90,179.40,179.95,180.46,180.80,181.15,181.21,181.12,181.18,181.11
181.18,181.09,181.10,181.05,180.80,180.49,179.93,179.48,178.60,177.51,176.58,175.72,175.60,176.56,178.08,178.95,179.42,179.96,180.50,180.92,181.19,181.23,181.09,181.15,181.10
181.26,181.10,181.14,181.08,180.79,180.46,179.90,179.51,178.53,177.29,176.35,175.40,175.23,176.50,177.92,178.89,179.36,179.92,180.44,180.88,181.15,181.24,181.12,181.16,181.09
181.26,181.14,181.15,181.11,180.84,180.46,179.90,179.48,178.46,177.18,176.21,175.38,175.27,176.32,177.92,178.84,179.40,179.93,180.47,180.85,181.15,181.22,181.16,181.19,181.15
181.25,181.08,181.15,181.11,180.77,180.47,179.94,179.51,178.56,177.31,176.37,175.51,175.45,176.43,177.98,178.94,179.40,179.98,180.49,180.85,181.18,181.22,181.09,181.12,181.08
181.27,181.07,181.15,181.08,180.84,180.53,179.96,179.53,178.54,177.16,176.28,175.39,175.26,176.39,177.86,178.91,179.44,180.00,180.49,180.84,181.15,181.22,181.13,181.16,181.08
181.28,181.11,181.11,181.06,180.80,180.52,179.94,179.48,178.47,177.17,176.25,175.40,175.28,176.33,177.86,178.88,179.41,179.98,180.43,180.82,181.20,181.24,181.16,181.20,181.06
181.26,181.10,181.11,181.05,180.80,180.44,179.88,179.42,178.55,177.27,176.33,175.51,175.42,176.44,177.89,178.98,179.42,179.96,180.44,180.86,181.16,181.22,181.11,181.14,181.10
