241.43,241.58,241.66,241.66,241.60
241.50,241.50,241.59,241.68,241.54
241.49,241.61,241.68,241.69,241.60
241.57,241.64,241.64,241.71,241.59
241.54,241.54,241.65,241.72,241.68
241.60,241.54,241.62,241.60,241.64
241.63,241.55,241.59,241.63,241.58
241.48,241.53,241.61,241.66,241.55
241.47,241.52,241.63,241.68,241.54
241.38,241.57,241.64,241.67,241.56
241.47,241.51,241.62,241.63,241.60
241.49,241.52,241.55,241.72,241.49
241.45,241.58,241.59,241.64,241.54
241.42,241.47,241.70,241.69,241.58
241.47,241.54,241.64,241.65,241.58
241.46,241.51,241.60,241.65,241.58
241.47,241.53,241.65,241.68,241.58
241.46,241.49,241.63,241.66,241.60
241.53,241.55,241.73,241.67,241.54
241.65,241.61,241.61,241.72,241.64
241.55,241.68,241.67,241.83,241.69
241.59,241.66,241.71,241.72,241.61
241.56,241.53,241.65,241.71,241.63
241.46,241.61,241.62,241.65,241.60
241.55,241.56,241.72,241.69,241.64
241.46,241.58,241.62,241.70,241.54
241.59,241.59,241.65,241.74,241.58
241.60,241.55,241.69,241.74,241.57
241.55,241.60,241.61,241.72,241.60
241.50,241.61,241.56,241.68,241.62
241.55,241.59,241.67,241.72,241.60
