201.08,200.90,200.96,201.02,200.99,200.94,200.95,201.05,200.97,200.99,200.86,201.06,200.97,201.03,201.00,200.88,201.02,201.10,201.06,201.05,201.15,201.03,200.93,201.01,200.95,201.02,201.07,201.00,200.91,200.98,201.03
201.07,200.90,201.06,201.04,200.94,200.96,201.05,201.02,201.00,201.02,200.97,201.00,200.95,201.06,201.12,201.02,200.89,200.93,200.90,201.04,200.93,201.06,200.94,201.08,200.96,201.03,201.04,201.00,200.89,201.01,200.93
200.91,200.92,200.94,200.98,200.96,200.92,200.97,200.97,200.96,200.94,201.04,200.89,201.03,201.06,200.91,201.00,200.94,200.92,200.90,200.88,200.93,200.94,200.98,200.99,200.96,200.83,200.95,200.84,200.99,200.87,201.07
200.94,200.82,200.95,200.84,200.93,200.97,200.89,200.97,200.90,200.89,200.88,200.96,200.90,200.98,200.87,201.06,200.89,200.87,200.96,200.81,200.92,200.85,200.94,200.95,200.79,200.76,201.00,200.97,200.94,200.80,200.96
200.94,200.95,200.94,200.85,200.96,200.85,200.88,200.84,200.89,200.91,200.82,200.96,200.87,200.84,200.86,200.87,200.78,200.96,200.87,200.87,200.88,200.91,200.76,200.91,200.77,200.95,200.83,200.88,200.84,200.88,200.88
200.84,200.84,200.94,200.79,200.83,200.79,200.91,200.85,200.90,200.84,200.86,200.81,200.89,200.86,200.87,200.95,200.94,200.85,200.86,200.88,200.79,200.83,200.85,200.86,200.90,200.82,200.89,200.93,200.84,200.79,200.91
200.87,200.76,200.77,200.82,200.79,200.73,200.76,200.82,200.68,200.79,200.77,200.80,200.74,200.65,200.82,200.74,200.93,200.80,200.79,200.78,200.80,200.81,200.73,200.85,200.74,200.82,200.80,200.80,200.81,200.77,200.80
200.65,200.69,200.73,200.77,200.71,200.66,200.76,200.79,200.71,200.79,200.78,200.80,200.77,200.75,200.69,200.82,200.74,200.71,200.75,200.76,200.70,200.76,200.71,200.80,200.79,200.78,200.71,200.72,200.87,200.68,200.68
200.65,200.69,200.60,200.68,200.59,200.68,200.70,200.76,200.60,200.69,200.72,200.65,200.61,200.70,200.74,200.72,200.73,200.61,200.65,200.69,200.68,200.74,200.80,200.68,200.53,200.69,200.65,200.71,200.71,200.77,200.71
200.60,200.55,200.57,200.64,200.64,200.68,200.58,200.66,200.77,200.61,200.55,200.52,200.68,200.63,200.62,200.63,200.55,200.54,200.49,200.63,200.62,200.67,200.54,200.60,200.61,200.59,200.61,200.63,200.56,200.67,200.56
200.60,200.60,200.51,200.57,200.58,200.55,200.52,200.49,200.53,200.55,200.49,200.59,200.54,200.52,200.52,200.61,200.54,200.52,200.51,200.51,200.50,200.43,200.57,200.58,200.51,200.41,200.49,200.58,200.56,200.52,200.59
200.51,200.50,200.48,200.49,200.30,200.42,200.41,200.49,200.29,200.48,200.38,200.45,200.49,200.30,200.50,200.43,200.41,200.47,200.30,200.41,200.44,200.43,200.52,200.44,200.40,200.37,200.39,200.35,200.42,200.44,200.39
200.35,200.31,200.30,200.40,200.43,200.31,200.35,200.29,200.32,200.30,200.36,200.37,200.18,200.31,200.27,200.25,200.32,200.37,200.26,200.23,200.25,200.29,200.43,200.28,200.39,200.30,200.28,200.31,200.33,200.28,200.38
200.22,200.24,200.35,200.18,200.19,200.15,200.22,200.20,200.13,200.19,200.24,200.26,200.28,200.15,200.18,200.16,200.17,200.26,200.36,200.19,200.17,200.18,200.21,200.26,200.18,200.18,200.24,200.16,200.26,200.25,200.13
200.04,200.02,200.06,200.11,200.05,200.05,200.04,200.03,200.06,199.98,200.01,199.96,199.98,200.05,200.12,199.98,200.02,199.91,200.09,200.00,200.06,199.97,200.01,200.05,199.97,200.03,200.10,200.05,200.02,200.17,200.03
