212.60,212.66,212.78,212.77,212.81,212.83,212.68,212.72,212.81,212.78
212.58,212.62,212.49,212.60,212.54,212.57,212.70,212.60,212.60,212.59
212.41,212.43,212.45,212.44,212.41,212.31,212.27,212.34,212.35,212.43
212.17,212.15,212.27,212.22,212.28,212.33,212.25,212.25,212.29,212.26
212.02,211.97,211.97,212.00,212.01,211.95,211.94,212.04,211.95,212.09
211.79,211.69,211.65,211.71,211.78,211.81,211.81,211.72,211.70,211.75
