86.04,87.18,87.79,88.36,88.90,89.18,89.48,89.85,90.04,90.30,90.30,90.04,89.85,89.48,89.18,88.90,88.36,87.79,87.18,86.04
86.11,87.04,87.77,88.36,88.86,89.18,89.47,89.77,90.10,90.29,90.29,90.10,89.77,89.47,89.18,88.86,88.36,87.77,87.04,86.11
86.11,87.12,87.71,88.45,88.89,89.26,89.60,89.71,90.14,90.33,90.33,90.14,89.71,89.60,89.26,88.89,88.45,87.71,87.12,86.11
86.43,87.26,87.93,88.55,89.01,89.26,89.57,89.82,90.07,90.34,90.34,90.07,89.82,89.57,89.26,89.01,88.55,87.93,87.26,86.43
86.42,87.33,87.97,88.59,88.86,89.22,89.51,89.81,90.09,90.31,90.31,90.09,89.81,89.51,89.22,88.86,88.59,87.97,87.33,86.42
86.32,87.21,87.74,88.46,88.92,89.20,89.57,89.81,90.13,90.41,90.41,90.13,89.81,89.57,89.20,88.92,88.46,87.74,87.21,86.32
86.21,87.14,87.59,88.30,88.86,89.10,89.49,89.89,90.05,90.19,90.19,90.05,89.89,89.49,89.10,88.86,88.30,87.59,87.14,86.21
86.01,87.07,87.74,88.34,88.87,89.12,89.50,89.83,89.97,90.26,90.26,89.97,89.83,89.50,89.12,88.87,88.34,87.74,87.07,86.01
86.06,87.02,87.68,88.39,88.76,89.23,89.42,89.76,90.05,90.27,90.27,90.05,89.76,89.42,89.23,88.76,88.39,87.68,87.02,86.06
86.02,87.02,87.67,88.28,88.84,89.21,89.46,89.83,90.07,90.30,90.30,90.07,89.83,89.46,89.21,88.84,88.28,87.67,87.02,86.02
86.00,87.06,87.66,88.35,88.80,89.17,89.49,89.86,90.02,90.21,90.21,90.02,89.86,89.49,89.17,88.80,88.35,87.66,87.06,86.00
86.02,87.00,87.65,88.40,88.83,89.19,89.52,89.76,90.10,90.23,90.23,90.10,89.76,89.52,89.19,88.83,88.40,87.65,87.00,86.02
86.09,87.04,87.78,88.41,88.96,89.13,89.42,89.80,90.02,90.29,90.29,90.02,89.80,89.42,89.13,88.96,88.41,87.78,87.04,86.09
86.16,87.07,87.68,88.25,88.86,89.10,89.51,89.86,90.04,90.34,90.34,90.04,89.86,89.51,89.10,88.86,88.25,87.68,87.07,86.16
86.15,86.99,87.66,88.40,88.80,89.23,89.56,89.81,89.99,90.30,90.30,89.99,89.81,89.56,89.23,88.80,88.40,87.66,86.99,86.15
86.02,86.97,87.65,88.27,88.88,89.18,89.52,89.87,90.01,90.35,90.35,90.01,89.87,89.52,89.18,88.88,88.27,87.65,86.97,86.02
85.93,86.99,87.56,88.36,88.87,89.19,89.52,89.81,89.97,90.21,90.21,89.97,89.81,89.52,89.19,88.87,88.36,87.56,86.99,85.93
85.95,87.06,87.65,88.32,88.85,89.06,89.40,89.80,90.05,90.26,90.26,90.05,89.80,89.40,89.06,88.85,88.32,87.65,87.06,85.95
85.95,87.00,87.74,88.36,88.77,89.17,89.53,89.78,90.05,90.34,90.34,90.05,89.78,89.53,89.17,88.77,88.36,87.74,87.00,85.95
85.97,87.08,87.72,88.33,88.84,89.20,89.52,89.75,90.11,90.34,90.34,90.11,89.75,89.52,89.20,88.84,88.33,87.72,87.08,85.97
86.15,87.08,87.70,88.31,88.87,89.24,89.61,89.80,90.01,90.20,90.20,90.01,89.80,89.61,89.24,88.87,88.31,87.70,87.08,86.15
86.23,86.94,87.77,88.35,88.77,89.21,89.48,89.70,90.18,90.31,90.31,90.18,89.70,89.48,89.21,88.77,88.35,87.77,86.94,86.23
86.01,87.12,87.89,88.41,88.91,89.12,89.52,89.80,90.14,90.26,90.26,90.14,89.80,89.52,89.12,88.91,88.41,87.89,87.12,86.01
86.08,87.14,87.74,88.36,88.92,89.21,89.48,89.74,90.01,90.29,90.29,90.01,89.74,89.48,89.21,88.92,88.36,87.74,87.14,86.08
86.05,87.02,87.74,88.39,88.96,89.18,89.52,89.81,90.02,90.23,90.23,90.02,89.81,89.52,89.18,88.96,88.39,87.74,87.02,86.05
85.97,87.08,87.71,88.34,88.86,89.22,89.58,89.87,90.11,90.37,90.37,90.11,89.87,89.58,89.22,88.86,88.34,87.71,87.08,85.97
86.05,87.11,87.75,88.41,88.92,89.26,89.59,89.83,90.04,90.26,90.26,90.04,89.83,89.59,89.26,88.92,88.41,87.75,87.11,86.05
86.12,87.21,87.92,88.53,88.97,89.30,89.53,89.79,90.04,90.28,90.28,90.04,89.79,89.53,89.30,88.97,88.53,87.92,87.21,86.12
86.24,87.19,87.84,88.55,89.09,89.29,89.52,89.84,90.13,90.27,90.27,90.13,89.84,89.52,89.29,89.09,88.55,87.84,87.19,86.24
86.34,87.38,87.95,88.47,88.99,89.23,89.45,89.91,90.04,90.29,90.29,90.04,89.91,89.45,89.23,88.99,88.47,87.95,87.38,86.34
86.41,87.28,88.00,88.50,88.99,89.20,89.57,89.77,90.14,90.40,90.40,90.14,89.77,89.57,89.20,88.99,88.50,88.00,87.28,86.41
88.11,89.02,89.69,90.17,90.61,90.96,91.13,91.46,91.72,91.92,91.92,91.72,91.46,91.13,90.96,90.61,90.17,89.69,89.02,88.11
88.02,89.05,89.59,90.13,90.58,90.86,91.20,91.46,91.79,91.93,91.93,91.79,91.46,91.20,90.86,90.58,90.13,89.59,89.05,88.02
88.05,88.94,89.56,90.23,90.68,90.93,91.21,91.54,91.80,92.03,92.03,91.80,91.54,91.21,90.93,90.68,90.23,89.56,88.94,88.05
88.05,89.11,89.75,90.01,90.58,90.97,91.33,91.48,91.71,91.99,91.99,91.71,91.48,91.33,90.97,90.58,90.01,89.75,89.11,88.05
88.21,89.09,89.67,90.13,90.60,90.96,91.22,91.37,91.80,91.93,91.93,91.80,91.37,91.22,90.96,90.60,90.13,89.67,89.09,88.21
88.10,88.97,89.55,90.14,90.58,90.75,91.13,91.51,91.70,91.98,91.98,91.70,91.51,91.13,90.75,90.58,90.14,89.55,88.97,88.10
88.02,88.97,89.51,89.95,90.54,90.85,91.08,91.44,91.73,92.00,92.00,91.73,91.44,91.08,90.85,90.54,89.95,89.51,88.97,88.02
87.97,89.02,89.52,90.00,90.51,90.87,91.23,91.50,91.77,92.04,92.04,91.77,91.50,91.23,90.87,90.51,90.00,89.52,89.02,87.97
87.93,88.92,89.43,90.06,90.57,90.82,91.07,91.42,91.83,91.97,91.97,91.83,91.42,91.07,90.82,90.57,90.06,89.43,88.92,87.93
87.97,88.87,89.54,90.08,90.51,90.85,91.10,91.45,91.71,91.97,91.97,91.71,91.45,91.10,90.85,90.51,90.08,89.54,88.87,87.97
88.01,88.90,89.54,89.94,90.49,90.82,91.10,91.49,91.71,91.96,91.96,91.71,91.49,91.10,90.82,90.49,89.94,89.54,88.90,88.01
87.97,88.93,89.51,90.00,90.58,90.83,91.05,91.46,91.70,91.95,91.95,91.70,91.46,91.05,90.83,90.58,90.00,89.51,88.93,87.97
88.08,88.91,89.43,90.00,90.60,90.88,91.14,91.40,91.80,92.05,92.05,91.80,91.40,91.14,90.88,90.60,90.00,89.43,88.91,88.08
88.04,88.94,89.47,90.00,90.49,90.76,91.17,91.45,91.77,92.01,92.01,91.77,91.45,91.17,90.76,90.49,90.00,89.47,88.94,88.04
88.02,88.91,89.49,90.07,90.47,90.87,91.07,91.52,91.73,91.90,91.90,91.73,91.52,91.07,90.87,90.47,90.07,89.49,88.91,88.02
88.01,88.96,89.51,90.10,90.51,90.88,91.18,91.53,91.82,91.86,91.86,91.82,91.53,91.18,90.88,90.51,90.10,89.51,88.96,88.01
87.96,88.85,89.46,90.13,90.48,90.84,91.09,91.48,91.72,91.94,91.94,91.72,91.48,91.09,90.84,90.48,90.13,89.46,88.85,87.96
87.91,89.02,89.49,89.98,90.56,90.89,91.16,91.45,91.71,92.03,92.03,91.71,91.45,91.16,90.89,90.56,89.98,89.49,89.02,87.91
87.91,88.96,89.50,90.12,90.55,90.91,91.18,91.52,91.79,91.91,91.91,91.79,91.52,91.18,90.91,90.55,90.12,89.50,88.96,87.91
87.97,88.89,89.54,90.00,90.46,90.76,91.05,91.46,91.82,91.89,91.89,91.82,91.46,91.05,90.76,90.46,90.00,89.54,88.89,87.97
88.05,88.95,89.56,90.01,90.47,90.81,91.11,91.45,91.71,91.98,91.98,91.71,91.45,91.11,90.81,90.47,90.01,89.56,88.95,88.05
88.12,88.99,89.64,90.12,90.48,90.79,91.17,91.45,91.74,91.95,91.95,91.74,91.45,91.17,90.79,90.48,90.12,89.64,88.99,88.12
88.11,89.06,89.60,90.18,90.47,90.80,91.13,91.43,91.77,91.97,91.97,91.77,91.43,91.13,90.80,90.47,90.18,89.60,89.06,88.11
88.32,89.07,89.59,90.16,90.50,90.90,91.08,91.48,91.82,92.04,92.04,91.82,91.48,91.08,90.90,90.50,90.16,89.59,89.07,88.32
88.04,89.05,89.58,90.06,90.49,90.97,91.18,91.39,91.78,92.04,92.04,91.78,91.39,91.18,90.97,90.49,90.06,89.58,89.05,88.04
88.03,88.89,89.53,90.09,90.58,90.96,91.17,91.54,91.77,91.92,91.92,91.77,91.54,91.17,90.96,90.58,90.09,89.53,88.89,88.03
88.03,88.95,89.65,90.23,90.58,91.00,91.35,91.51,91.74,92.05,92.05,91.74,91.51,91.35,91.00,90.58,90.23,89.65,88.95,88.03
88.04,89.06,89.69,90.25,90.68,90.90,91.26,91.60,91.81,91.89,91.89,91.81,91.60,91.26,90.90,90.68,90.25,89.69,89.06,88.04
88.16,89.06,89.71,90.26,90.67,90.89,91.21,91.58,91.78,91.94,91.94,91.78,91.58,91.21,90.89,90.67,90.26,89.71,89.06,88.16
88.28,89.34,89.81,90.28,90.76,91.01,91.16,91.61,91.85,91.96,91.96,91.85,91.61,91.16,91.01,90.76,90.28,89.81,89.34,88.28
88.38,89.36,89.91,90.39,90.70,90.97,91.14,91.46,91.80,92.00,92.00,91.80,91.46,91.14,90.97,90.70,90.39,89.91,89.36,88.38
