197.56,197.48,197.46,197.54,197.52,197.60,197.70,197.59,197.47,197.44,197.52,197.58
197.24,197.14,197.10,197.08,197.12,197.30,197.28,197.14,197.10,197.01,197.12,197.23
196.79,196.61,196.56,196.53,196.81,196.99,196.98,196.71,196.70,196.49,196.63,196.80
196.15,195.79,195.72,195.93,196.11,196.60,196.48,196.30,195.91,195.73,196.00,196.13
195.02,194.71,194.49,194.70,195.19,195.86,195.89,195.37,194.82,194.61,194.57,195.21
193.48,192.95,192.62,192.52,193.23,194.83,194.55,193.51,192.96,192.64,192.77,193.47
190.70,190.52,190.17,189.41,189.88,192.01,192.04,190.09,189.55,190.11,190.34,190.90
183.52,183.09,182.50,183.09,183.57,186.55,187.21,183.67,183.08,183.17,182.67,183.84
168.81,172.37,170.06,168.70,161.71,146.44,150.40,162.72,168.42,172.50,170.33,169.77
157.41,163.18,160.24,155.65,145.22,130.54,133.36,145.21,156.41,163.28,160.56,157.63
148.45,155.60,153.15,146.45,138.04,125.03,130.84,135.16,147.78,155.88,153.46,148.77
143.35,148.49,146.79,139.81,133.65,126.27,129.47,131.65,142.33,148.68,147.47,141.77
139.18,144.94,141.72,135.30,130.27,121.17,125.59,126.28,138.64,144.62,142.03,137.49
137.42,141.26,140.35,132.83,128.21,119.27,123.12,123.90,136.07,141.24,140.64,134.73
135.23,140.59,137.67,132.34,126.73,120.75,124.87,124.07,133.77,140.47,137.89,134.61
134.22,140.11,136.77,132.18,126.10,116.84,120.62,123.26,133.07,139.54,136.90,134.16
134.96,140.09,137.05,131.35,125.23,117.22,119.56,121.69,132.74,139.49,137.29,133.22
134.42,139.90,136.48,131.42,126.19,119.96,123.04,122.61,133.23,139.06,136.88,133.49
133.36,139.38,136.37,131.20,125.32,116.33,119.56,122.53,132.29,139.30,136.38,133.34
134.12,139.79,136.40,130.72,124.74,116.58,119.16,121.21,132.87,139.58,136.78,132.97
134.02,139.66,136.22,131.26,125.98,120.31,122.92,122.72,133.14,139.20,136.53,132.92
133.53,139.15,135.85,130.99,125.45,115.99,119.66,122.00,132.07,138.96,136.20,132.94
133.56,140.25,135.67,130.37,125.01,115.99,118.81,121.00,133.00,139.20,136.10,132.27
134.08,139.54,136.22,131.08,126.53,120.30,123.61,122.20,132.86,139.42,136.59,132.89
133.13,139.15,135.84,130.77,125.12,116.23,119.66,121.93,132.60,138.79,136.14,132.63
133.60,139.94,135.69,130.64,124.88,115.82,118.58,121.82,132.62,139.10,136.27,132.60
133.87,139.23,136.20,131.05,126.50,121.48,123.86,122.63,132.90,139.35,136.40,133.08
133.25,139.13,135.93,130.71,125.66,116.33,119.75,121.97,132.25,139.02,136.27,132.75
133.70,139.49,136.54,130.90,124.76,116.23,118.96,121.78,132.67,139.23,136.48,132.70
134.10,139.60,136.57,131.15,127.53,121.93,125.05,122.71,133.41,139.18,136.86,133.22
133.81,139.27,136.44,131.05,125.86,117.20,120.06,122.25,132.53,139.42,136.63,132.99
134.37,139.90,136.46,131.31,125.51,116.80,119.37,121.81,133.22,139.74,136.88,133.21
135.27,140.65,137.42,132.57,128.12,123.15,125.11,124.04,134.40,140.22,137.90,133.53
134.77,140.59,137.40,132.14,127.02,117.60,121.14,123.11,133.66,140.17,137.57,134.20
135.65,141.57,137.82,132.71,126.41,117.78,120.46,123.40,134.33,141.56,138.04,134.97
138.08,142.70,139.67,133.85,128.79,121.07,124.75,125.02,136.88,142.57,139.89,135.68
138.08,144.12,140.87,135.99,129.49,121.54,123.27,126.37,137.03,144.10,141.75,137.26
141.86,147.85,143.84,139.00,132.90,122.52,125.20,129.86,140.63,147.42,144.20,140.81
151.12,157.00,155.28,148.87,143.46,130.41,133.08,139.58,150.29,156.65,155.46,150.63
165.61,166.68,165.79,162.46,164.73,174.68,174.28,160.27,164.26,166.11,166.56,163.56
176.04,175.74,174.24,173.91,177.04,184.62,184.05,174.15,174.49,174.48,174.83,175.21
184.19,182.47,180.77,182.90,184.86,189.21,186.59,182.89,182.25,181.55,181.63,184.16
189.23,188.02,186.91,188.37,188.98,191.32,190.40,187.59,188.06,187.60,187.05,189.02
191.76,191.94,191.01,192.67,191.72,192.92,192.22,192.25,191.13,192.10,191.35,193.55
194.18,194.73,193.44,194.63,193.81,194.27,194.28,193.85,193.66,194.74,193.70,195.05
195.61,195.45,195.34,195.22,195.65,195.65,195.09,194.97,195.46,195.36,195.30,195.69
195.96,195.86,195.66,195.85,196.34,196.37,196.21,195.88,196.05,195.99,195.80,195.84
196.16,196.02,196.01,196.08,196.25,196.40,196.45,196.16,196.15,196.23,196.14,196.27
196.25,196.00,195.98,196.09,196.09,196.23,196.34,196.06,196.07,195.88,195.90,196.27
195.78,195.71,195.51,195.73,195.95,196.17,196.16,195.81,195.60,195.67,195.77,195.89
195.13,194.78,194.76,195.01,195.27,195.71,195.78,195.32,194.90,194.69,194.96,195.32
194.11,193.79,193.56,193.69,194.21,195.02,195.16,194.45,193.74,193.26,193.62,194.17
192.53,191.81,191.56,191.24,191.97,193.30,193.45,192.31,191.56,191.45,191.70,192.47
188.77,188.45,188.36,187.31,187.61,190.39,190.77,187.81,187.73,187.99,188.73,188.88
178.83,179.06,177.41,178.39,177.82,181.99,182.51,178.44,178.63,178.84,177.65,178.79
164.19,168.79,166.28,163.87,155.15,138.12,141.56,155.85,163.61,169.09,166.40,165.74
153.85,160.26,157.26,151.95,141.84,128.38,131.69,141.17,152.75,160.48,157.70,153.87
146.65,153.45,151.05,143.36,136.95,125.24,131.19,134.24,146.20,153.57,151.17,145.03
140.66,147.17,144.60,137.98,132.26,123.96,126.74,129.63,140.14,147.11,145.25,139.79
138.17,143.59,140.64,134.32,128.82,119.98,123.80,125.34,137.23,143.28,141.21,135.64
136.20,141.18,139.63,133.47,127.51,119.36,122.67,124.28,135.48,140.76,139.81,135.55
135.10,140.54,136.89,132.13,126.79,119.49,122.77,123.57,133.58,140.16,137.90,133.77
133.93,140.39,136.42,131.33,125.53,116.79,119.71,122.40,133.04,139.98,137.05,133.14
134.89,139.91,137.00,131.71,126.41,117.03,120.12,122.27,133.66,139.66,137.40,133.95
133.82,139.54,136.23,131.15,125.89,118.33,122.15,122.58,132.83,139.25,136.52,132.88
