173.64,174.31,174.50,173.59,169.58,166.99,162.61,154.94,141.59,136.96,120.70,110.35,106.18,100.85,95.49,90.57,94.22,87.81,94.94,91.09,87.13,97.10,91.79,101.00,101.33,109.43,116.86,125.52,138.98,149.70,155.37,164.18,166.88,171.52,174.34,174.48,174.66
172.88,173.00,173.46,172.44,168.54,162.82,158.72,149.92,137.76,133.05,116.66,105.39,100.75,94.43,87.09,82.30,86.56,79.83,86.23,82.28,79.04,89.25,83.57,93.97,94.52,104.47,111.88,122.27,134.38,144.91,150.05,159.95,164.74,170.17,172.94,173.49,173.38
170.15,171.82,172.37,170.25,166.59,161.29,156.27,147.38,134.42,129.87,112.64,101.56,97.39,90.57,83.58,80.44,83.53,74.60,81.27,77.34,76.35,85.90,80.43,89.95,91.90,101.07,108.05,118.55,131.26,142.07,147.15,157.17,162.71,167.56,170.35,172.55,172.10
169.49,171.35,171.90,169.26,165.58,159.97,154.89,146.17,134.46,127.43,110.13,98.27,94.46,87.04,80.65,76.49,79.47,70.77,77.50,73.79,70.96,82.68,77.74,87.08,88.52,97.49,106.39,115.43,129.06,141.29,145.65,156.27,162.12,166.64,169.83,171.95,171.36
168.50,170.51,171.02,168.63,164.56,158.48,153.54,144.63,131.08,125.58,108.45,96.89,91.67,85.02,77.12,72.57,76.96,69.35,75.75,71.71,68.68,79.63,73.64,83.97,85.47,94.06,102.30,114.29,127.40,138.23,144.37,154.71,160.58,166.06,168.74,170.97,170.67
167.03,169.23,169.14,166.83,162.92,157.21,151.98,143.42,130.64,124.67,106.66,95.36,90.68,83.22,76.82,71.98,76.95,68.56,74.64,71.91,68.17,78.00,72.85,83.20,84.58,93.27,101.95,112.46,125.84,137.09,143.32,153.09,159.41,164.23,167.37,169.61,169.28
166.41,168.42,168.44,165.90,162.30,156.53,151.42,142.54,130.03,124.83,105.39,94.98,88.65,81.98,74.63,70.28,75.37,65.88,72.15,68.82,66.29,77.12,71.54,81.60,82.58,92.88,100.48,112.40,127.05,136.64,142.80,153.02,158.47,163.61,166.71,168.97,168.22
166.17,167.93,168.85,165.93,162.09,156.36,150.70,141.97,128.33,122.92,104.90,93.28,88.10,80.73,73.57,68.28,73.42,64.83,71.49,67.08,64.83,75.07,69.51,80.27,81.27,91.01,99.77,111.03,124.21,135.73,141.38,152.24,158.43,163.74,166.55,168.79,168.01
165.78,167.76,168.19,165.98,161.94,155.80,150.74,142.33,128.27,122.67,105.21,93.43,87.71,80.64,72.36,68.32,73.26,64.35,72.10,67.64,64.33,74.38,69.71,79.41,81.86,90.72,99.61,111.06,124.09,135.92,141.58,152.00,158.19,163.32,166.37,168.53,168.02
165.29,167.39,168.30,165.17,161.30,155.65,150.06,141.19,128.23,123.31,105.91,92.40,87.89,79.65,72.03,66.82,71.65,63.39,70.66,65.66,63.05,73.88,68.14,78.54,81.37,90.38,98.30,111.30,124.82,135.39,141.29,151.36,157.25,162.78,165.71,167.95,167.48
164.95,167.35,167.26,164.86,160.98,155.38,150.03,140.94,127.23,121.57,103.26,91.47,86.48,78.54,71.43,65.88,70.72,62.32,68.38,64.42,62.21,73.42,67.65,77.46,79.47,89.78,98.17,109.43,123.15,134.74,140.51,150.77,157.26,162.53,165.53,167.49,166.90
165.03,166.93,167.73,165.57,161.09,154.69,149.36,140.73,126.95,121.64,103.71,91.54,86.74,79.08,71.40,65.96,70.15,62.59,68.04,64.65,62.08,72.01,67.18,78.40,78.92,89.72,97.75,109.62,123.21,134.85,141.04,150.60,157.08,162.67,165.34,167.48,167.27
165.26,167.69,167.87,165.10,160.74,154.93,149.15,140.21,127.16,121.76,104.97,92.33,85.71,79.09,69.70,65.40,69.62,62.25,68.17,64.30,60.99,71.94,66.21,77.93,79.64,88.64,99.24,110.48,123.39,134.37,140.77,150.30,156.97,162.63,165.64,168.06,167.46
165.42,167.93,168.32,165.38,160.77,155.49,148.75,140.13,126.26,120.44,102.04,89.59,84.60,77.16,70.00,64.28,68.53,60.29,66.72,62.86,59.97,70.65,65.98,75.88,78.89,88.01,96.57,107.73,122.55,134.12,139.87,150.33,156.78,162.51,165.74,168.27,168.15
165.80,168.12,168.19,165.61,161.07,155.07,149.46,140.57,126.59,120.66,102.83,90.25,84.78,77.15,69.30,65.03,69.57,61.20,66.96,63.28,60.34,71.24,65.72,76.61,78.37,87.77,97.04,108.30,122.82,133.90,140.38,150.51,157.04,163.08,166.32,168.29,168.01
165.32,167.38,167.43,164.79,161.03,154.80,149.54,140.85,127.28,121.29,103.58,92.88,84.94,77.28,70.66,64.55,68.81,60.34,67.34,63.37,61.11,71.11,66.48,76.94,78.49,89.65,99.22,109.30,122.74,134.60,140.76,151.00,157.02,162.48,165.75,167.78,167.27
165.37,167.11,167.39,164.54,160.67,155.22,150.51,140.90,126.78,121.00,102.63,90.01,84.32,76.68,70.45,65.63,68.98,61.17,67.02,62.89,60.93,71.64,66.29,76.55,78.12,88.51,96.98,108.72,122.62,134.72,140.32,152.11,157.18,162.84,165.45,167.56,166.87
165.57,166.94,167.04,164.87,160.84,154.99,149.89,141.18,127.14,121.04,103.66,91.31,86.72,77.86,70.54,65.08,70.49,62.64,68.80,65.33,62.47,72.66,66.14,77.60,79.62,90.07,98.58,109.54,122.70,134.73,140.85,151.23,157.45,162.66,165.80,167.34,166.86
