187.02,186.97,186.97,186.99,187.01,186.94,186.94,187.01,187.02,186.97,187.01,186.96,187.02,186.97,186.99,187.04,187.09,186.99,187.07,187.02,187.07,187.00,187.00,187.05,186.97,187.05,187.04,187.05,187.11,187.08,186.92
187.06,187.10,186.94,187.05,187.02,186.99,186.96,186.99,186.98,186.98,186.95,186.88,186.98,186.99,186.93,187.08,187.00,186.98,186.99,186.98,186.93,186.98,186.95,187.00,187.05,186.96,186.99,187.01,186.96,186.99,187.04
186.97,186.95,187.05,187.02,186.95,187.00,187.01,186.92,186.97,186.97,186.86,186.90,186.96,186.89,186.94,186.99,186.88,187.02,186.98,187.00,187.01,187.05,186.98,186.96,187.05,187.02,186.99,186.86,186.92,186.90,186.93
186.86,187.02,186.86,186.97,186.91,186.87,186.96,186.97,186.95,186.86,186.90,187.00,186.95,186.97,186.85,186.85,186.82,186.90,186.90,186.95,186.93,187.03,186.97,186.93,186.97,186.83,186.89,186.98,187.06,186.90,186.97
186.91,186.95,186.81,186.87,186.86,186.81,186.94,186.85,186.85,186.92,186.77,186.91,187.03,186.81,186.75,186.90,186.88,186.87,186.84,186.76,186.92,186.91,186.84,186.90,186.99,186.96,187.01,186.94,186.87,186.83,186.92
186.84,186.82,186.74,186.89,186.88,186.83,186.84,186.87,186.81,186.78,186.84,186.78,186.88,186.74,186.84,186.80,186.93,186.76,186.76,186.88,186.84,186.85,186.91,186.86,186.82,186.86,186.86,186.73,186.88,186.85,186.80
186.76,186.80,186.80,186.79,186.78,186.80,186.74,186.82,186.82,186.76,186.81,186.80,186.86,186.74,186.83,186.88,186.76,186.86,186.85,186.87,186.79,186.82,186.83,186.67,186.79,186.82,186.82,186.87,186.80,186.76,186.86
186.70,186.73,186.83,186.78,186.77,186.71,186.78,186.76,186.76,186.81,186.71,186.65,186.80,186.76,186.68,186.78,186.75,186.68,186.80,186.69,186.85,186.73,186.80,186.75,186.89,186.68,186.89,186.79,186.80,186.75,186.69
186.64,186.66,186.69,186.74,186.64,186.66,186.68,186.71,186.71,186.66,186.73,186.70,186.69,186.74,186.76,186.59,186.64,186.74,186.72,186.72,186.59,186.80,186.73,186.69,186.66,186.71,186.71,186.83,186.72,186.71,186.75
186.55,186.68,186.69,186.62,186.71,186.64,186.60,186.58,186.60,186.60,186.63,186.53,186.58,186.61,186.69,186.57,186.66,186.71,186.62,186.75,186.63,186.55,186.63,186.55,186.57,186.83,186.54,186.72,186.59,186.67,186.66
186.58,186.59,186.48,186.50,186.52,186.54,186.49,186.58,186.47,186.50,186.56,186.63,186.42,186.54,186.54,186.58,186.44,186.53,186.52,186.41,186.55,186.53,186.42,186.54,186.56,186.47,186.52,186.45,186.44,186.44,186.56
186.43,186.49,186.49,186.51,186.50,186.41,186.51,186.42,186.35,186.29,186.26,186.47,186.47,186.53,186.43,186.36,186.33,186.47,186.46,186.44,186.52,186.48,186.35,186.45,186.41,186.46,186.54,186.52,186.52,186.50,186.40
186.40,186.44,186.28,186.28,186.35,186.43,186.24,186.35,186.32,186.20,186.31,186.26,186.31,186.34,186.21,186.24,186.36,186.25,186.35,186.28,186.33,186.29,186.22,186.37,186.38,186.34,186.31,186.33,186.42,186.36,186.33
186.19,186.21,186.25,186.18,186.24,186.17,186.26,186.26,186.24,186.30,186.03,186.26,186.30,186.17,186.13,186.24,186.24,186.19,186.12,186.17,186.19,186.09,186.21,186.12,186.22,186.20,186.26,186.20,186.18,186.23,186.21
186.09,186.12,186.07,186.10,186.05,186.11,185.93,186.05,186.02,185.99,185.97,185.92,185.99,186.01,186.06,186.06,186.03,186.11,186.05,186.09,186.12,185.94,186.09,186.23,186.16,186.06,186.12,186.09,186.05,186.07,186.15
