187.79,187.90,187.65,187.85,187.84,187.87,187.66,187.86,187.86,187.82
187.47,187.64,187.53,187.58,187.50,187.43,187.44,187.64,187.58,187.57
187.29,187.35,187.27,187.14,187.19,187.18,187.27,187.19,187.27,187.30
186.94,186.84,186.93,186.81,186.95,187.13,187.01,187.02,186.98,186.94
186.68,186.51,186.53,186.57,186.68,186.61,186.55,186.46,186.59,186.70
185.73,185.69,185.73,185.91,185.83,185.84,185.72,185.91,186.18,186.50
