Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,16.78,83.22,24098
Fixed South Facing Table,25,1.5,20,15,52287,0.0,0.0,100.0,24124
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,24121
Fixed South Facing Table,0,1.5,20,30,52287,0.0,19.67,80.33,23748
Fixed South Facing Table,25,1.5,20,30,52287,0.0,0.0,100.0,23818
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,23861
Fixed South Facing Table,0,1.5,20,45,52287,0.0,16.0,84.0,22246
Fixed South Facing Table,25,1.5,20,45,52287,0.0,0.0,100.0,22317
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,22442
Fixed South Facing Table,0,1.5,30,15,78431,0.0,35.31,64.69,36091
Fixed South Facing Table,25,1.5,30,15,78431,0.0,22.0,78.0,36112
Fixed South Facing Table,50,1.5,30,15,78431,0.0,0.0,100.0,36151
Fixed South Facing Table,0,1.5,30,30,78431,0.0,31.77,68.23,35528
Fixed South Facing Table,25,1.5,30,30,78431,0.0,21.23,78.77,35595
Fixed South Facing Table,50,1.5,30,30,78431,0.0,0.0,100.0,35718
Fixed South Facing Table,0,1.5,30,45,78431,0.0,27.54,72.46,33055
Fixed South Facing Table,25,1.5,30,45,78431,0.0,16.38,83.62,33230
Fixed South Facing Table,50,1.5,30,45,78431,0.0,0.0,100.0,33482
Fixed South Facing Table,0,1.5,40,15,104574,0.0,44.3,55.7,48116
Fixed South Facing Table,25,1.5,40,15,104574,0.0,33.82,66.18,48087
Fixed South Facing Table,50,1.5,40,15,104574,0.0,0.0,100.0,48170
Fixed South Facing Table,0,1.5,40,30,104574,0.07,40.98,58.95,47168
Fixed South Facing Table,25,1.5,40,30,104574,0.0,31.3,68.7,47265
Fixed South Facing Table,50,1.5,40,30,104574,0.0,0.46,99.54,47504
Fixed South Facing Table,0,1.5,40,45,104574,0.93,35.68,63.4,43754
Fixed South Facing Table,25,1.5,40,45,104574,0.0,25.13,74.87,44110
Fixed South Facing Table,50,1.5,40,45,104574,0.0,2.12,97.88,44501
Fixed South Facing Table,0,2.5,20,15,52287,0.0,0.0,100.0,24104
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,24123
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,24117
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,23782
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,23824
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,23878
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.0,100.0,22217
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,22342
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,22420
Fixed South Facing Table,0,2.5,30,15,78431,0.0,18.77,81.23,36122
Fixed South Facing Table,25,2.5,30,15,78431,0.0,0.0,100.0,36142
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,36131
Fixed South Facing Table,0,2.5,30,30,78431,0.0,20.69,79.31,35527
Fixed South Facing Table,25,2.5,30,30,78431,0.0,0.0,100.0,35575
Fixed South Facing Table,50,2.5,30,30,78431,0.0,0.0,100.0,35719
Fixed South Facing Table,0,2.5,30,45,78431,0.0,18.54,81.46,33077
Fixed South Facing Table,25,2.5,30,45,78431,0.0,0.0,100.0,33237
Fixed South Facing Table,50,2.5,30,45,78431,0.0,0.0,100.0,33496
Fixed South Facing Table,0,2.5,40,15,104574,0.0,40.12,59.88,48108
Fixed South Facing Table,25,2.5,40,15,104574,0.0,13.86,86.14,48124
Fixed South Facing Table,50,2.5,40,15,104574,0.0,0.0,100.0,48146
Fixed South Facing Table,0,2.5,40,30,104574,0.0,38.59,61.41,47164
Fixed South Facing Table,25,2.5,40,30,104574,0.0,17.51,82.49,47285
Fixed South Facing Table,50,2.5,40,30,104574,0.0,0.0,100.0,47506
Fixed South Facing Table,0,2.5,40,45,104574,0.0,35.94,64.06,43800
Fixed South Facing Table,25,2.5,40,45,104574,0.0,15.92,84.08,44068
Fixed South Facing Table,50,2.5,40,45,104574,0.0,0.0,100.0,44458
Fixed South Facing Table,0,2,20,15,52287,0.0,0.0,100.0,24104
Fixed South Facing Table,25,2,20,15,52287,0.0,0.0,100.0,24106
Fixed South Facing Table,50,2,20,15,52287,0.0,0.0,100.0,24137
Fixed South Facing Table,0,2,20,30,52287,0.0,0.0,100.0,23774
Fixed South Facing Table,25,2,20,30,52287,0.0,0.0,100.0,23810
Fixed South Facing Table,50,2,20,30,52287,0.0,0.0,100.0,23902
