Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,32.95,67.05,21627
Fixed South Facing Table,25,1.5,20,15,52287,0.0,17.92,82.08,21638
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,21646
Fixed South Facing Table,0,1.5,20,30,52287,0.0,31.47,68.53,22088
Fixed South Facing Table,25,1.5,20,30,52287,0.0,16.17,83.83,22131
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,22185
Fixed South Facing Table,0,1.5,20,45,52287,0.0,29.81,70.19,21393
Fixed South Facing Table,25,1.5,20,45,52287,0.0,8.3,91.7,21459
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,21581
Fixed South Facing Table,0,1.5,30,15,78431,0.0,45.54,54.46,32403
Fixed South Facing Table,25,1.5,30,15,78431,0.0,37.08,62.92,32413
Fixed South Facing Table,50,1.5,30,15,78431,0.0,14.46,85.54,32432
Fixed South Facing Table,0,1.5,30,30,78431,0.0,43.77,56.23,32972
Fixed South Facing Table,25,1.5,30,30,78431,0.0,34.31,65.69,33045
Fixed South Facing Table,50,1.5,30,30,78431,0.0,14.23,85.77,33152
Fixed South Facing Table,0,1.5,30,45,78431,0.0,39.62,60.38,31775
Fixed South Facing Table,25,1.5,30,45,78431,0.0,27.85,72.15,31933
Fixed South Facing Table,50,1.5,30,45,78431,0.0,10.38,89.62,32163
Fixed South Facing Table,0,1.5,40,15,104574,13.4,40.72,45.89,43150
Fixed South Facing Table,25,1.5,40,15,104574,0.0,43.3,56.7,43157
Fixed South Facing Table,50,1.5,40,15,104574,0.0,29.24,70.76,43220
Fixed South Facing Table,0,1.5,40,30,104574,11.74,38.53,49.73,43758
Fixed South Facing Table,25,1.5,40,30,104574,0.0,39.59,60.41,43850
Fixed South Facing Table,50,1.5,40,30,104574,0.0,24.8,75.2,44069
Fixed South Facing Table,0,1.5,40,45,104574,8.62,36.01,55.37,41952
Fixed South Facing Table,25,1.5,40,45,104574,0.0,34.22,65.78,42297
Fixed South Facing Table,50,1.5,40,45,104574,0.0,19.5,80.5,42683
Fixed South Facing Table,0,2.5,20,15,52287,0.0,3.41,96.59,21646
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,21630
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,21645
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,22084
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,22112
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,22177
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.0,100.0,21381
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,21462
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,21570
Fixed South Facing Table,0,2.5,30,15,78431,0.0,46.0,54.0,32411
Fixed South Facing Table,25,2.5,30,15,78431,0.0,22.77,77.23,32418
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,32453
Fixed South Facing Table,0,2.5,30,30,78431,0.0,45.85,54.15,33013
Fixed South Facing Table,25,2.5,30,30,78431,0.0,19.85,80.15,33040
Fixed South Facing Table,50,2.5,30,30,78431,0.0,0.0,100.0,33149
Fixed South Facing Table,0,2.5,30,45,78431,0.0,42.77,57.23,31765
Fixed South Facing Table,25,2.5,30,45,78431,0.0,9.0,91.0,31956
