Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,25.52,74.48,23521
Fixed South Facing Table,25,1.5,20,15,52287,0.0,4.9,95.1,23544
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,23552
Fixed South Facing Table,0,1.5,20,30,52287,0.0,22.55,77.45,24714
Fixed South Facing Table,25,1.5,20,30,52287,0.0,2.88,97.12,24758
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,24819
Fixed South Facing Table,0,1.5,20,45,52287,0.0,16.52,83.48,24540
Fixed South Facing Table,25,1.5,20,45,52287,0.0,0.0,100.0,24613
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,24747
Fixed South Facing Table,0,1.5,30,15,78431,0.0,39.69,60.31,35259
Fixed South Facing Table,25,1.5,30,15,78431,0.0,29.31,70.69,35275
Fixed South Facing Table,50,1.5,30,15,78431,0.0,0.0,100.0,35313
Fixed South Facing Table,0,1.5,30,30,78431,0.0,38.15,61.85,36881
Fixed South Facing Table,25,1.5,30,30,78431,0.0,23.92,76.08,36943
Fixed South Facing Table,50,1.5,30,30,78431,0.0,3.38,96.62,37108
Fixed South Facing Table,0,1.5,30,45,78431,0.0,34.46,65.54,36355
Fixed South Facing Table,25,1.5,30,45,78431,0.0,19.23,80.77,36547
Fixed South Facing Table,50,1.5,30,45,78431,0.0,0.0,100.0,36840
Fixed South Facing Table,0,1.5,40,15,104574,1.59,45.95,52.45,46948
Fixed South Facing Table,25,1.5,40,15,104574,0.0,37.73,62.27,46935
Fixed South Facing Table,50,1.5,40,15,104574,0.0,18.44,81.56,47018
Fixed South Facing Table,0,1.5,40,30,104574,7.29,35.81,56.9,48847
Fixed South Facing Table,25,1.5,40,30,104574,0.0,34.15,65.85,48967
Fixed South Facing Table,50,1.5,40,30,104574,0.0,19.23,80.77,49218
Fixed South Facing Table,0,1.5,40,45,104574,3.51,35.74,60.74,47817
Fixed South Facing Table,25,1.5,40,45,104574,0.0,27.06,72.94,48268
Fixed South Facing Table,50,1.5,40,45,104574,0.0,12.4,87.6,48807
Fixed South Facing Table,0,2.5,20,15,52287,0.0,0.0,100.0,23564
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,23526
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,23557
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,24707
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,24728
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,24806
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.0,100.0,24513
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,24618
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,24753
Fixed South Facing Table,0,2.5,30,15,78431,0.0,31.77,68.23,35247
