Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,31.03,68.97,22857
Fixed South Facing Table,25,1.5,20,15,52287,0.0,16.52,83.48,22883
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,22873
Fixed South Facing Table,0,1.5,20,30,52287,0.0,27.19,72.81,22403
Fixed South Facing Table,25,1.5,20,30,52287,0.0,18.53,81.47,22462
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,22511
Fixed South Facing Table,0,1.5,20,45,52287,0.0,26.57,73.43,20911
Fixed South Facing Table,25,1.5,20,45,52287,0.0,15.73,84.27,20985
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,21098
Fixed South Facing Table,0,1.5,30,15,78431,0.0,43.15,56.85,34227
Fixed South Facing Table,25,1.5,30,15,78431,0.0,35.23,64.77,34261
Fixed South Facing Table,50,1.5,30,15,78431,0.0,8.85,91.15,34285
Fixed South Facing Table,0,1.5,30,30,78431,0.0,42.77,57.23,33489
Fixed South Facing Table,25,1.5,30,30,78431,0.0,31.85,68.15,33557
Fixed South Facing Table,50,1.5,30,30,78431,0.0,13.23,86.77,33675
Fixed South Facing Table,0,1.5,30,45,78431,0.0,38.77,61.23,31059
Fixed South Facing Table,25,1.5,30,45,78431,0.0,27.62,72.38,31220
Fixed South Facing Table,50,1.5,30,45,78431,0.0,7.08,92.92,31474
Fixed South Facing Table,0,1.5,40,15,104574,8.82,39.79,51.39,45621
Fixed South Facing Table,25,1.5,40,15,104574,0.0,44.36,55.64,45605
Fixed South Facing Table,50,1.5,40,15,104574,0.0,25.99,74.01,45687
Fixed South Facing Table,0,1.5,40,30,104574,11.74,34.95,53.32,44451
Fixed South Facing Table,25,1.5,40,30,104574,0.0,40.92,59.08,44548
Fixed South Facing Table,50,1.5,40,30,104574,0.0,23.67,76.33,44784
Fixed South Facing Table,0,1.5,40,45,104574,5.84,37.6,56.56,41071
Fixed South Facing Table,25,1.5,40,45,104574,0.0,36.21,63.79,41419
Fixed South Facing Table,50,1.5,40,45,104574,0.0,20.62,79.38,41794
Fixed South Facing Table,0,2.5,20,15,52287,0.0,2.97,97.03,22862
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,22871
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,22866
Fixed South Facing Table,0,2.5,20,30,52287,0.0,2.62,97.38,22414
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,22464
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,22512
Fixed South Facing Table,0,2.5,20,45,52287,0.0,4.63,95.37,20883
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,21004
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,21090
Fixed South Facing Table,0,2.5,30,15,78431,0.0,42.15,57.85,34264
Fixed South Facing Table,25,2.5,30,15,78431,0.0,18.85,81.15,34271
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,34258
Fixed South Facing Table,0,2.5,30,30,78431,0.0,39.54,60.46,33486
Fixed South Facing Table,25,2.5,30,30,78431,0.0,22.69,77.31,33541
Fixed South Facing Table,50,2.5,30,30,78431,0.0,0.0,100.0,33681
Fixed South Facing Table,0,2.5,30,45,78431,0.0,37.69,62.31,31065
Fixed South Facing Table,25,2.5,30,45,78431,0.0,19.23,80.77,31238
Fixed South Facing Table,50,2.5,30,45,78431,0.0,0.0,100.0,31499
Fixed South Facing Table,0,2.5,40,15,104574,0.0,54.44,45.56,45612
Fixed South Facing Table,25,2.5,40,15,104574,0.0,39.85,60.15,45630
Fixed South Facing Table,50,2.5,40,15,104574,0.0,0.0,100.0,45667
Fixed South Facing Table,0,2.5,40,30,104574,0.0,48.67,51.33,44453
Fixed South Facing Table,25,2.5,40,30,104574,0.0,37.93,62.07,44577
Fixed South Facing Table,50,2.5,40,30,104574,0.0,0.27,99.73,44782
Fixed South Facing Table,0,2.5,40,45,104574,0.0,48.47,51.53,41091
Fixed South Facing Table,25,2.5,40,45,104574,0.0,36.01,63.99,41395
Fixed South Facing Table,50,2.5,40,45,104574,0.0,0.0,100.0,41787
Fixed South Facing Table,0,2,20,15,52287,0.0,24.13,75.87,22862
Fixed South Facing Table,25,2,20,15,52287,0.0,0.0,100.0,22868
Fixed South Facing Table,50,2,20,15,52287,0.0,0.0,100.0,22889
Fixed South Facing Table,0,2,20,30,52287,0.0,25.87,74.13,22419
Fixed South Facing Table,25,2,20,30,52287,0.0,0.0,100.0,22459
Fixed South Facing Table,50,2,20,30,52287,0.0,0.0,100.0,22532
Fixed South Facing Table,0,2,20,45,52287,0.0,21.42,78.58,20899
Fixed South Facing Table,25,2,20,45,52287,0.0,0.0,100.0,21006
Fixed South Facing Table,50,2,20,45,52287,0.0,0.0,100.0,21104
Fixed South Facing Table,0,2,30,15,78431,0.0,40.54,59.46,34256
Fixed South Facing Table,25,2,30,15,78431,0.0,30.54,69.46,34273
Fixed South Facing Table,50,2,30,15,78431,0.0,0.0,100.0,34317
Fixed South Facing Table,0,2,30,30,78431,0.0,40.38,59.62,33482
Fixed South Facing Table,25,2,30,30,78431,0.0,31.0,69.0,33573
Fixed South Facing Table,50,2,30,30,78431,0.0,0.0,100.0,33671
Fixed South Facing Table,0,2,30,45,78431,0.0,38.08,61.92,31067
Fixed South Facing Table,25,2,30,45,78431,0.0,26.92,73.08,31250
Fixed South Facing Table,50,2,30,45,78431,0.0,0.0,100.0,31503
Fixed South Facing Table,0,2,40,15,104574,0.0,53.38,46.62,45603
Fixed South Facing Table,25,2,40,15,104574,0.0,41.18,58.82,45637
Fixed South Facing Table,50,2,40,15,104574,0.0,11.94,88.06,45674
Fixed South Facing Table,0,2,40,30,104574,0.0,48.01,51.99,44427
Fixed South Facing Table,25,2,40,30,104574,0.0,40.92,59.08,44602
Fixed South Facing Table,50,2,40,30,104574,0.0,18.1,81.9,44779
Fixed South Facing Table,0,2,40,45,104574,0.0,46.15,53.85,41088
Fixed South Facing Table,25,2,40,45,104574,0.0,37.4,62.6,41406
Fixed South Facing Table,50,2,40,45,104574,0.0,11.41,88.59,41785
Fixed South Facing Table,0,3.5,20,15,52287,0.0,0.0,100.0,22861
Fixed South Facing Table,25,3.5,20,15,52287,0.0,0.0,100.0,22865
Fixed South Facing Table,50,3.5,20,15,52287,0.0,0.0,100.0,22891
Fixed South Facing Table,0,3.5,20,30,52287,0.0,0.0,100.0,22423
Fixed South Facing Table,25,3.5,20,30,52287,0.0,0.0,100.0,22462
Fixed South Facing Table,50,3.5,20,30,52287,0.0,0.0,100.0,22511
Fixed South Facing Table,0,3.5,20,45,52287,0.0,0.0,100.0,20907
Fixed South Facing Table,25,3.5,20,45,52287,0.0,0.0,100.0,20985
Fixed South Facing Table,50,3.5,20,45,52287,0.0,0.0,100.0,21114
Fixed South Facing Table,0,3.5,30,15,78431,0.0,34.69,65.31,34251
Fixed South Facing Table,25,3.5,30,15,78431,0.0,0.0,100.0,34287
Fixed South Facing Table,50,3.5,30,15,78431,0.0,0.0,100.0,34294
Fixed South Facing Table,0,3.5,30,30,78431,0.0,27.69,72.31,33488
Fixed South Facing Table,25,3.5,30,30,78431,0.0,0.0,100.0,33548
Fixed South Facing Table,50,3.5,30,30,78431,0.0,0.0,100.0,33691
Fixed South Facing Table,0,3.5,30,45,78431,0.0,25.54,74.46,31064
Fixed South Facing Table,25,3.5,30,45,78431,0.0,0.0,100.0,31243
Fixed South Facing Table,50,3.5,30,45,78431,0.0,0.0,100.0,31476
Fixed South Facing Table,0,3.5,40,15,104574,0.0,56.63,43.37,45600
Fixed South Facing Table,25,3.5,40,15,104574,0.0,26.72,73.28,45651
Fixed South Facing Table,50,3.5,40,15,104574,0.0,0.0,100.0,45660
Fixed South Facing Table,0,3.5,40,30,104574,0.0,48.14,51.86,44458
Fixed South Facing Table,25,3.5,40,30,104574,0.0,26.19,73.81,44610
Fixed South Facing Table,50,3.5,40,30,104574,0.0,0.0,100.0,44784
Fixed South Facing Table,0,3.5,40,45,104574,0.0,45.69,54.31,41110
Fixed South Facing Table,25,3.5,40,45,104574,0.0,26.13,73.87,41394
Fixed South Facing Table,50,3.5,40,45,104574,0.0,0.0,100.0,41792
Fixed South Facing Table,0,3,20,15,52287,0.0,0.0,100.0,22859
Fixed South Facing Table,25,3,20,15,52287,0.0,0.0,100.0,22866
Fixed South Facing Table,50,3,20,15,52287,0.0,0.0,100.0,22880
Fixed South Facing Table,0,3,20,30,52287,0.0,0.0,100.0,22411
Fixed South Facing Table,25,3,20,30,52287,0.0,0.0,100.0,22466
Fixed South Facing Table,50,3,20,30,52287,0.0,0.0,100.0,22506
Fixed South Facing Table,0,3,20,45,52287,0.0,0.0,100.0,20873
Fixed South Facing Table,25,3,20,45,52287,0.0,0.0,100.0,20994
Fixed South Facing Table,50,3,20,45,52287,0.0,0.0,100.0,21082
Fixed South Facing Table,0,3,30,15,78431,0.0,38.54,61.46,34254
Fixed South Facing Table,25,3,30,15,78431,0.0,0.0,100.0,34267
Fixed South Facing Table,50,3,30,15,78431,0.0,0.0,100.0,34272
Fixed South Facing Table,0,3,30,30,78431,0.0,37.62,62.38,33481
