Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,50,2,30,15,78431,0.0,6.15,93.85,31868
Fixed South Facing Table,0,2,30,30,78431,0.0,48.85,51.15,33051
Fixed South Facing Table,25,2,30,30,78431,0.0,34.69,65.31,33153
Fixed South Facing Table,50,2,30,30,78431,0.0,6.54,93.46,33285
Fixed South Facing Table,0,2,30,45,78431,0.0,43.69,56.31,32442
Fixed South Facing Table,25,2,30,45,78431,0.0,33.31,66.69,32673
Fixed South Facing Table,50,2,30,45,78431,0.0,0.0,100.0,32969
Fixed South Facing Table,0,2,40,15,104574,0.0,58.49,41.51,42388
Fixed South Facing Table,25,2,40,15,104574,0.0,46.88,53.12,42375
Fixed South Facing Table,50,2,40,15,104574,0.0,27.92,72.08,42437
Fixed South Facing Table,0,2,40,30,104574,0.13,54.44,45.42,43798
Fixed South Facing Table,25,2,40,30,104574,0.0,45.76,54.24,43971
Fixed South Facing Table,50,2,40,30,104574,0.0,25.46,74.54,44202
Fixed South Facing Table,0,2,40,45,104574,0.0,48.54,51.46,42676
Fixed South Facing Table,25,2,40,45,104574,0.0,40.25,59.75,43093
Fixed South Facing Table,50,2,40,45,104574,0.0,17.64,82.36,43616
Fixed South Facing Table,0,3.5,20,15,52287,0.0,0.96,99.04,21256
Fixed South Facing Table,25,3.5,20,15,52287,0.0,0.0,100.0,21291
Fixed South Facing Table,50,3.5,20,15,52287,0.0,0.0,100.0,21272
Fixed South Facing Table,0,3.5,20,30,52287,0.0,0.0,100.0,22184
Fixed South Facing Table,25,3.5,20,30,52287,0.0,0.0,100.0,22217
Fixed South Facing Table,50,3.5,20,30,52287,0.0,0.0,100.0,22289
Fixed South Facing Table,0,3.5,20,45,52287,0.0,0.0,100.0,21906
Fixed South Facing Table,25,3.5,20,45,52287,0.0,0.0,100.0,22016
Fixed South Facing Table,50,3.5,20,45,52287,0.0,0.0,100.0,22156
Fixed South Facing Table,0,3.5,30,15,78431,0.0,42.92,57.08,31842
Fixed South Facing Table,25,3.5,30,15,78431,0.0,7.92,92.08,31843
Fixed South Facing Table,50,3.5,30,15,78431,0.0,0.0,100.0,31911
Fixed South Facing Table,0,3.5,30,30,78431,0.0,34.54,65.46,33088
Fixed South Facing Table,25,3.5,30,30,78431,0.0,0.23,99.77,33165
Fixed South Facing Table,50,3.5,30,30,78431,0.0,0.0,100.0,33319
Fixed South Facing Table,0,3.5,30,45,78431,0.0,18.31,81.69,32430
Fixed South Facing Table,25,3.5,30,45,78431,0.0,0.0,100.0,32685
Fixed South Facing Table,50,3.5,30,45,78431,0.0,0.0,100.0,32954
Fixed South Facing Table,0,3.5,40,15,104574,0.0,72.48,27.52,42366
Fixed South Facing Table,25,3.5,40,15,104574,0.0,43.3,56.7,42434
Fixed South Facing Table,50,3.5,40,15,104574,0.0,0.0,100.0,42406
Fixed South Facing Table,0,3.5,40,30,104574,0.0,61.6,38.4,43782
Fixed South Facing Table,25,3.5,40,30,104574,0.0,36.74,63.26,43963
Fixed South Facing Table,50,3.5,40,30,104574,0.0,0.0,100.0,44214
Fixed South Facing Table,0,3.5,40,45,104574,0.0,56.23,43.77,42640
Fixed South Facing Table,25,3.5,40,45,104574,0.0,28.12,71.88,43068
Fixed South Facing Table,50,3.5,40,45,104574,0.0,0.0,100.0,43609
Fixed South Facing Table,0,3,20,15,52287,0.0,5.59,94.41,21238
Fixed South Facing Table,25,3,20,15,52287,0.0,0.0,100.0,21268
Fixed South Facing Table,50,3,20,15,52287,0.0,0.0,100.0,21292
Fixed South Facing Table,0,3,20,30,52287,0.0,0.0,100.0,22172
Fixed South Facing Table,25,3,20,30,52287,0.0,0.0,100.0,22225
Fixed South Facing Table,50,3,20,30,52287,0.0,0.0,100.0,22292
Fixed South Facing Table,0,3,20,45,52287,0.0,0.0,100.0,21912
Fixed South Facing Table,25,3,20,45,52287,0.0,0.0,100.0,22020
Fixed South Facing Table,50,3,20,45,52287,0.0,0.0,100.0,22147
Fixed South Facing Table,0,3,30,15,78431,0.0,49.92,50.08,31820
Fixed South Facing Table,25,3,30,15,78431,0.0,22.92,77.08,31865
Fixed South Facing Table,50,3,30,15,78431,0.0,0.0,100.0,31862
Fixed South Facing Table,0,3,30,30,78431,0.0,46.46,53.54,33072
Fixed South Facing Table,25,3,30,30,78431,0.0,14.38,85.62,33148
Fixed South Facing Table,50,3,30,30,78431,0.0,0.0,100.0,33304
Fixed South Facing Table,0,3,30,45,78431,0.0,42.38,57.62,32423
Fixed South Facing Table,25,3,30,45,78431,0.0,0.0,100.0,32679
Fixed South Facing Table,50,3,30,45,78431,0.0,0.0,100.0,32969
Fixed South Facing Table,0,3,40,15,104574,0.0,65.85,34.15,42329
Fixed South Facing Table,25,3,40,15,104574,0.0,44.3,55.7,42376
Fixed South Facing Table,50,3,40,15,104574,0.0,0.4,99.6,42448
Fixed South Facing Table,0,3,40,30,104574,0.0,58.49,41.51,43779
Fixed South Facing Table,25,3,40,30,104574,0.0,41.18,58.82,43966
Fixed South Facing Table,50,3,40,30,104574,0.0,0.2,99.8,44232
Fixed South Facing Table,0,3,40,45,104574,0.0,55.11,44.89,42659
Fixed South Facing Table,25,3,40,45,104574,0.0,40.38,59.62,43095
Fixed South Facing Table,50,3,40,45,104574,0.0,0.0,100.0,43591
Fixed East-West Peak Canopy,0,2.5,10,15,20165,0.0,56.24,43.76,9389
Fixed East-West Peak Canopy,25,2.5,10,15,20165,0.0,34.0,66.0,9396
Fixed East-West Peak Canopy,50,2.5,10,15,20165,0.0,0.0,100.0,9404
Fixed East-West Peak Canopy,0,2.5,10,30,20165,0.0,53.19,46.81,8928
Fixed East-West Peak Canopy,25,2.5,10,30,20165,0.0,31.0,69.0,8939
Fixed East-West Peak Canopy,50,2.5,10,30,20165,0.0,0.0,100.0,8949
Fixed East-West Peak Canopy,0,2.5,10,45,20165,0.0,49.49,50.51,8221
Fixed East-West Peak Canopy,25,2.5,10,45,20165,0.0,28.01,71.99,8231
Fixed East-West Peak Canopy,50,2.5,10,45,20165,0.0,0.0,100.0,8280
Fixed East-West Peak Canopy,0,2.5,20,15,40330,19.33,55.29,25.38,18771
Fixed East-West Peak Canopy,25,2.5,20,15,40330,0.0,65.63,34.37,18780
Fixed East-West Peak Canopy,50,2.5,20,15,40330,0.0,42.44,57.56,18772
Fixed East-West Peak Canopy,0,2.5,20,30,40330,24.96,43.23,31.82,17692
Fixed East-West Peak Canopy,25,2.5,20,30,40330,0.0,62.39,37.61,17725
Fixed East-West Peak Canopy,50,2.5,20,30,40330,0.0,44.65,55.35,17794
Fixed East-West Peak Canopy,0,2.5,20,45,40330,27.55,35.29,37.16,16053
Fixed East-West Peak Canopy,25,2.5,20,45,40330,0.98,55.69,43.33,16153
Fixed East-West Peak Canopy,50,2.5,20,45,40330,0.0,42.94,57.06,16318
Fixed East-West Peak Canopy,0,2.5,30,15,60496,43.46,35.56,20.98,28140
Fixed East-West Peak Canopy,25,2.5,30,15,60496,0.52,72.94,26.54,28134
Fixed East-West Peak Canopy,50,2.5,30,15,60496,0.0,59.61,40.39,28166
Fixed East-West Peak Canopy,0,2.5,30,30,60496,48.67,24.23,27.1,26406
Fixed East-West Peak Canopy,25,2.5,30,30,60496,11.27,58.12,30.6,26465
Fixed East-West Peak Canopy,50,2.5,30,30,60496,0.0,60.22,39.78,26606
Fixed East-West Peak Canopy,0,2.5,30,45,60496,49.76,15.66,34.58,23687
Fixed East-West Peak Canopy,25,2.5,30,45,60496,25.68,38.39,35.93,23858
Fixed East-West Peak Canopy,50,2.5,30,45,60496,0.0,57.87,42.13,24177
Fixed East-West Peak Canopy,0,3.5,10,15,20165,0.0,62.0,38.0,9384
Fixed East-West Peak Canopy,25,3.5,10,15,20165,0.0,0.12,99.88,9385
Fixed East-West Peak Canopy,50,3.5,10,15,20165,0.0,0.0,100.0,9403
Fixed East-West Peak Canopy,0,3.5,10,30,20165,0.0,45.47,54.53,8915
Fixed East-West Peak Canopy,25,3.5,10,30,20165,0.0,0.0,100.0,8934
Fixed East-West Peak Canopy,50,3.5,10,30,20165,0.0,0.0,100.0,8943
Fixed East-West Peak Canopy,0,3.5,10,45,20165,0.0,23.79,76.21,8208
Fixed East-West Peak Canopy,25,3.5,10,45,20165,0.0,0.0,100.0,8240
Fixed East-West Peak Canopy,50,3.5,10,45,20165,0.0,0.0,100.0,8275
Fixed East-West Peak Canopy,0,3.5,20,15,40330,0.0,92.18,7.82,18771
Fixed East-West Peak Canopy,25,3.5,20,15,40330,0.0,75.04,24.96,18773
Fixed East-West Peak Canopy,50,3.5,20,15,40330,0.0,28.82,71.18,18780
Fixed East-West Peak Canopy,0,3.5,20,30,40330,0.0,80.75,19.25,17699
Fixed East-West Peak Canopy,25,3.5,20,30,40330,0.0,67.38,32.62,17711
Fixed East-West Peak Canopy,50,3.5,20,30,40330,0.0,30.12,69.88,17793
Fixed East-West Peak Canopy,0,3.5,20,45,40330,0.2,74.71,25.1,16073
Fixed East-West Peak Canopy,25,3.5,20,45,40330,0.0,62.94,37.06,16135
Fixed East-West Peak Canopy,50,3.5,20,45,40330,0.0,31.86,68.14,16304
Fixed East-West Peak Canopy,0,3.5,30,15,60496,29.02,62.75,8.24,28144
Fixed East-West Peak Canopy,25,3.5,30,15,60496,0.0,81.96,18.04,28143
Fixed East-West Peak Canopy,50,3.5,30,15,60496,0.0,53.99,46.01,28174
Fixed East-West Peak Canopy,0,3.5,30,30,60496,34.94,46.01,19.05,26403
Fixed East-West Peak Canopy,25,3.5,30,30,60496,0.0,74.65,25.35,26475
Fixed East-West Peak Canopy,50,3.5,30,30,60496,0.0,54.2,45.8,26594
Fixed East-West Peak Canopy,0,3.5,30,45,60496,37.44,37.76,24.8,23678
Fixed East-West Peak Canopy,25,3.5,30,45,60496,2.86,67.01,30.13,23867
Fixed East-West Peak Canopy,50,3.5,30,45,60496,0.0,54.29,45.71,24172
Fixed East-West Peak Canopy,0,3,10,15,20165,0.0,59.76,40.24,9395
Fixed East-West Peak Canopy,25,3,10,15,20165,0.0,17.06,82.94,9403
Fixed East-West Peak Canopy,50,3,10,15,20165,0.0,0.0,100.0,9387
Fixed East-West Peak Canopy,0,3,10,30,20165,0.0,53.8,46.2,8916
Fixed East-West Peak Canopy,25,3,10,30,20165,0.0,11.15,88.85,8918
Fixed East-West Peak Canopy,50,3,10,30,20165,0.0,0.0,100.0,8944
Fixed East-West Peak Canopy,0,3,10,45,20165,0.0,46.29,53.71,8215
Fixed East-West Peak Canopy,25,3,10,45,20165,0.0,4.22,95.78,8243
Fixed East-West Peak Canopy,50,3,10,45,20165,0.0,0.0,100.0,8278
Fixed East-West Peak Canopy,0,3,20,15,40330,7.56,73.7,18.74,18773
Fixed East-West Peak Canopy,25,3,20,15,40330,0.0,69.33,30.67,18781
Fixed East-West Peak Canopy,50,3,20,15,40330,0.0,38.15,61.85,18776
Fixed East-West Peak Canopy,0,3,20,30,40330,12.03,61.68,26.29,17696
Fixed East-West Peak Canopy,25,3,20,30,40330,0.0,63.99,36.01,17729
Fixed East-West Peak Canopy,50,3,20,30,40330,0.0,38.41,61.59,17792
Fixed East-West Peak Canopy,0,3,20,45,40330,15.78,52.35,31.86,16071
Fixed East-West Peak Canopy,25,3,20,45,40330,0.0,60.98,39.02,16141
Fixed East-West Peak Canopy,50,3,20,45,40330,0.0,38.73,61.27,16312
Fixed East-West Peak Canopy,0,3,30,15,60496,37.25,46.99,15.75,28145
Fixed East-West Peak Canopy,25,3,30,15,60496,0.0,77.06,22.94,28147
Fixed East-West Peak Canopy,50,3,30,15,60496,0.0,56.86,43.14,28153
Fixed East-West Peak Canopy,0,3,30,30,60496,42.51,34.38,23.11,26404
Fixed East-West Peak Canopy,25,3,30,30,60496,0.14,71.85,28.01,26488
Fixed East-West Peak Canopy,50,3,30,30,60496,0.0,57.28,42.72,26595
Fixed East-West Peak Canopy,0,3,30,45,60496,43.4,26.71,29.89,23682
Fixed East-West Peak Canopy,25,3,30,45,60496,13.67,52.7,33.62,23864
Fixed East-West Peak Canopy,50,3,30,45,60496,0.0,57.07,42.93,24173
Fixed East-West Peak Canopy,0,4.5,10,15,20165,0.0,52.35,47.65,9400
Fixed East-West Peak Canopy,25,4.5,10,15,20165,0.0,0.0,100.0,9395
Fixed East-West Peak Canopy,50,4.5,10,15,20165,0.0,0.0,100.0,9405
Fixed East-West Peak Canopy,0,4.5,10,30,20165,0.0,16.79,83.21,8920
Fixed East-West Peak Canopy,25,4.5,10,30,20165,0.0,0.0,100.0,8927
Fixed East-West Peak Canopy,50,4.5,10,30,20165,0.0,0.0,100.0,8950
Fixed East-West Peak Canopy,0,4.5,10,45,20165,0.0,0.13,99.87,8219
Fixed East-West Peak Canopy,25,4.5,10,45,20165,0.0,0.0,100.0,8231
Fixed East-West Peak Canopy,50,4.5,10,45,20165,0.0,0.0,100.0,8280
Fixed East-West Peak Canopy,0,4.5,20,15,40330,0.0,100.0,0.0,18763
Fixed East-West Peak Canopy,25,4.5,20,15,40330,0.0,98.82,1.18,18776
Fixed East-West Peak Canopy,50,4.5,20,15,40330,0.0,4.45,95.55,18784
Fixed East-West Peak Canopy,0,4.5,20,30,40330,0.0,100.0,0.0,17694
Fixed East-West Peak Canopy,25,4.5,20,30,40330,0.0,83.51,16.49,17715
Fixed East-West Peak Canopy,50,4.5,20,30,40330,0.0,1.96,98.04,17796
Fixed East-West Peak Canopy,0,4.5,20,45,40330,0.0,94.41,5.59,16067
Fixed East-West Peak Canopy,25,4.5,20,45,40330,0.0,67.94,32.06,16144
Fixed East-West Peak Canopy,50,4.5,20,45,40330,0.0,4.31,95.69,16296
Fixed East-West Peak Canopy,0,4.5,30,15,60496,6.21,93.79,0.0,28118
Fixed East-West Peak Canopy,25,4.5,30,15,60496,0.0,99.48,0.52,28174
Fixed East-West Peak Canopy,50,4.5,30,15,60496,0.0,47.58,52.42,28175
Fixed East-West Peak Canopy,0,4.5,30,30,60496,12.46,87.04,0.49,26410
Fixed East-West Peak Canopy,25,4.5,30,30,60496,0.0,85.92,14.08,26442
Fixed East-West Peak Canopy,50,4.5,30,30,60496,0.0,45.38,54.62,26585
Fixed East-West Peak Canopy,0,4.5,30,45,60496,20.67,66.69,12.64,23672
Fixed East-West Peak Canopy,25,4.5,30,45,60496,0.0,75.6,24.4,23853
Fixed East-West Peak Canopy,50,4.5,30,45,60496,0.0,49.05,50.95,24152
Fixed East-West Peak Canopy,0,4,10,15,20165,0.0,57.18,42.82,9399
Fixed East-West Peak Canopy,25,4,10,15,20165,0.0,0.0,100.0,9393
Fixed East-West Peak Canopy,50,4,10,15,20165,0.0,0.0,100.0,9391
Fixed East-West Peak Canopy,0,4,10,30,20165,0.0,27.21,72.79,8920
Fixed East-West Peak Canopy,25,4,10,30,20165,0.0,0.0,100.0,8933
Fixed East-West Peak Canopy,50,4,10,30,20165,0.0,0.0,100.0,8934
Fixed East-West Peak Canopy,0,4,10,45,20165,0.0,5.63,94.37,8229
Fixed East-West Peak Canopy,25,4,10,45,20165,0.0,0.0,100.0,8226
Fixed East-West Peak Canopy,50,4,10,45,20165,0.0,0.0,100.0,8275
Fixed East-West Peak Canopy,0,4,20,15,40330,0.0,100.0,0.0,18766
Fixed East-West Peak Canopy,25,4,20,15,40330,0.0,87.39,12.61,18777
Fixed East-West Peak Canopy,50,4,20,15,40330,0.0,17.73,82.27,18802
Fixed East-West Peak Canopy,0,4,20,30,40330,0.0,93.85,6.15,17696
Fixed East-West Peak Canopy,25,4,20,30,40330,0.0,72.55,27.45,17725
Fixed East-West Peak Canopy,50,4,20,30,40330,0.0,17.2,82.8,17803
Fixed East-West Peak Canopy,0,4,20,45,40330,0.0,82.06,17.94,16059
Fixed East-West Peak Canopy,25,4,20,45,40330,0.0,65.78,34.22,16151
Fixed East-West Peak Canopy,50,4,20,45,40330,0.0,20.49,79.51,16310
Fixed East-West Peak Canopy,0,4,30,15,60496,17.91,82.09,0.0,28124
Fixed East-West Peak Canopy,25,4,30,15,60496,0.0,91.18,8.82,28143
Fixed East-West Peak Canopy,50,4,30,15,60496,0.0,50.92,49.08,28146
Fixed East-West Peak Canopy,0,4,30,30,60496,26.05,62.04,11.9,26408
Fixed East-West Peak Canopy,25,4,30,30,60496,0.0,77.66,22.34,26461
Fixed East-West Peak Canopy,50,4,30,30,60496,0.0,50.42,49.58,26607
Fixed East-West Peak Canopy,0,4,30,45,60496,31.48,49.05,19.48,23691
Fixed East-West Peak Canopy,25,4,30,45,60496,0.0,73.13,26.87,23843
Fixed East-West Peak Canopy,50,4,30,45,60496,0.0,52.07,47.93,24173
Bifacial Solar Fence,0,1,10,90,27493,0.0,0.0,100.0,5456
Bifacial Solar Fence,25,1,10,90,27493,0.0,0.0,100.0,5544
Bifacial Solar Fence,50,1,10,90,27493,0.0,0.0,100.0,5641
Bifacial Solar Fence,0,1,20,90,54987,0.0,30.21,69.79,10047
Bifacial Solar Fence,25,1,20,90,54987,0.0,0.0,100.0,10420
Bifacial Solar Fence,50,1,20,90,54987,0.0,0.0,100.0,10807
Bifacial Solar Fence,0,1,30,90,82481,0.0,79.05,20.95,13740
Bifacial Solar Fence,25,1,30,90,82481,0.0,61.0,39.0,14588
Bifacial Solar Fence,50,1,30,90,82481,0.0,0.0,100.0,15511
