Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,30.68,69.32,22308
Fixed South Facing Table,25,1.5,20,15,52287,0.0,14.95,85.05,22323
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,22329
Fixed South Facing Table,0,1.5,20,30,52287,0.0,29.55,70.45,22762
Fixed South Facing Table,25,1.5,20,30,52287,0.0,13.02,86.98,22808
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,22864
Fixed South Facing Table,0,1.5,20,45,52287,0.0,25.96,74.04,22036
Fixed South Facing Table,25,1.5,20,45,52287,0.0,6.38,93.62,22115
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,22234
Fixed South Facing Table,0,1.5,30,15,78431,0.0,43.54,56.46,33425
Fixed South Facing Table,25,1.5,30,15,78431,0.0,33.0,67.0,33433
Fixed South Facing Table,50,1.5,30,15,78431,0.0,11.08,88.92,33451
Fixed South Facing Table,0,1.5,30,30,78431,0.0,42.77,57.23,33989
Fixed South Facing Table,25,1.5,30,30,78431,0.0,31.0,69.0,34065
Fixed South Facing Table,50,1.5,30,30,78431,0.0,10.92,89.08,34178
Fixed South Facing Table,0,1.5,30,45,78431,0.0,38.85,61.15,32748
Fixed South Facing Table,25,1.5,30,45,78431,0.0,24.85,75.15,32903
Fixed South Facing Table,50,1.5,30,45,78431,0.0,5.23,94.77,33142
Fixed South Facing Table,0,1.5,40,15,104574,10.28,40.98,48.74,44500
Fixed South Facing Table,25,1.5,40,15,104574,0.0,41.25,58.75,44517
Fixed South Facing Table,50,1.5,40,15,104574,0.0,26.13,73.87,44579
Fixed South Facing Table,0,1.5,40,30,104574,11.41,35.01,53.58,45119
Fixed South Facing Table,25,1.5,40,30,104574,0.0,37.2,62.8,45216
Fixed South Facing Table,50,1.5,40,30,104574,0.0,23.28,76.72,45441
Fixed South Facing Table,0,1.5,40,45,104574,7.76,35.28,56.96,43258
Fixed South Facing Table,25,1.5,40,45,104574,0.0,31.96,68.04,43607
Fixed South Facing Table,50,1.5,40,45,104574,0.0,18.57,81.43,44003
Fixed South Facing Table,0,2.5,20,15,52287,0.0,2.36,97.64,22323
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,22321
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,22318
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,22757
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,22794
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,22860
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.0,100.0,22025
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,22121
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,22223
Fixed South Facing Table,0,2.5,30,15,78431,0.0,39.08,60.92,33443
Fixed South Facing Table,25,2.5,30,15,78431,0.0,18.15,81.85,33434
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,33466
Fixed South Facing Table,0,2.5,30,30,78431,0.0,41.23,58.77,34028
