Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,70.02,29.98,18248
Fixed South Facing Table,25,1.5,20,15,52287,0.0,62.94,37.06,18273
Fixed South Facing Table,50,1.5,20,15,52287,0.0,50.17,49.83,18275
Fixed South Facing Table,0,1.5,20,30,52287,0.0,68.18,31.82,18876
Fixed South Facing Table,25,1.5,20,30,52287,0.0,60.05,39.95,18930
Fixed South Facing Table,50,1.5,20,30,52287,0.0,49.74,50.26,18975
Fixed South Facing Table,0,1.5,20,45,52287,0.0,69.49,30.51,18523
Fixed South Facing Table,25,1.5,20,45,52287,0.0,60.66,39.34,18607
Fixed South Facing Table,50,1.5,20,45,52287,0.0,48.34,51.66,18713
Fixed South Facing Table,0,1.5,30,15,78431,8.46,69.85,21.69,27350
Fixed South Facing Table,25,1.5,30,15,78431,0.0,70.46,29.54,27371
Fixed South Facing Table,50,1.5,30,15,78431,0.0,60.0,40.0,27407
Fixed South Facing Table,0,1.5,30,30,78431,7.31,65.54,27.15,28178
Fixed South Facing Table,25,1.5,30,30,78431,0.0,67.85,32.15,28229
Fixed South Facing Table,50,1.5,30,30,78431,0.0,59.69,40.31,28373
Fixed South Facing Table,0,1.5,30,45,78431,3.54,87.15,9.31,27420
Fixed South Facing Table,25,1.5,30,45,78431,0.0,73.46,26.54,27581
Fixed South Facing Table,50,1.5,30,45,78431,0.0,55.15,44.85,27854
Fixed South Facing Table,0,1.5,40,15,104574,25.86,55.77,18.37,36415
Fixed South Facing Table,25,1.5,40,15,104574,0.0,75.86,24.14,36405
Fixed South Facing Table,50,1.5,40,15,104574,0.0,65.85,34.15,36478
Fixed South Facing Table,0,1.5,40,30,104574,23.01,56.17,20.82,37283
Fixed South Facing Table,25,1.5,40,30,104574,4.05,69.1,26.86,37399
Fixed South Facing Table,50,1.5,40,30,104574,0.0,63.86,36.14,37620
Fixed South Facing Table,0,1.5,40,45,104574,15.72,80.84,3.45,36054
Fixed South Facing Table,25,1.5,40,45,104574,2.39,89.26,8.36,36430
Fixed South Facing Table,50,1.5,40,45,104574,0.0,60.48,39.52,36879
Fixed South Facing Table,0,2.5,20,15,52287,0.0,100.0,0.0,18276
Fixed South Facing Table,25,2.5,20,15,52287,0.0,96.59,3.41,18259
Fixed South Facing Table,50,2.5,20,15,52287,0.0,63.64,36.36,18278
Fixed South Facing Table,0,2.5,20,30,52287,0.0,89.25,10.75,18875
Fixed South Facing Table,25,2.5,20,30,52287,0.0,77.1,22.9,18904
Fixed South Facing Table,50,2.5,20,30,52287,0.0,54.63,45.37,18966
Fixed South Facing Table,0,2.5,20,45,52287,0.0,81.47,18.53,18503
Fixed South Facing Table,25,2.5,20,45,52287,0.0,72.29,27.71,18606
