Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,26.49,73.51,22348
Fixed South Facing Table,25,1.5,20,15,52287,0.0,11.54,88.46,22376
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,22366
Fixed South Facing Table,0,1.5,20,30,52287,0.0,25.26,74.74,22386
Fixed South Facing Table,25,1.5,20,30,52287,0.0,11.45,88.55,22438
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,22491
Fixed South Facing Table,0,1.5,20,45,52287,0.0,22.38,77.62,21312
Fixed South Facing Table,25,1.5,20,45,52287,0.0,4.55,95.45,21384
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,21504
Fixed South Facing Table,0,1.5,30,15,78431,0.0,43.08,56.92,33469
Fixed South Facing Table,25,1.5,30,15,78431,0.0,31.54,68.46,33491
Fixed South Facing Table,50,1.5,30,15,78431,0.0,0.15,99.85,33515
Fixed South Facing Table,0,1.5,30,30,78431,0.0,39.46,60.54,33457
Fixed South Facing Table,25,1.5,30,30,78431,0.0,27.77,72.23,33527
Fixed South Facing Table,50,1.5,30,30,78431,0.0,6.31,93.69,33648
Fixed South Facing Table,0,1.5,30,45,78431,0.0,35.15,64.85,31663
Fixed South Facing Table,25,1.5,30,45,78431,0.0,23.23,76.77,31826
Fixed South Facing Table,50,1.5,30,45,78431,0.0,1.85,98.15,32074
Fixed South Facing Table,0,1.5,40,15,104574,3.32,46.95,49.73,44614
Fixed South Facing Table,25,1.5,40,15,104574,0.0,41.05,58.95,44605
Fixed South Facing Table,50,1.5,40,15,104574,0.0,22.15,77.85,44671
Fixed South Facing Table,0,1.5,40,30,104574,9.95,34.22,55.84,44413
Fixed South Facing Table,25,1.5,40,30,104574,0.0,37.07,62.93,44506
Fixed South Facing Table,50,1.5,40,30,104574,0.0,22.08,77.92,44729
Fixed South Facing Table,0,1.5,40,45,104574,4.31,34.62,61.07,41887
Fixed South Facing Table,25,1.5,40,45,104574,0.0,30.84,69.16,42228
Fixed South Facing Table,50,1.5,40,45,104574,0.0,15.65,84.35,42603
Fixed South Facing Table,0,2.5,20,15,52287,0.0,0.0,100.0,22350
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,22371
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,22354
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,22395
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,22442
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,22498
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.0,100.0,21298
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,21403
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,21488
Fixed South Facing Table,0,2.5,30,15,78431,0.0,38.54,61.46,33501
Fixed South Facing Table,25,2.5,30,15,78431,0.0,13.0,87.0,33517
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,33520
Fixed South Facing Table,0,2.5,30,30,78431,0.0,38.15,61.85,33475
Fixed South Facing Table,25,2.5,30,30,78431,0.0,13.08,86.92,33511
Fixed South Facing Table,50,2.5,30,30,78431,0.0,0.0,100.0,33643
Fixed South Facing Table,0,2.5,30,45,78431,0.0,32.38,67.62,31673
Fixed South Facing Table,25,2.5,30,45,78431,0.0,3.23,96.77,31843
Fixed South Facing Table,50,2.5,30,45,78431,0.0,0.0,100.0,32097
Fixed South Facing Table,0,2.5,40,15,104574,0.0,51.46,48.54,44600
Fixed South Facing Table,25,2.5,40,15,104574,0.0,34.28,65.72,44637
Fixed South Facing Table,50,2.5,40,15,104574,0.0,0.0,100.0,44649
Fixed South Facing Table,0,2.5,40,30,104574,0.0,49.01,50.99,44403
Fixed South Facing Table,25,2.5,40,30,104574,0.0,31.9,68.1,44532
Fixed South Facing Table,50,2.5,40,30,104574,0.0,0.0,100.0,44764
Fixed South Facing Table,0,2.5,40,45,104574,0.0,43.9,56.1,41922
Fixed South Facing Table,25,2.5,40,45,104574,0.0,28.98,71.02,42179
Fixed South Facing Table,50,2.5,40,45,104574,0.0,0.0,100.0,42584
Fixed South Facing Table,0,2,20,15,52287,0.0,16.96,83.04,22352
Fixed South Facing Table,25,2,20,15,52287,0.0,0.0,100.0,22358
Fixed South Facing Table,50,2,20,15,52287,0.0,0.0,100.0,22379
Fixed South Facing Table,0,2,20,30,52287,0.0,14.77,85.23,22397
Fixed South Facing Table,25,2,20,30,52287,0.0,0.0,100.0,22440
Fixed South Facing Table,50,2,20,30,52287,0.0,0.0,100.0,22517
Fixed South Facing Table,0,2,20,45,52287,0.0,5.16,94.84,21297
Fixed South Facing Table,25,2,20,45,52287,0.0,0.0,100.0,21419
Fixed South Facing Table,50,2,20,45,52287,0.0,0.0,100.0,21498
Fixed South Facing Table,0,2,30,15,78431,0.0,42.0,58.0,33481
Fixed South Facing Table,25,2,30,15,78431,0.0,23.31,76.69,33523
Fixed South Facing Table,50,2,30,15,78431,0.0,0.0,100.0,33550
Fixed South Facing Table,0,2,30,30,78431,0.0,39.38,60.62,33466
Fixed South Facing Table,25,2,30,30,78431,0.0,23.15,76.85,33547
Fixed South Facing Table,50,2,30,30,78431,0.0,0.0,100.0,33638
Fixed South Facing Table,0,2,30,45,78431,0.0,32.38,67.62,31675
Fixed South Facing Table,25,2,30,45,78431,0.0,18.92,81.08,31862
Fixed South Facing Table,50,2,30,45,78431,0.0,0.0,100.0,32107
Fixed South Facing Table,0,2,40,15,104574,0.0,51.13,48.87,44590
Fixed South Facing Table,25,2,40,15,104574,0.0,37.93,62.07,44621
Fixed South Facing Table,50,2,40,15,104574,0.0,2.19,97.81,44652
Fixed South Facing Table,0,2,40,30,104574,0.0,47.55,52.45,44415
Fixed South Facing Table,25,2,40,30,104574,0.0,36.14,63.86,44550
Fixed South Facing Table,50,2,40,30,104574,0.0,9.81,90.19,44744
Fixed South Facing Table,0,2,40,45,104574,0.0,41.11,58.89,41888
Fixed South Facing Table,25,2,40,45,104574,0.0,32.03,67.97,42210
Fixed South Facing Table,50,2,40,45,104574,0.0,4.97,95.03,42586
Fixed South Facing Table,0,3.5,20,15,52287,0.0,0.0,100.0,22362
Fixed South Facing Table,25,3.5,20,15,52287,0.0,0.0,100.0,22363
Fixed South Facing Table,50,3.5,20,15,52287,0.0,0.0,100.0,22389
Fixed South Facing Table,0,3.5,20,30,52287,0.0,0.0,100.0,22404
Fixed South Facing Table,25,3.5,20,30,52287,0.0,0.0,100.0,22446
Fixed South Facing Table,50,3.5,20,30,52287,0.0,0.0,100.0,22500
Fixed South Facing Table,0,3.5,20,45,52287,0.0,0.0,100.0,21312
Fixed South Facing Table,25,3.5,20,45,52287,0.0,0.0,100.0,21389
Fixed South Facing Table,50,3.5,20,45,52287,0.0,0.0,100.0,21518
Fixed South Facing Table,0,3.5,30,15,78431,0.0,17.85,82.15,33486
Fixed South Facing Table,25,3.5,30,15,78431,0.0,0.0,100.0,33524
Fixed South Facing Table,50,3.5,30,15,78431,0.0,0.0,100.0,33549
Fixed South Facing Table,0,3.5,30,30,78431,0.0,7.0,93.0,33464
