Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,33.04,66.96,20208
Fixed South Facing Table,25,1.5,20,15,52287,0.0,21.33,78.67,20224
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,20221
Fixed South Facing Table,0,1.5,20,30,52287,0.0,30.94,69.06,20383
Fixed South Facing Table,25,1.5,20,30,52287,0.0,16.87,83.13,20431
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,20483
Fixed South Facing Table,0,1.5,20,45,52287,0.0,26.4,73.6,19541
Fixed South Facing Table,25,1.5,20,45,52287,0.0,10.49,89.51,19612
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,19723
Fixed South Facing Table,0,1.5,30,15,78431,0.0,43.92,56.08,30265
Fixed South Facing Table,25,1.5,30,15,78431,0.0,37.69,62.31,30277
Fixed South Facing Table,50,1.5,30,15,78431,0.0,14.85,85.15,30297
Fixed South Facing Table,0,1.5,30,30,78431,0.0,42.92,57.08,30442
Fixed South Facing Table,25,1.5,30,30,78431,0.0,34.69,65.31,30514
Fixed South Facing Table,50,1.5,30,30,78431,0.0,14.77,85.23,30626
Fixed South Facing Table,0,1.5,30,45,78431,0.0,37.62,62.38,29029
Fixed South Facing Table,25,1.5,30,45,78431,0.0,29.08,70.92,29176
Fixed South Facing Table,50,1.5,30,45,78431,0.0,11.0,89.0,29401
Fixed South Facing Table,0,1.5,40,15,104574,15.05,36.94,48.01,40316
Fixed South Facing Table,25,1.5,40,15,104574,0.0,43.77,56.23,40319
Fixed South Facing Table,50,1.5,40,15,104574,0.0,29.91,70.09,40373
Fixed South Facing Table,0,1.5,40,30,104574,16.05,32.43,51.53,40406
Fixed South Facing Table,25,1.5,40,30,104574,0.0,38.53,61.47,40494
Fixed South Facing Table,50,1.5,40,30,104574,0.0,28.18,71.82,40703
Fixed South Facing Table,0,1.5,40,45,104574,9.55,31.96,58.49,38355
Fixed South Facing Table,25,1.5,40,45,104574,0.0,33.42,66.58,38683
Fixed South Facing Table,50,1.5,40,45,104574,0.0,20.76,79.24,39036
Fixed South Facing Table,0,2.5,20,15,52287,0.0,10.66,89.34,20211
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,20218
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,20212
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.35,99.65,20384
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,20427
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,20481
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.0,100.0,19528
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,19623
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,19708
Fixed South Facing Table,0,2.5,30,15,78431,0.0,45.15,54.85,30283
Fixed South Facing Table,25,2.5,30,15,78431,0.0,25.23,74.77,30286
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,30304
Fixed South Facing Table,0,2.5,30,30,78431,0.0,43.92,56.08,30473
Fixed South Facing Table,25,2.5,30,30,78431,0.0,22.15,77.85,30505
Fixed South Facing Table,50,2.5,30,30,78431,0.0,0.0,100.0,30623
Fixed South Facing Table,0,2.5,30,45,78431,0.0,39.23,60.77,29023
Fixed South Facing Table,25,2.5,30,45,78431,0.0,10.62,89.38,29199
Fixed South Facing Table,50,2.5,30,45,78431,0.0,0.0,100.0,29435
Fixed South Facing Table,0,2.5,40,15,104574,0.0,57.1,42.9,40308
Fixed South Facing Table,25,2.5,40,15,104574,0.0,42.31,57.69,40338
Fixed South Facing Table,50,2.5,40,15,104574,0.0,4.97,95.03,40372
Fixed South Facing Table,0,2.5,40,30,104574,0.0,51.86,48.14,40387
Fixed South Facing Table,25,2.5,40,30,104574,0.0,38.53,61.47,40523
Fixed South Facing Table,50,2.5,40,30,104574,0.0,7.36,92.64,40740
Fixed South Facing Table,0,2.5,40,45,104574,0.0,47.61,52.39,38387
Fixed South Facing Table,25,2.5,40,45,104574,0.0,32.16,67.84,38638
Fixed South Facing Table,50,2.5,40,45,104574,0.0,0.86,99.14,39020
Fixed South Facing Table,0,2,20,15,52287,0.0,27.45,72.55,20213
Fixed South Facing Table,25,2,20,15,52287,0.0,0.0,100.0,20210
Fixed South Facing Table,50,2,20,15,52287,0.0,0.0,100.0,20228
Fixed South Facing Table,0,2,20,30,52287,0.0,25.44,74.56,20396
Fixed South Facing Table,25,2,20,30,52287,0.0,0.0,100.0,20433
Fixed South Facing Table,50,2,20,30,52287,0.0,0.0,100.0,20494
Fixed South Facing Table,0,2,20,45,52287,0.0,17.13,82.87,19528
Fixed South Facing Table,25,2,20,45,52287,0.0,0.0,100.0,19647
