Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,16.87,83.13,24703
Fixed South Facing Table,25,1.5,20,15,52287,0.0,0.0,100.0,24720
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,24731
Fixed South Facing Table,0,1.5,20,30,52287,0.0,13.29,86.71,25735
Fixed South Facing Table,25,1.5,20,30,52287,0.0,0.0,100.0,25789
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,25851
Fixed South Facing Table,0,1.5,20,45,52287,0.0,4.02,95.98,25372
Fixed South Facing Table,25,1.5,20,45,52287,0.0,0.0,100.0,25450
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,25584
Fixed South Facing Table,0,1.5,30,15,78431,0.0,35.08,64.92,37029
Fixed South Facing Table,25,1.5,30,15,78431,0.0,22.77,77.23,37046
Fixed South Facing Table,50,1.5,30,15,78431,0.0,0.0,100.0,37082
Fixed South Facing Table,0,1.5,30,30,78431,0.0,32.08,67.92,38430
Fixed South Facing Table,25,1.5,30,30,78431,0.0,22.69,77.31,38490
Fixed South Facing Table,50,1.5,30,30,78431,0.0,0.0,100.0,38649
Fixed South Facing Table,0,1.5,30,45,78431,0.0,24.38,75.62,37644
Fixed South Facing Table,25,1.5,30,45,78431,0.0,15.08,84.92,37827
Fixed South Facing Table,50,1.5,30,45,78431,0.0,0.0,100.0,38120
Fixed South Facing Table,0,1.5,40,15,104574,0.0,41.31,58.69,49305
Fixed South Facing Table,25,1.5,40,15,104574,0.0,35.21,64.79,49291
Fixed South Facing Table,50,1.5,40,15,104574,0.0,2.52,97.48,49377
Fixed South Facing Table,0,1.5,40,30,104574,5.17,31.96,62.86,50936
Fixed South Facing Table,25,1.5,40,30,104574,0.0,30.64,69.36,51055
Fixed South Facing Table,50,1.5,40,30,104574,0.0,9.55,90.45,51299
Fixed South Facing Table,0,1.5,40,45,104574,2.59,28.65,68.77,49605
Fixed South Facing Table,25,1.5,40,45,104574,0.0,23.47,76.53,50037
Fixed South Facing Table,50,1.5,40,45,104574,0.0,9.02,90.98,50544
Fixed South Facing Table,0,2.5,20,15,52287,0.0,0.0,100.0,24739
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,24699
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,24730
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,25735
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,25758
