Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,20.54,79.46,25008
Fixed South Facing Table,25,1.5,20,15,52287,0.0,0.0,100.0,25017
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,25024
Fixed South Facing Table,0,1.5,20,30,52287,0.0,16.78,83.22,25664
Fixed South Facing Table,25,1.5,20,30,52287,0.0,0.0,100.0,25710
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,25771
Fixed South Facing Table,0,1.5,20,45,52287,0.0,8.13,91.87,24938
Fixed South Facing Table,25,1.5,20,45,52287,0.0,0.0,100.0,25005
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,25143
Fixed South Facing Table,0,1.5,30,15,78431,0.0,35.38,64.62,37471
Fixed South Facing Table,25,1.5,30,15,78431,0.0,23.15,76.85,37469
Fixed South Facing Table,50,1.5,30,15,78431,0.0,0.0,100.0,37487
Fixed South Facing Table,0,1.5,30,30,78431,0.0,34.23,65.77,38330
Fixed South Facing Table,25,1.5,30,30,78431,0.0,22.77,77.23,38417
Fixed South Facing Table,50,1.5,30,30,78431,0.0,0.0,100.0,38518
Fixed South Facing Table,0,1.5,30,45,78431,0.0,28.23,71.77,37095
Fixed South Facing Table,25,1.5,30,45,78431,0.0,15.46,84.54,37256
Fixed South Facing Table,50,1.5,30,45,78431,0.0,0.0,100.0,37498
Fixed South Facing Table,0,1.5,40,15,104574,0.0,41.71,58.29,49888
Fixed South Facing Table,25,1.5,40,15,104574,0.0,36.87,63.13,49913
Fixed South Facing Table,50,1.5,40,15,104574,0.0,2.98,97.02,49974
Fixed South Facing Table,0,1.5,40,30,104574,5.17,32.76,62.07,50910
Fixed South Facing Table,25,1.5,40,30,104574,0.0,30.7,69.3,50994
Fixed South Facing Table,50,1.5,40,30,104574,0.0,8.82,91.18,51228
Fixed South Facing Table,0,1.5,40,45,104574,2.65,30.84,66.51,49057
Fixed South Facing Table,25,1.5,40,45,104574,0.0,23.67,76.33,49406
Fixed South Facing Table,50,1.5,40,45,104574,0.0,8.16,91.84,49804
Fixed South Facing Table,0,2.5,20,15,52287,0.0,0.0,100.0,25026
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,25017
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,25018
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,25660
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,25694
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,25767
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.0,100.0,24933
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,25010
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,25126
Fixed South Facing Table,0,2.5,30,15,78431,0.0,26.08,73.92,37494
Fixed South Facing Table,25,2.5,30,15,78431,0.0,0.0,100.0,37486
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,37523
Fixed South Facing Table,0,2.5,30,30,78431,0.0,21.46,78.54,38379
Fixed South Facing Table,25,2.5,30,30,78431,0.0,0.0,100.0,38399
Fixed South Facing Table,50,2.5,30,30,78431,0.0,0.0,100.0,38514
Fixed South Facing Table,0,2.5,30,45,78431,0.0,8.38,91.62,37088
Fixed South Facing Table,25,2.5,30,45,78431,0.0,0.0,100.0,37283
Fixed South Facing Table,50,2.5,30,45,78431,0.0,0.0,100.0,37540
Fixed South Facing Table,0,2.5,40,15,104574,0.0,41.11,58.89,49903
Fixed South Facing Table,25,2.5,40,15,104574,0.0,19.76,80.24,49925
Fixed South Facing Table,50,2.5,40,15,104574,0.0,0.0,100.0,49980
Fixed South Facing Table,0,2.5,40,30,104574,0.0,38.66,61.34,50882
Fixed South Facing Table,25,2.5,40,30,104574,0.0,19.76,80.24,51033
Fixed South Facing Table,50,2.5,40,30,104574,0.0,0.0,100.0,51267
Fixed South Facing Table,0,2.5,40,45,104574,0.0,33.36,66.64,49095
Fixed South Facing Table,25,2.5,40,45,104574,0.0,14.06,85.94,49337
Fixed South Facing Table,50,2.5,40,45,104574,0.0,0.0,100.0,49785
Fixed South Facing Table,0,2,20,15,52287,0.0,0.0,100.0,25020
Fixed South Facing Table,25,2,20,15,52287,0.0,0.0,100.0,25008
Fixed South Facing Table,50,2,20,15,52287,0.0,0.0,100.0,25037
Fixed South Facing Table,0,2,20,30,52287,0.0,0.0,100.0,25672
Fixed South Facing Table,25,2,20,30,52287,0.0,0.0,100.0,25703
Fixed South Facing Table,50,2,20,30,52287,0.0,0.0,100.0,25756
Fixed South Facing Table,0,2,20,45,52287,0.0,0.0,100.0,24915
Fixed South Facing Table,25,2,20,45,52287,0.0,0.0,100.0,25062
Fixed South Facing Table,50,2,20,45,52287,0.0,0.0,100.0,25135
Fixed South Facing Table,0,2,30,15,78431,0.0,33.0,67.0,37457
Fixed South Facing Table,25,2,30,15,78431,0.0,9.69,90.31,37514
Fixed South Facing Table,50,2,30,15,78431,0.0,0.0,100.0,37511
Fixed South Facing Table,0,2,30,30,78431,0.0,29.15,70.85,38365
Fixed South Facing Table,25,2,30,30,78431,0.0,10.31,89.69,38421
Fixed South Facing Table,50,2,30,30,78431,0.0,0.0,100.0,38525
Fixed South Facing Table,0,2,30,45,78431,0.0,25.62,74.38,37108
Fixed South Facing Table,25,2,30,45,78431,0.0,2.62,97.38,37287
Fixed South Facing Table,50,2,30,45,78431,0.0,0.0,100.0,37530
Fixed South Facing Table,0,2,40,15,104574,0.0,43.97,56.03,49912
Fixed South Facing Table,25,2,40,15,104574,0.0,29.71,70.29,49931
Fixed South Facing Table,50,2,40,15,104574,0.0,0.0,100.0,49974
Fixed South Facing Table,0,2,40,30,104574,0.0,38.79,61.21,50924
Fixed South Facing Table,25,2,40,30,104574,0.0,26.79,73.21,51047
Fixed South Facing Table,50,2,40,30,104574,0.0,0.0,100.0,51244
Fixed South Facing Table,0,2,40,45,104574,0.0,34.88,65.12,49034
Fixed South Facing Table,25,2,40,45,104574,0.0,20.23,79.77,49404
Fixed South Facing Table,50,2,40,45,104574,0.0,0.0,100.0,49786
Fixed South Facing Table,0,3.5,20,15,52287,0.0,0.0,100.0,25016
Fixed South Facing Table,25,3.5,20,15,52287,0.0,0.0,100.0,25028
Fixed South Facing Table,50,3.5,20,15,52287,0.0,0.0,100.0,25037
Fixed South Facing Table,0,3.5,20,30,52287,0.0,0.0,100.0,25667
Fixed South Facing Table,25,3.5,20,30,52287,0.0,0.0,100.0,25690
Fixed South Facing Table,50,3.5,20,30,52287,0.0,0.0,100.0,25770
Fixed South Facing Table,0,3.5,20,45,52287,0.0,0.0,100.0,24938
Fixed South Facing Table,25,3.5,20,45,52287,0.0,0.0,100.0,25025
Fixed South Facing Table,50,3.5,20,45,52287,0.0,0.0,100.0,25135
Fixed South Facing Table,0,3.5,30,15,78431,0.0,0.0,100.0,37468
Fixed South Facing Table,25,3.5,30,15,78431,0.0,0.0,100.0,37495
Fixed South Facing Table,50,3.5,30,15,78431,0.0,0.0,100.0,37576
Fixed South Facing Table,0,3.5,30,30,78431,0.0,0.0,100.0,38325
Fixed South Facing Table,25,3.5,30,30,78431,0.0,0.0,100.0,38406
Fixed South Facing Table,50,3.5,30,30,78431,0.0,0.0,100.0,38540
Fixed South Facing Table,0,3.5,30,45,78431,0.0,0.0,100.0,37091
Fixed South Facing Table,25,3.5,30,45,78431,0.0,0.0,100.0,37309
Fixed South Facing Table,50,3.5,30,45,78431,0.0,0.0,100.0,37543
Fixed South Facing Table,0,3.5,40,15,104574,0.0,36.41,63.59,49873
Fixed South Facing Table,25,3.5,40,15,104574,0.0,0.0,100.0,49974
Fixed South Facing Table,50,3.5,40,15,104574,0.0,0.0,100.0,49956
Fixed South Facing Table,0,3.5,40,30,104574,0.0,28.58,71.42,50915
Fixed South Facing Table,25,3.5,40,30,104574,0.0,0.0,100.0,51029
Fixed South Facing Table,50,3.5,40,30,104574,0.0,0.0,100.0,51236
Fixed South Facing Table,0,3.5,40,45,104574,0.0,10.54,89.46,49075
Fixed South Facing Table,25,3.5,40,45,104574,0.0,0.0,100.0,49373
Fixed South Facing Table,50,3.5,40,45,104574,0.0,0.0,100.0,49774
Fixed South Facing Table,0,3,20,15,52287,0.0,0.0,100.0,25006
Fixed South Facing Table,25,3,20,15,52287,0.0,0.0,100.0,25031
Fixed South Facing Table,50,3,20,15,52287,0.0,0.0,100.0,25055
Fixed South Facing Table,0,3,20,30,52287,0.0,0.0,100.0,25639
Fixed South Facing Table,25,3,20,30,52287,0.0,0.0,100.0,25676
Fixed South Facing Table,50,3,20,30,52287,0.0,0.0,100.0,25765
Fixed South Facing Table,0,3,20,45,52287,0.0,0.0,100.0,24930
Fixed South Facing Table,25,3,20,45,52287,0.0,0.0,100.0,25013
Fixed South Facing Table,50,3,20,45,52287,0.0,0.0,100.0,25145
Fixed South Facing Table,0,3,30,15,78431,0.0,3.08,96.92,37483
Fixed South Facing Table,25,3,30,15,78431,0.0,0.0,100.0,37516
Fixed South Facing Table,50,3,30,15,78431,0.0,0.0,100.0,37508
Fixed South Facing Table,0,3,30,30,78431,0.0,0.0,100.0,38302
Fixed South Facing Table,25,3,30,30,78431,0.0,0.0,100.0,38408
Fixed South Facing Table,50,3,30,30,78431,0.0,0.0,100.0,38529
Fixed South Facing Table,0,3,30,45,78431,0.0,0.0,100.0,37069
Fixed South Facing Table,25,3,30,45,78431,0.0,0.0,100.0,37279
Fixed South Facing Table,50,3,30,45,78431,0.0,0.0,100.0,37497
Fixed South Facing Table,0,3,40,15,104574,0.0,40.58,59.42,49890
Fixed South Facing Table,25,3,40,15,104574,0.0,2.59,97.41,49924
Fixed South Facing Table,50,3,40,15,104574,0.0,0.0,100.0,49997
Fixed South Facing Table,0,3,40,30,104574,0.0,35.54,64.46,50922
Fixed South Facing Table,25,3,40,30,104574,0.0,3.45,96.55,51018
Fixed South Facing Table,50,3,40,30,104574,0.0,0.0,100.0,51253
Fixed South Facing Table,0,3,40,45,104574,0.0,30.97,69.03,49062
Fixed South Facing Table,25,3,40,45,104574,0.0,0.0,100.0,49417
Fixed South Facing Table,50,3,40,45,104574,0.0,0.0,100.0,49781
Fixed East-West Peak Canopy,0,2.5,10,15,20165,0.0,30.82,69.18,11259
Fixed East-West Peak Canopy,25,2.5,10,15,20165,0.0,9.65,90.35,11253
Fixed East-West Peak Canopy,50,2.5,10,15,20165,0.0,0.0,100.0,11263
Fixed East-West Peak Canopy,0,2.5,10,30,20165,0.0,30.64,69.36,10648
Fixed East-West Peak Canopy,25,2.5,10,30,20165,0.0,9.07,90.93,10660
Fixed East-West Peak Canopy,50,2.5,10,30,20165,0.0,0.0,100.0,10675
Fixed East-West Peak Canopy,0,2.5,10,45,20165,0.0,25.06,74.94,9705
Fixed East-West Peak Canopy,25,2.5,10,45,20165,0.0,5.63,94.37,9710
Fixed East-West Peak Canopy,50,2.5,10,45,20165,0.0,0.0,100.0,9753
Fixed East-West Peak Canopy,0,2.5,20,15,40330,11.43,46.97,41.6,22493
Fixed East-West Peak Canopy,25,2.5,20,15,40330,0.0,49.24,50.76,22517
Fixed East-West Peak Canopy,50,2.5,20,15,40330,0.0,14.37,85.63,22509
Fixed East-West Peak Canopy,0,2.5,20,30,40330,18.98,37.17,43.85,21153
Fixed East-West Peak Canopy,25,2.5,20,30,40330,0.0,49.02,50.98,21181
Fixed East-West Peak Canopy,50,2.5,20,30,40330,0.0,22.46,77.54,21249
Fixed East-West Peak Canopy,0,2.5,20,45,40330,22.16,30.0,47.84,19026
Fixed East-West Peak Canopy,25,2.5,20,45,40330,0.0,45.29,54.71,19114
Fixed East-West Peak Canopy,50,2.5,20,45,40330,0.0,27.45,72.55,19292
Fixed East-West Peak Canopy,0,2.5,30,15,60496,36.01,32.75,31.24,33731
Fixed East-West Peak Canopy,25,2.5,30,15,60496,0.0,62.35,37.65,33734
Fixed East-West Peak Canopy,50,2.5,30,15,60496,0.0,41.24,58.76,33795
Fixed East-West Peak Canopy,0,2.5,30,30,60496,44.33,22.27,33.4,31610
Fixed East-West Peak Canopy,25,2.5,30,30,60496,0.0,62.32,37.68,31660
Fixed East-West Peak Canopy,50,2.5,30,30,60496,0.0,49.16,50.84,31802
Fixed East-West Peak Canopy,0,2.5,30,45,60496,47.46,13.59,38.95,28126
Fixed East-West Peak Canopy,25,2.5,30,45,60496,0.08,58.51,41.41,28321
Fixed East-West Peak Canopy,50,2.5,30,45,60496,0.0,51.51,48.49,28635
Fixed East-West Peak Canopy,0,3.5,10,15,20165,0.0,9.41,90.59,11260
Fixed East-West Peak Canopy,25,3.5,10,15,20165,0.0,0.0,100.0,11272
Fixed East-West Peak Canopy,50,3.5,10,15,20165,0.0,0.0,100.0,11266
Fixed East-West Peak Canopy,0,3.5,10,30,20165,0.0,5.15,94.85,10632
Fixed East-West Peak Canopy,25,3.5,10,30,20165,0.0,0.0,100.0,10647
Fixed East-West Peak Canopy,50,3.5,10,30,20165,0.0,0.0,100.0,10670
Fixed East-West Peak Canopy,0,3.5,10,45,20165,0.0,0.0,100.0,9693
Fixed East-West Peak Canopy,25,3.5,10,45,20165,0.0,0.0,100.0,9717
Fixed East-West Peak Canopy,50,3.5,10,45,20165,0.0,0.0,100.0,9766
Fixed East-West Peak Canopy,0,3.5,20,15,40330,0.0,60.08,39.92,22514
Fixed East-West Peak Canopy,25,3.5,20,15,40330,0.0,42.27,57.73,22526
Fixed East-West Peak Canopy,50,3.5,20,15,40330,0.0,0.0,100.0,22528
Fixed East-West Peak Canopy,0,3.5,20,30,40330,0.0,56.24,43.76,21152
Fixed East-West Peak Canopy,25,3.5,20,30,40330,0.0,42.07,57.93,21164
Fixed East-West Peak Canopy,50,3.5,20,30,40330,0.0,0.0,100.0,21263
Fixed East-West Peak Canopy,0,3.5,20,45,40330,0.0,52.75,47.25,19024
Fixed East-West Peak Canopy,25,3.5,20,45,40330,0.0,40.59,59.41,19120
Fixed East-West Peak Canopy,50,3.5,20,45,40330,0.0,0.1,99.9,19290
Fixed East-West Peak Canopy,0,3.5,30,15,60496,17.32,53.4,29.28,33763
Fixed East-West Peak Canopy,25,3.5,30,15,60496,0.0,59.93,40.07,33748
Fixed East-West Peak Canopy,50,3.5,30,15,60496,0.0,20.72,79.28,33768
Fixed East-West Peak Canopy,0,3.5,30,30,60496,26.4,40.69,32.91,31580
Fixed East-West Peak Canopy,25,3.5,30,30,60496,0.0,59.31,40.69,31654
Fixed East-West Peak Canopy,50,3.5,30,30,60496,0.0,31.16,68.84,31780
Fixed East-West Peak Canopy,0,3.5,30,45,60496,33.23,29.81,36.96,28117
Fixed East-West Peak Canopy,25,3.5,30,45,60496,0.0,56.28,43.72,28325
Fixed East-West Peak Canopy,50,3.5,30,45,60496,0.0,38.95,61.05,28651
Fixed East-West Peak Canopy,0,3,10,15,20165,0.0,23.29,76.71,11266
Fixed East-West Peak Canopy,25,3,10,15,20165,0.0,0.0,100.0,11266
Fixed East-West Peak Canopy,50,3,10,15,20165,0.0,0.0,100.0,11246
Fixed East-West Peak Canopy,0,3,10,30,20165,0.0,20.47,79.53,10642
Fixed East-West Peak Canopy,25,3,10,30,20165,0.0,0.0,100.0,10650
Fixed East-West Peak Canopy,50,3,10,30,20165,0.0,0.0,100.0,10673
Fixed East-West Peak Canopy,0,3,10,45,20165,0.0,12.15,87.85,9699
Fixed East-West Peak Canopy,25,3,10,45,20165,0.0,0.0,100.0,9718
Fixed East-West Peak Canopy,50,3,10,45,20165,0.0,0.0,100.0,9760
Fixed East-West Peak Canopy,0,3,20,15,40330,0.34,59.08,40.59,22496
