Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,40.47,59.53,20467
Fixed South Facing Table,25,1.5,20,15,52287,0.0,30.59,69.41,20486
Fixed South Facing Table,50,1.5,20,15,52287,0.0,1.57,98.43,20491
Fixed South Facing Table,0,1.5,20,30,52287,0.0,41.78,58.22,20998
Fixed South Facing Table,25,1.5,20,30,52287,0.0,29.37,70.63,21046
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.09,99.91,21097
Fixed South Facing Table,0,1.5,20,45,52287,0.0,36.71,63.29,20428
Fixed South Facing Table,25,1.5,20,45,52287,0.0,25.44,74.56,20508
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,20629
Fixed South Facing Table,0,1.5,30,15,78431,0.0,53.46,46.54,30678
Fixed South Facing Table,25,1.5,30,15,78431,0.0,43.62,56.38,30686
Fixed South Facing Table,50,1.5,30,15,78431,0.0,27.15,72.85,30714
Fixed South Facing Table,0,1.5,30,30,78431,0.31,48.38,51.31,31341
Fixed South Facing Table,25,1.5,30,30,78431,0.0,42.38,57.62,31413
Fixed South Facing Table,50,1.5,30,30,78431,0.0,23.69,76.31,31535
Fixed South Facing Table,0,1.5,30,45,78431,0.0,46.85,53.15,30312
Fixed South Facing Table,25,1.5,30,45,78431,0.0,37.69,62.31,30471
Fixed South Facing Table,50,1.5,30,45,78431,0.0,18.62,81.38,30729
Fixed South Facing Table,0,1.5,40,15,104574,16.58,41.64,41.78,40833
Fixed South Facing Table,25,1.5,40,15,104574,0.0,51.46,48.54,40834
Fixed South Facing Table,50,1.5,40,15,104574,0.0,37.93,62.07,40904
Fixed South Facing Table,0,1.5,40,30,104574,17.84,38.79,43.37,41554
Fixed South Facing Table,25,1.5,40,30,104574,0.0,49.01,50.99,41659
Fixed South Facing Table,50,1.5,40,30,104574,0.0,33.82,66.18,41893
Fixed South Facing Table,0,1.5,40,45,104574,9.55,41.91,48.54,39961
Fixed South Facing Table,25,1.5,40,45,104574,0.0,41.84,58.16,40324
Fixed South Facing Table,50,1.5,40,45,104574,0.0,26.86,73.14,40751
Fixed South Facing Table,0,2.5,20,15,52287,0.0,28.41,71.59,20501
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.44,99.56,20483
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,20487
Fixed South Facing Table,0,2.5,20,30,52287,0.0,27.45,72.55,20997
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,21018
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,21093
Fixed South Facing Table,0,2.5,20,45,52287,0.0,15.65,84.35,20412
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,20508
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,20629
Fixed South Facing Table,0,2.5,30,15,78431,0.0,60.23,39.77,30676
Fixed South Facing Table,25,2.5,30,15,78431,0.0,40.23,59.77,30684
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,30714
Fixed South Facing Table,0,2.5,30,30,78431,0.0,55.38,44.62,31368
Fixed South Facing Table,25,2.5,30,30,78431,0.0,41.15,58.85,31416
Fixed South Facing Table,50,2.5,30,30,78431,0.0,0.0,100.0,31522
Fixed South Facing Table,0,2.5,30,45,78431,0.0,56.69,43.31,30302
Fixed South Facing Table,25,2.5,30,45,78431,0.0,37.31,62.69,30504
Fixed South Facing Table,50,2.5,30,45,78431,0.0,0.0,100.0,30777
Fixed South Facing Table,0,2.5,40,15,104574,0.0,70.09,29.91,40847
Fixed South Facing Table,25,2.5,40,15,104574,0.0,56.63,43.37,40854
Fixed South Facing Table,50,2.5,40,15,104574,0.0,27.32,72.68,40918
Fixed South Facing Table,0,2.5,40,30,104574,0.0,64.99,35.01,41530
Fixed South Facing Table,25,2.5,40,30,104574,0.0,51.79,48.21,41689
Fixed South Facing Table,50,2.5,40,30,104574,0.0,26.39,73.61,41927
Fixed South Facing Table,0,2.5,40,45,104574,0.0,62.2,37.8,39983
Fixed South Facing Table,25,2.5,40,45,104574,0.0,48.94,51.06,40301
Fixed South Facing Table,50,2.5,40,45,104574,0.0,18.57,81.43,40747
Fixed South Facing Table,0,2,20,15,52287,0.0,41.78,58.22,20492
Fixed South Facing Table,25,2,20,15,52287,0.0,20.02,79.98,20475
Fixed South Facing Table,50,2,20,15,52287,0.0,0.0,100.0,20508
Fixed South Facing Table,0,2,20,30,52287,0.0,41.26,58.74,21012
Fixed South Facing Table,25,2,20,30,52287,0.0,15.91,84.09,21053
Fixed South Facing Table,50,2,20,30,52287,0.0,0.0,100.0,21085
Fixed South Facing Table,0,2,20,45,52287,0.0,36.71,63.29,20408
Fixed South Facing Table,25,2,20,45,52287,0.0,0.96,99.04,20553
Fixed South Facing Table,50,2,20,45,52287,0.0,0.0,100.0,20634
