Configuration,Transparency,Height from Ground,Panel Count,Angle (Degrees),Initial cost ($),Low light area (%),Medium light area (%),High light area (%),Net AC electricity
Fixed South Facing Table,0,1.5,20,15,52287,0.0,34.53,65.47,22142
Fixed South Facing Table,25,1.5,20,15,52287,0.0,16.17,83.83,22154
Fixed South Facing Table,50,1.5,20,15,52287,0.0,0.0,100.0,22167
Fixed South Facing Table,0,1.5,20,30,52287,0.0,34.35,65.65,22713
Fixed South Facing Table,25,1.5,20,30,52287,0.0,16.08,83.92,22769
Fixed South Facing Table,50,1.5,20,30,52287,0.0,0.0,100.0,22823
Fixed South Facing Table,0,1.5,20,45,52287,0.0,29.28,70.72,22091
Fixed South Facing Table,25,1.5,20,45,52287,0.0,10.49,89.51,22168
Fixed South Facing Table,50,1.5,20,45,52287,0.0,0.0,100.0,22293
Fixed South Facing Table,0,1.5,30,15,78431,0.0,47.38,52.62,33186
Fixed South Facing Table,25,1.5,30,15,78431,0.0,34.77,65.23,33190
Fixed South Facing Table,50,1.5,30,15,78431,0.0,11.85,88.15,33219
Fixed South Facing Table,0,1.5,30,30,78431,0.0,44.92,55.08,33927
Fixed South Facing Table,25,1.5,30,30,78431,0.0,31.92,68.08,33997
Fixed South Facing Table,50,1.5,30,30,78431,0.0,12.92,87.08,34119
Fixed South Facing Table,0,1.5,30,45,78431,0.0,42.23,57.77,32827
Fixed South Facing Table,25,1.5,30,45,78431,0.0,27.46,72.54,32983
Fixed South Facing Table,50,1.5,30,45,78431,0.0,7.62,92.38,33233
Fixed South Facing Table,0,1.5,40,15,104574,6.83,47.81,45.36,44180
Fixed South Facing Table,25,1.5,40,15,104574,0.0,44.1,55.9,44185
Fixed South Facing Table,50,1.5,40,15,104574,0.0,26.46,73.54,44251
Fixed South Facing Table,0,1.5,40,30,104574,11.14,38.06,50.8,45018
Fixed South Facing Table,25,1.5,40,30,104574,0.0,40.92,59.08,45115
Fixed South Facing Table,50,1.5,40,30,104574,0.0,24.6,75.4,45345
Fixed South Facing Table,0,1.5,40,45,104574,7.69,39.85,52.45,43341
Fixed South Facing Table,25,1.5,40,45,104574,0.0,37.0,63.0,43702
Fixed South Facing Table,50,1.5,40,45,104574,0.0,19.36,80.64,44110
Fixed South Facing Table,0,2.5,20,15,52287,0.0,0.26,99.74,22169
Fixed South Facing Table,25,2.5,20,15,52287,0.0,0.0,100.0,22154
Fixed South Facing Table,50,2.5,20,15,52287,0.0,0.0,100.0,22153
Fixed South Facing Table,0,2.5,20,30,52287,0.0,0.0,100.0,22722
Fixed South Facing Table,25,2.5,20,30,52287,0.0,0.0,100.0,22738
Fixed South Facing Table,50,2.5,20,30,52287,0.0,0.0,100.0,22814
Fixed South Facing Table,0,2.5,20,45,52287,0.0,0.09,99.91,22081
Fixed South Facing Table,25,2.5,20,45,52287,0.0,0.0,100.0,22177
Fixed South Facing Table,50,2.5,20,45,52287,0.0,0.0,100.0,22286
Fixed South Facing Table,0,2.5,30,15,78431,0.0,46.46,53.54,33180
Fixed South Facing Table,25,2.5,30,15,78431,0.0,18.85,81.15,33185
Fixed South Facing Table,50,2.5,30,15,78431,0.0,0.0,100.0,33223
Fixed South Facing Table,0,2.5,30,30,78431,0.0,45.31,54.69,33958
Fixed South Facing Table,25,2.5,30,30,78431,0.0,18.38,81.62,33996
