182.22,182.07,181.86,181.85,181.76,181.43,181.39,181.29,181.15,181.11,180.85,180.85,180.98,180.67,180.63,180.83,180.76,180.85,181.12,180.94,181.19,181.32,181.27,181.38,181.56,181.56,181.58,181.42,181.38,181.46,181.36,181.15,181.21,181.07,180.69,180.74,180.42,180.53,180.56,180.49,180.28,180.60,180.43,180.78,181.07,180.93,181.18,181.43,181.22,181.29,181.48,181.51,181.48,181.35,181.39,181.57,181.42,181.15,181.20,181.03,180.79,180.71,180.56,180.56,180.68,180.52,180.41,180.75,180.66,180.96,181.17,181.22,181.63,181.68,181.72,181.94,182.12,182.19
182.28,182.06,181.74,181.71,181.35,181.06,181.05,180.71,180.56,180.35,179.89,179.93,180.11,179.83,179.89,180.32,180.03,180.12,180.44,180.56,180.95,181.00,181.12,181.21,181.34,181.33,181.50,181.36,181.31,181.18,180.98,180.74,180.71,180.45,180.17,180.16,179.83,179.87,180.02,179.60,179.76,180.14,179.87,180.12,180.27,180.48,181.01,180.94,181.18,181.32,181.35,181.31,181.48,181.37,181.22,181.22,180.94,180.86,180.74,180.50,180.27,180.21,179.82,179.87,179.97,179.87,179.92,180.25,180.10,180.27,180.58,180.71,181.34,181.36,181.50,181.76,181.99,182.04
182.05,181.78,181.71,181.30,181.08,180.55,180.58,180.24,179.66,179.69,179.08,179.12,179.00,178.80,179.23,179.17,179.40,179.34,179.77,180.00,180.53,180.59,180.87,181.08,181.02,181.03,181.11,181.16,181.09,180.82,180.60,180.23,180.12,179.89,179.52,179.43,178.96,179.08,178.95,178.68,178.94,179.27,179.30,179.37,179.77,180.09,180.50,180.56,180.71,181.13,181.05,181.06,181.04,181.19,181.17,180.89,180.69,180.35,180.24,180.03,179.58,179.56,179.00,179.04,178.91,178.86,179.08,179.18,179.45,179.53,180.09,180.22,181.00,181.00,181.25,181.67,181.70,181.93
181.79,181.61,181.34,181.00,180.72,180.13,179.84,179.42,178.67,178.70,177.91,177.86,177.85,177.73,177.78,178.08,178.54,178.69,179.38,179.53,180.21,180.34,180.74,180.88,180.98,181.00,180.95,180.95,180.60,180.56,180.29,179.73,179.46,179.21,178.55,178.46,177.86,177.68,177.60,177.72,177.60,177.94,178.43,178.56,179.20,179.45,179.99,180.29,180.58,180.88,180.99,181.05,180.92,180.99,180.70,180.54,180.39,179.83,179.60,179.32,178.73,178.61,177.83,177.84,177.81,177.76,177.77,178.16,178.69,178.75,179.42,179.85,180.44,180.71,181.02,181.46,181.63,181.99
181.65,181.51,180.94,180.18,180.24,179.62,178.75,178.08,177.69,176.68,176.43,175.82,175.61,175.83,175.80,176.32,176.70,177.45,178.13,178.81,179.37,179.57,180.22,180.46,180.69,180.83,180.74,180.65,180.39,179.73,179.74,179.20,178.56,177.87,177.52,176.53,176.21,175.49,175.58,175.79,175.73,176.23,176.57,177.36,178.00,178.70,179.35,179.61,180.14,180.47,180.69,180.76,180.71,180.69,180.35,179.67,179.86,179.16,178.65,177.96,177.55,176.69,176.31,175.80,175.62,175.90,175.91,176.37,176.81,177.54,178.27,178.99,179.80,180.15,180.68,181.09,181.52,181.73
181.82,181.20,180.86,180.36,179.47,178.79,177.54,176.75,175.42,174.60,173.56,173.31,172.69,172.94,173.54,173.75,174.79,175.65,176.95,177.70,178.74,179.00,180.07,180.17,180.48,180.91,180.64,180.21,180.10,179.68,178.96,178.53,177.28,176.42,175.09,174.35,173.36,173.27,172.67,172.80,173.40,173.55,174.85,175.46,176.86,177.58,178.70,179.04,179.96,179.99,180.59,180.70,180.78,180.13,180.13,179.83,179.09,178.76,177.33,176.65,175.25,174.45,173.52,173.36,172.75,173.00,173.56,173.69,174.92,175.74,177.19,177.93,179.00,179.72,180.74,180.72,181.35,182.00
181.42,180.51,180.38,179.62,178.35,177.55,176.00,174.66,172.96,171.37,170.75,170.03,169.35,169.28,170.01,170.34,172.43,173.18,174.63,176.04,177.12,178.55,178.91,179.60,180.44,180.36,180.05,179.62,179.64,179.18,177.93,177.18,175.67,174.34,172.74,171.26,170.55,169.78,169.10,169.17,170.02,170.21,172.39,173.06,174.61,176.12,177.00,178.49,178.99,179.67,180.36,180.43,180.10,179.62,179.73,179.03,177.92,177.12,175.61,174.52,172.84,171.34,170.80,169.99,169.34,169.35,170.23,170.44,172.69,173.23,174.80,176.25,177.33,178.86,179.80,180.44,181.31,181.51
181.64,180.94,179.77,179.22,176.96,176.09,172.79,171.61,168.76,165.70,164.27,161.99,163.21,161.65,163.36,163.99,167.05,168.17,170.99,174.24,175.47,178.25,178.50,179.52,180.06,180.19,180.40,179.97,179.05,178.64,176.33,175.66,172.34,171.09,168.51,165.57,164.09,161.90,163.13,161.58,163.31,164.14,166.81,168.13,170.83,174.30,175.43,178.41,178.41,179.53,180.12,180.22,180.42,179.94,179.13,178.60,176.40,175.52,172.30,171.27,168.49,165.60,164.25,162.04,163.34,161.57,163.59,164.32,167.14,168.42,171.10,174.43,175.67,178.56,178.98,180.46,181.19,181.35
181.51,181.05,179.03,178.36,176.86,173.47,168.60,166.24,161.75,156.67,152.44,151.66,151.52,150.21,151.10,153.66,158.03,160.13,165.41,170.98,174.87,176.73,178.82,179.68,179.10,179.99,180.35,180.14,178.35,177.70,176.15,172.95,168.20,166.02,161.78,156.48,152.28,151.57,151.45,150.05,151.13,153.59,158.02,160.13,165.43,171.01,174.77,176.68,178.70,179.60,179.12,179.90,180.31,180.20,178.18,177.63,176.26,172.90,168.24,166.13,161.79,156.60,152.49,151.72,151.85,150.37,151.44,153.84,158.20,160.19,165.64,171.37,175.11,176.97,179.12,180.15,180.42,181.41
180.95,180.74,180.06,176.45,175.62,168.61,163.08,158.62,150.54,143.00,136.27,135.69,130.46,132.99,131.73,138.01,144.17,147.61,155.90,164.31,171.09,173.12,177.93,178.58,180.36,180.05,179.78,179.75,179.22,175.52,175.21,168.36,162.84,158.41,150.51,142.81,136.15,135.54,130.45,133.03,131.78,138.02,144.12,147.58,155.73,164.51,170.97,173.22,177.90,178.45,180.32,180.01,179.78,179.68,179.17,175.56,175.14,168.44,162.96,158.51,150.46,142.88,136.41,135.48,130.44,133.23,131.96,138.38,144.51,147.97,156.15,164.84,171.36,173.68,178.29,179.07,181.08,181.62
