158.81,158.78,158.68,158.75,158.79,158.83,158.83,158.79,158.73,158.71,158.76,158.76
158.61,158.59,158.56,158.57,158.59,158.74,158.72,158.60,158.59,158.57,158.53,158.66
158.45,158.37,158.35,158.31,158.40,158.54,158.46,158.47,158.28,158.28,158.28,158.39
158.09,157.98,158.04,158.06,158.20,158.37,158.32,158.16,158.03,157.96,157.93,158.10
157.62,157.42,157.35,157.48,157.74,158.07,158.06,157.67,157.51,157.44,157.49,157.51
156.93,156.66,156.64,156.72,156.96,157.50,157.59,156.91,156.64,156.50,156.55,156.70
155.76,155.54,155.29,155.13,155.40,156.43,156.47,155.64,155.32,155.38,155.52,155.56
153.39,153.47,153.04,152.79,152.77,153.79,153.74,153.01,153.19,153.43,153.31,153.25
148.00,148.68,148.55,147.18,145.57,138.90,138.80,144.68,147.65,148.51,148.84,147.69
141.95,142.30,143.30,140.03,135.57,129.52,126.10,135.54,141.28,142.03,143.43,140.71
137.50,138.28,139.42,135.55,128.70,127.28,123.35,130.94,136.32,137.93,140.06,136.40
133.84,136.02,135.91,133.53,125.60,128.18,122.32,129.25,132.56,135.74,136.16,134.08
131.74,134.24,133.20,131.07,125.04,123.80,120.67,127.00,130.81,133.85,133.76,131.59
130.27,132.01,132.02,129.32,122.60,123.06,119.54,125.20,129.07,131.80,132.36,130.32
129.35,131.18,130.82,128.90,121.91,124.13,120.33,125.60,128.36,130.85,131.22,129.63
128.67,130.24,129.81,127.44,121.94,121.89,119.77,124.19,127.66,130.11,130.50,128.54
128.26,128.94,129.22,127.05,121.12,121.24,117.88,123.21,127.19,128.53,129.98,127.97
127.59,129.04,128.98,126.48,120.73,122.33,120.37,122.79,126.44,128.67,129.40,127.34
127.12,129.16,128.14,126.01,120.21,120.61,117.98,123.06,125.85,128.68,128.48,127.06
127.07,128.55,127.99,125.41,120.72,120.21,116.92,122.10,125.99,128.26,128.69,126.47
127.36,128.76,128.03,125.35,120.87,122.23,118.96,122.33,125.90,128.42,128.82,126.41
126.72,128.79,127.61,125.91,119.89,120.03,117.17,122.43,125.48,128.39,128.27,126.59
126.78,128.51,127.60,125.37,120.27,119.97,116.72,121.75,125.52,128.08,128.09,126.14
127.28,128.58,127.41,125.23,120.18,122.58,118.26,122.44,126.10,128.39,128.07,126.38
126.80,128.76,127.66,125.64,120.07,120.17,117.12,122.25,125.38,128.38,128.09,126.64
126.89,128.49,127.56,125.34,120.04,119.88,116.62,121.90,125.56,128.06,128.18,126.17
127.21,128.36,127.76,125.35,119.76,121.51,118.94,122.90,126.03,127.93,128.23,126.26
126.83,128.85,127.71,126.29,120.25,120.31,117.56,122.43,125.48,128.44,128.10,127.00
126.84,128.44,127.78,125.32,120.07,119.67,117.13,121.88,125.62,128.12,128.07,126.32
126.95,128.67,127.89,125.53,120.10,121.19,118.64,122.42,125.76,128.23,128.39,126.43
127.06,129.33,128.03,126.07,120.19,120.33,118.08,122.67,125.71,128.88,128.36,126.60
126.92,128.81,127.97,125.48,120.33,119.97,116.96,122.18,125.91,128.39,128.31,126.43
127.29,128.96,128.38,126.08,120.55,120.97,117.66,122.58,126.19,128.58,128.98,126.87
127.62,129.23,128.37,126.13,120.61,120.99,118.24,123.37,126.26,129.38,128.73,127.09
127.77,129.40,128.87,126.48,120.71,120.30,117.58,122.89,126.68,129.19,129.23,127.13
128.67,130.30,129.38,127.02,121.03,121.14,118.19,123.52,127.17,129.95,130.31,127.95
129.19,130.83,130.32,127.65,122.16,122.35,120.25,124.21,128.01,130.57,130.97,128.73
130.41,132.29,131.53,129.37,123.67,122.64,119.48,125.58,129.25,131.88,131.95,130.09
133.57,134.85,134.45,132.04,126.90,126.31,123.40,129.15,132.43,134.61,134.67,132.61
139.39,140.10,139.81,138.49,135.99,144.82,140.26,137.99,138.69,139.66,140.31,139.05
144.54,146.19,143.86,145.08,144.80,150.44,150.47,146.31,143.98,145.93,144.13,145.75
149.11,149.25,148.00,149.11,150.50,151.83,152.73,149.41,148.57,149.12,148.27,149.73
152.12,151.47,151.22,151.12,153.14,154.14,154.63,151.77,151.70,151.23,151.32,151.75
153.79,153.80,153.16,153.57,154.45,155.08,155.44,153.94,153.24,153.31,153.26,153.76
155.50,154.95,154.65,154.84,155.99,155.91,156.00,154.93,154.87,154.57,154.64,155.11
156.01,155.84,155.59,155.67,156.62,156.52,156.57,155.76,155.54,155.70,155.66,155.94
156.45,157.23,156.25,156.42,157.12,156.90,157.02,156.43,156.02,157.18,156.22,156.49
156.97,157.61,156.80,156.83,157.44,157.28,157.24,156.91,156.59,157.61,156.65,156.93
157.56,157.72,157.16,157.35,157.60,157.72,157.35,157.36,157.38,157.65,157.13,157.39
157.56,157.58,157.37,157.37,157.72,157.77,157.55,157.44,157.39,157.46,157.36,157.43
157.38,157.26,157.26,157.35,157.53,157.59,157.78,157.52,157.25,157.17,157.19,157.43
156.98,156.76,156.89,156.93,157.21,157.49,157.55,157.22,156.83,156.66,156.65,156.87
156.28,156.10,156.03,156.21,156.49,157.02,156.93,156.32,155.95,155.75,155.76,156.05
155.01,154.92,154.44,154.45,154.55,155.72,155.73,154.73,154.59,154.71,154.60,154.73
151.80,151.90,151.85,151.59,151.17,151.85,151.61,150.97,151.41,151.82,152.03,151.83
145.57,146.58,146.11,144.89,141.41,133.59,134.50,141.55,144.92,146.44,146.41,145.37
140.22,140.56,141.81,137.96,132.37,127.88,124.62,133.32,139.38,140.31,142.19,138.64
136.28,137.40,137.78,134.12,126.94,126.91,122.96,130.83,135.15,137.18,138.34,134.85
133.29,135.54,134.55,132.39,125.37,125.29,122.04,128.42,132.02,135.23,135.13,132.90
131.40,133.13,132.76,129.96,123.80,123.40,119.80,126.29,130.27,132.93,133.27,130.85
129.94,131.70,131.14,128.72,122.14,122.82,119.62,125.15,128.97,131.54,131.80,129.54
129.62,131.20,130.63,128.06,122.16,123.32,119.29,124.46,128.45,130.73,131.07,128.66
128.58,129.43,129.80,127.21,121.15,121.82,118.44,123.81,127.51,128.94,130.17,128.23
128.36,129.06,129.13,126.58,120.66,121.30,117.96,123.02,126.92,128.70,129.86,127.46
127.53,129.10,128.79,126.25,121.21,121.63,118.30,122.79,126.52,128.49,129.18,127.03
126.90,128.97,128.01,126.02,120.47,120.53,117.29,122.55,126.02,128.32,128.46,127.04
127.03,128.77,128.02,125.60,119.89,120.26,117.02,122.02,125.52,128.33,128.51,126.51
126.76,128.42,128.03,125.67,120.56,121.44,117.63,122.43,125.50,128.01,128.98,126.51
126.70,128.71,127.58,125.53,120.16,120.25,116.97,122.13,125.54,128.26,128.15,126.32
126.89,128.32,128.05,125.52,119.99,119.89,116.81,121.91,125.42,127.86,128.41,126.56
126.63,128.37,128.06,125.68,119.95,122.29,117.86,122.41,125.44,128.09,128.50,126.68
126.57,128.82,127.54,125.68,120.37,119.79,117.10,122.12,125.47,128.34,128.10,126.18
126.72,128.32,128.01,125.50,120.04,119.92,116.64,121.63,125.52,127.83,128.25,126.44
126.72,128.44,127.88,125.82,120.04,122.21,117.92,122.85,125.54,128.04,128.48,126.97
126.60,128.62,127.62,125.61,120.88,119.87,117.95,122.04,125.39,128.28,128.20,126.56
126.83,128.38,127.77,125.63,120.19,119.97,116.62,121.70,125.56,127.93,128.31,126.55
127.11,128.71,128.03,126.22,120.23,121.51,118.77,122.41,125.69,128.27,128.32,126.90
126.94,129.03,127.89,125.71,120.05,120.22,117.73,122.53,125.50,128.68,128.37,126.87
127.12,128.73,128.03,125.52,120.63,120.01,116.99,122.11,126.10,128.39,128.79,126.65
127.47,129.12,128.68,125.79,120.78,122.25,119.24,122.59,126.12,128.60,129.33,126.57
127.40,129.42,128.30,126.30,120.51,120.52,117.79,123.23,126.11,129.03,128.96,127.25
128.07,129.61,128.72,126.53,121.20,120.74,117.51,123.06,126.63,129.21,129.29,127.27
128.85,130.48,129.30,126.97,121.85,123.99,119.14,123.77,127.69,130.31,130.11,127.88
129.35,131.40,130.35,128.46,122.54,121.70,119.09,124.66,128.25,131.18,131.05,129.35
131.19,132.86,132.10,129.81,124.31,123.42,120.31,126.20,130.03,132.51,132.43,130.55
135.51,136.27,135.83,133.69,129.15,131.10,129.24,132.26,134.34,135.96,136.13,134.43
141.36,142.82,141.32,141.16,138.77,147.38,145.28,141.65,140.46,142.45,141.55,141.56
146.39,147.23,145.37,146.49,146.91,151.01,151.64,147.64,145.57,147.03,145.62,147.42
150.38,150.30,149.05,149.73,151.48,152.25,153.76,150.53,149.80,150.06,149.48,150.47
152.97,152.06,152.09,151.98,153.65,154.51,154.89,152.21,152.23,151.65,152.12,152.43
154.20,154.02,153.61,153.97,155.15,155.34,155.69,154.44,153.81,153.73,153.62,154.28
155.81,155.23,155.24,155.13,156.18,155.99,156.27,155.26,155.31,154.92,154.91,155.47
156.20,156.27,155.80,156.04,156.80,156.54,156.60,156.09,155.70,156.07,155.75,156.31
156.47,157.62,156.43,156.55,157.25,157.03,157.14,156.54,156.36,157.52,156.36,156.53
157.04,157.68,156.83,157.17,157.57,157.40,157.38,157.08,156.93,157.62,156.83,157.12
157.56,157.59,157.30,157.20,157.66,157.70,157.50,157.36,157.49,157.61,157.41,157.44
157.45,157.45,157.39,157.43,157.58,157.75,157.73,157.54,157.34,157.42,157.34,157.45
157.33,157.11,157.11,157.20,157.53,157.66,157.76,157.32,157.13,157.06,157.12,157.34
156.76,156.60,156.66,156.71,156.99,157.37,157.47,157.04,156.57,156.30,156.35,156.59
155.89,155.75,155.49,155.56,155.83,156.74,156.71,155.86,155.59,155.57,155.55,155.80
154.21,154.05,153.86,153.81,153.90,154.87,154.78,153.77,153.87,153.88,154.06,154.15
149.73,150.44,150.32,149.77,148.89,146.55,145.66,147.93,149.48,150.43,150.52,150.03
143.42,144.05,144.51,142.15,138.70,130.86,129.63,137.87,142.85,143.73,144.82,142.82
138.69,139.31,140.27,136.53,130.52,127.67,123.70,131.86,137.69,139.08,140.66,137.18
135.25,136.59,136.58,133.50,126.16,128.68,123.48,129.84,134.07,136.36,137.08,134.22
132.29,135.09,133.65,131.90,124.53,124.14,120.88,128.20,131.33,134.77,134.26,132.76
131.00,132.80,132.17,129.40,122.87,123.15,119.72,125.53,129.66,132.34,132.80,130.33
129.42,131.27,130.81,128.40,121.94,124.33,121.25,125.62,128.49,131.29,131.39,129.21
128.94,130.94,130.13,128.40,121.57,122.31,119.61,124.68,127.82,130.35,130.43,128.93
128.48,129.02,129.35,126.92,120.97,121.21,118.23,123.62,127.34,128.75,129.81,127.98
127.89,128.96,128.84,126.34,120.78,121.85,119.41,123.02,126.64,128.59,129.61,127.49
127.52,129.37,128.45,126.36,120.44,120.72,118.81,123.46,126.15,129.04,128.58,126.99
127.10,128.65,127.93,125.79,120.30,120.05,117.00,122.39,126.05,128.10,128.52,126.44
127.13,128.63,128.23,125.70,120.40,120.78,117.46,122.13,125.97,128.37,128.52,126.75
126.91,128.65,127.74,125.47,120.10,120.62,117.83,122.63,125.73,128.45,128.41,126.24
126.81,128.39,127.64,125.43,119.80,119.82,116.89,122.07,125.64,128.08,128.17,126.16
126.98,128.60,127.84,125.34,119.58,120.09,117.12,122.40,125.90,128.23,128.56,126.28
126.99,128.49,127.61,125.35,120.11,120.86,118.26,122.02,125.76,128.29,128.57,126.36
126.70,128.66,127.66,125.24,120.18,119.73,116.49,121.99,125.55,128.24,128.07,126.21
127.07,128.16,127.80,125.34,119.99,120.14,116.90,122.01,125.81,127.98,128.23,126.32
127.30,128.65,127.92,125.67,120.48,121.27,117.03,122.11,125.91,128.34,128.61,126.46
126.69,128.61,128.03,125.33,120.15,120.13,116.80,122.14,125.56,128.27,128.20,126.37
127.26,128.55,127.84,125.57,120.08,120.12,116.86,121.83,125.87,128.18,128.53,126.46
127.35,128.90,128.21,125.44,120.72,121.35,117.47,122.21,126.15,128.41,128.54,126.42
126.83,129.01,127.82,125.82,120.40,120.40,117.03,122.34,125.71,128.54,128.43,126.59
127.36,129.12,128.35,125.79,120.13,120.38,117.17,122.31,125.84,128.82,128.88,126.72
127.24,129.13,128.73,126.30,121.24,121.74,118.09,122.82,126.18,128.61,129.32,127.13
127.74,129.64,128.61,126.49,121.14,120.79,117.47,122.91,126.54,129.19,129.13,127.21
128.26,130.01,129.45,126.85,121.17,120.89,117.72,123.01,126.72,129.57,129.84,127.82
128.79,130.72,130.23,127.75,121.74,123.43,119.16,124.22,127.68,130.30,130.89,128.69
129.65,131.99,130.79,128.95,123.34,122.36,119.43,125.07,128.67,131.77,131.40,129.51
132.06,133.70,133.51,131.01,125.75,124.62,121.65,127.19,131.25,133.34,133.64,131.68
137.23,138.36,137.77,136.40,132.28,139.53,136.23,135.33,136.24,138.03,138.08,136.99
143.17,144.84,142.66,143.45,142.02,148.91,149.19,144.34,142.36,144.74,143.10,144.04
147.82,148.58,146.74,148.15,149.10,151.59,152.23,148.73,147.34,148.24,147.03,148.73
151.62,151.04,150.47,150.61,152.65,153.26,154.56,151.43,151.13,150.81,150.60,151.22
153.63,153.01,152.87,152.89,154.31,155.17,155.41,153.39,153.01,152.83,152.95,153.51
155.10,154.75,154.39,154.69,156.18,155.92,156.10,154.94,154.80,154.57,154.35,155.00
156.31,155.93,155.67,155.79,156.89,156.58,156.71,155.86,155.77,155.78,155.84,156.00
156.69,157.09,156.46,156.65,157.28,157.12,157.29,156.65,156.43,156.99,156.40,156.86
