227.95,227.80,227.88,227.93,227.96,227.98,227.83,227.98,227.94,227.93,227.96,227.88,227.88,227.84,227.83,227.88,227.95,227.91,227.90,227.82,227.89,227.92,227.90,227.94,227.98,227.97,228.01,227.90,227.95,227.94,227.87
227.87,227.83,227.88,227.87,227.86,227.88,227.95,227.91,227.94,227.91,227.94,227.90,227.90,227.94,227.88,227.86,227.90,227.98,227.87,227.96,227.80,227.92,227.96,227.83,227.88,227.96,227.86,227.90,227.89,227.84,227.93
227.87,227.85,227.77,227.94,227.95,227.88,227.89,227.98,227.89,227.90,227.86,227.90,227.79,228.00,227.85,227.94,227.81,227.89,227.93,227.88,227.95,227.86,227.87,227.98,227.93,227.91,227.86,227.80,227.80,227.90,227.82
227.75,227.93,227.97,227.85,227.83,227.91,227.88,227.87,227.84,227.81,227.82,227.91,227.84,227.96,227.93,227.86,227.84,227.87,227.80,227.83,227.83,227.84,227.94,227.80,227.90,227.84,227.86,227.74,227.82,227.91,227.98
227.83,227.89,227.79,227.89,227.90,227.87,227.81,227.85,227.83,227.81,227.87,227.96,227.84,227.77,227.79,227.87,227.85,227.89,227.81,227.89,227.85,227.83,227.91,227.84,227.91,227.85,227.97,227.80,227.82,227.74,227.86
227.94,227.84,227.84,227.80,227.78,227.82,227.80,227.82,227.82,227.81,227.83,227.87,227.73,227.77,227.78,227.80,227.94,227.92,227.82,227.80,227.81,227.83,227.77,227.80,227.82,227.75,227.75,227.82,227.83,227.83,227.88
227.76,227.91,227.76,227.84,227.82,227.79,227.87,227.88,227.78,227.82,227.79,227.84,227.83,227.79,227.79,227.83,227.82,227.88,227.77,227.85,227.82,227.87,227.89,227.81,227.85,227.78,227.87,227.83,227.80,227.83,227.81
227.81,227.83,227.82,227.81,227.86,227.80,227.71,227.78,227.80,227.73,227.91,227.84,227.81,227.80,227.78,227.84,227.78,227.78,227.78,227.83,227.79,227.80,227.70,227.72,227.74,227.79,227.82,227.85,227.82,227.79,227.85
227.78,227.77,227.79,227.66,227.80,227.74,227.72,227.73,227.76,227.67,227.70,227.80,227.85,227.71,227.76,227.87,227.83,227.62,227.79,227.71,227.76,227.74,227.74,227.78,227.74,227.72,227.75,227.78,227.79,227.72,227.71
227.66,227.78,227.75,227.81,227.72,227.73,227.69,227.72,227.70,227.81,227.77,227.77,227.63,227.78,227.74,227.73,227.71,227.74,227.73,227.73,227.74,227.71,227.78,227.73,227.70,227.72,227.77,227.72,227.67,227.66,227.69
227.73,227.71,227.67,227.68,227.74,227.73,227.74,227.70,227.72,227.74,227.63,227.73,227.72,227.75,227.67,227.71,227.68,227.68,227.64,227.68,227.71,227.71,227.72,227.73,227.69,227.65,227.60,227.62,227.68,227.67,227.55
227.66,227.72,227.71,227.68,227.66,227.68,227.67,227.72,227.70,227.73,227.69,227.71,227.53,227.70,227.66,227.63,227.72,227.70,227.61,227.70,227.67,227.57,227.65,227.64,227.59,227.66,227.63,227.66,227.64,227.58,227.65
227.71,227.65,227.62,227.60,227.56,227.67,227.73,227.67,227.64,227.64,227.65,227.57,227.54,227.59,227.61,227.64,227.61,227.63,227.58,227.62,227.64,227.68,227.68,227.66,227.60,227.61,227.66,227.61,227.54,227.62,227.64
227.60,227.57,227.58,227.55,227.55,227.59,227.59,227.63,227.53,227.58,227.57,227.61,227.58,227.65,227.58,227.54,227.57,227.58,227.56,227.57,227.59,227.61,227.56,227.54,227.62,227.58,227.59,227.52,227.57,227.55,227.61
227.58,227.61,227.55,227.50,227.47,227.55,227.64,227.64,227.52,227.55,227.57,227.48,227.48,227.52,227.44,227.57,227.39,227.52,227.49,227.49,227.56,227.47,227.46,227.46,227.54,227.49,227.51,227.52,227.54,227.62,227.50
