191.96,192.64,192.56,192.54,192.22
191.89,192.46,192.56,192.54,192.38
191.90,192.37,192.54,192.53,192.28
191.83,192.49,192.49,192.46,192.15
191.88,192.46,192.49,192.38,192.05
192.05,192.53,192.51,192.43,192.02
192.16,192.57,192.52,192.42,192.04
192.05,192.48,192.49,192.50,192.10
191.90,192.42,192.54,192.49,192.13
191.82,192.44,192.53,192.42,192.09
191.77,192.37,192.56,192.42,192.09
191.69,192.38,192.45,192.39,192.03
191.75,192.34,192.44,192.40,191.99
191.78,192.32,192.44,192.37,191.93
191.75,192.34,192.41,192.33,191.92
191.75,192.41,192.57,192.39,192.06
191.82,192.45,192.46,192.32,191.97
191.81,192.43,192.54,192.45,192.11
191.76,192.53,192.50,192.54,192.08
191.86,192.41,192.48,192.45,192.06
191.82,192.40,192.50,192.44,192.14
191.95,192.47,192.50,192.44,192.13
191.96,192.53,192.51,192.43,192.05
191.92,192.48,192.54,192.42,192.03
191.84,192.46,192.51,192.35,192.15
191.89,192.51,192.59,192.45,192.17
191.96,192.45,192.56,192.51,192.20
191.90,192.46,192.49,192.57,192.30
191.93,192.51,192.59,192.51,192.27
191.92,192.45,192.52,192.49,192.16
191.93,192.56,192.56,192.49,192.20
