187.86,187.90,187.99,187.87,188.00,187.88,187.96,187.86,187.95,187.80
187.77,187.68,187.75,187.79,187.59,187.77,187.69,187.71,187.70,187.71
187.61,187.45,187.49,187.45,187.60,187.52,187.55,187.42,187.49,187.55
187.29,187.31,187.28,187.24,187.21,187.33,187.29,187.40,187.26,187.29
186.95,187.10,187.10,187.21,187.01,187.11,186.93,187.05,187.12,187.06
186.43,186.48,186.48,186.35,186.38,186.64,186.50,186.68,186.63,186.68
